site_id,site_name,site_type,sector,primary_product,capacity_annual,capacity_annual_tonnes,technology,parent_company,developer,legal_basis,area_ha,category,province,grid_region_id,zone_classification,status,latitude,longitude,pvout_centroid,cf_centroid,pvout_best_50km,cf_best_50km,pvout_buildable_best_50km,buildable_area_ha,regional_groundmount_potential_mwp_50km,buildability_constraint,resource_quality,dist_to_nearest_substation_km,dist_solar_to_nearest_substation_km,nearest_substation_capacity_mva,siting_scenario,grid_integration_category,same_grid_region,line_connected,inter_substation_connected,inter_substation_dist_km,available_capacity_mva,capacity_assessment,nearest_substation_capacity_source,solar_search_method,chosen_anchor_substation_name,solar_supply_share_pct,solar_delivered_share_pct,project_scale_solar_mwp,solar_regime,within_boundary_coverage_pct,within_boundary_coverage_hard_max_pct,firm_solar_coverage_pct,nighttime_demand_mwh,storage_required_mwh,storage_gap_pct,project_viable,demand_mwh_2030,lcoe_low_usd_mwh,lcoe_mid_usd_mwh,lcoe_high_usd_mwh,lcoe_grid_connected_usd_mwh,lcoe_grid_connected_capped_usd_mwh,lcoe_grid_connected_low_usd_mwh,lcoe_grid_connected_high_usd_mwh,lcoe_generation_usd_mwh,full_system_lcoe_delivered_usd_mwh,full_system_lcoe_firm_4h_usd_mwh,full_system_lcoe_firm_8h_usd_mwh,lcos_4h_usd_mwh,lcos_8h_usd_mwh,connection_cost_per_kw,transmission_cost_per_kw,substation_upgrade_cost_per_kw,grid_investment_needed_usd,cf_used,is_cf_provisional,is_capex_provisional,lcoe_wind_mid_usd_mwh,lcoe_wind_allin_mid_usd_mwh,cf_wind,wind_speed_ms,best_re_technology,best_re_lcoe_mid_usd_mwh,re_competitive_gap_pct,dashboard_rate_usd_mwh,dashboard_rate_label,is_grid_cost_provisional,tariff_i3_usd_mwh,tariff_i4_usd_mwh,bpp_usd_mwh,incumbent_pln_marginal_daytime_usd_mwh,incumbent_pln_marginal_nighttime_usd_mwh,incumbent_pln_marginal_confidence,solar_competitive_gap_pct,solar_attractive,lcoe_mid_wacc8_usd_mwh,solar_competitive_gap_wacc8_pct,solar_now_at_wacc8,action_flag,solar_now,invest_transmission,invest_substation,invest_battery,grid_first,invest_resilience,plan_late,green_share_geas,geas_alloc_proportional_gwh,geas_alloc_empirical_gwh,green_share_geas_proportional_pct,green_share_geas_empirical_pct,geas_allocation_used,pre2030_solar_mw,post2030_share,grid_upgrade_pre2030,ruptl_summary,grid_emission_factor_t_co2_mwh,carbon_breakeven_usd_tco2,clean_power_advantage,data_completeness
kek-morotai,Morotai,kek,mixed,,,,,Jababeka Group,Jababeka Group,Government Regulation no. 50 of 2014,1101.76,Service,North Maluku,MALUKU,Pariwisata,Active,2.3750901219475,128.41811690865,1310.3,0.1496,1572.4,0.1795,1562.9,687.9,458.6,land_cover,partial_filter (0/6 layers),213.96,169.98,120.0,remote_captive,invest_substation,True,,True,,42.0,red,actual,best_pvout_fallback,,1.0,1.0,127.12,grid_connected_ipp,0.0,1.7397924323967653,3.117,323917.4,372318.9,0.583,True,555287.04,79.68,91.2,139.04,154.35,75.0,144.7,194.46,91.2,154.35,188.56,238.32,171.07,167.93,929.9,0.0,73.8,460296820.0,0.1496,True,False,499.14,166.84,0.05,3.04,solar,91.2,44.6,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,124.38,310.95,273.64,remote_diesel_dominated,44.6,False,77.99,23.6,False,not_competitive,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,proportional,0,0.0,False,0 MW solar planned in MALUKU by 2030,0.6,50.2,-44.6,complete
kek-gresik,Gresik,kek,mixed,,,,,PT Berkah Kawasan Manyar Sejahtera,PT Berkah Kawasan Manyar Sejahtera,Peraturan Pemerintah nomor 71 tahun 2021,2167.0,Manufacturing,East Java,JAVA_BALI,Industri,Active,-7.0854668845705,112.60680989557,1546.5,0.1765,1635.6,0.1867,1539.3,4270.0,2846.7,land_cover,partial_filter (0/6 layers),2.6,3.55,330.0,remote_captive,invest_substation,True,,True,,49.5,red,actual,substation_anchored,GI 150 kV Manyar,0.3694,0.3677,277.51,co_located_captive,0.18388628322915357,1.5579733048062534,7.813,834295.0,958959.8,0.583,True,1430220.0,67.8,77.6,118.32,94.22,94.22,84.42,134.95,77.6,94.22,128.43,178.18,171.07,167.93,97.8,0.0,77.2,498172500.0,0.1758,False,False,303.99,178.38,0.0821,4.03,solar,77.6,23.0,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,23.0,False,66.36,5.2,False,not_competitive,False,False,False,False,False,False,False,0.10089430147068448,144.30104784940235,69.26450296771314,0.10089430147068448,0.04842926470592856,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,19.1,-23.0,complete
kek-likupang,Likupang,kek,mixed,,,,,PT Minahasa Permai Resort Development,PT Minahasa Permai Resort Development,PP 84 tahun 2019,197.4,Service,North Sulawesi,SULAWESI,Pariwisata,Active,1.680721711081,125.15739596932,1580.8,0.1805,1618.8,0.1848,1506.4,516.1,344.1,land_cover,partial_filter (0/6 layers),7.43,3.07,60.0,remote_captive,invest_substation,True,True,True,0.12,18.0,yellow,proxy_150kV,substation_anchored,GI 150 kV Likupang (New) 1,1.0,1.0,18.88,co_located_captive,0.0,1.8224795355494443,13.437,58035.6,66707.6,0.583,True,99489.6,66.04,75.59,115.25,95.99,95.99,85.97,137.6,75.59,95.99,130.2,179.96,171.07,167.93,95.3,0.0,75.8,58875510.0,0.1805,True,False,287.53,70.82,0.0868,4.1,solar,75.59,19.8,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,73.57,117.71,132.43,diesel_peaking,19.8,False,64.64,2.5,False,not_competitive,False,False,False,False,False,False,False,0.0007621444646948772,0.07582544793470745,0.018198107504329788,0.0007621444646948772,0.0001829146715267705,proportional,206,0.4938574938574939,True,206 MW solar planned in SULAWESI by 2030,0.63,21.2,-19.8,complete
kek-bitung,Bitung,kek,mixed,,,,,PT Membangun Sulut Hebat (MSH),PT Membangun Sulut Hebat (MSH),Government Regulation Number 32 of 2014,534.0,Manufacturing,North Sulawesi,SULAWESI,Industri,Active,1.4243289186209,125.10987982233,1504.9,0.1718,1618.8,0.1848,1397.6,1892.7,1261.8,land_cover,partial_filter (0/6 layers),1.71,5.69,90.0,within_boundary,within_boundary,True,False,True,22.82,22.5,red,actual,substation_anchored,GI 70 kV Tonsealama,1.0,1.0,70.26,co_located_captive,0.0,1.638378532516173,13.909,205590.0,236310.3,0.583,True,352440.0,69.37,79.4,121.06,104.75,104.75,93.95,149.61,79.4,104.75,138.96,188.72,171.07,167.93,108.5,0.0,78.3,235704240.0,0.1718,True,False,499.14,71.25,0.05,3.0,solar,79.4,25.9,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,73.57,117.71,132.43,diesel_peaking,25.9,False,67.9,7.6,False,not_competitive,False,False,False,False,False,False,False,0.0007621444646948771,0.26861019513706247,0.064466446832895,0.0007621444646948771,0.00018291467152677053,proportional,206,0.4938574938574939,True,206 MW solar planned in SULAWESI by 2030,0.63,27.7,-25.9,complete
kek-palu,Palu,kek,mixed,,,,,PT Bangun Palu Sulawesi Tengah,PT Bangun Palu Sulawesi Tengah,Government Regulation Number 31 of 2014,1500.0,Manufacturing,Central Sulawesi,SULAWESI,Industri,Active,-0.71188721731303,119.8703393558,1451.6,0.1657,1541.0,0.1759,1478.6,13165.6,8777.1,land_cover,partial_filter (0/6 layers),17.38,1.39,90.0,remote_captive,invest_substation,True,True,True,19.45,31.5,red,actual,substation_anchored,GI 150 kV Donggala 1,0.4206,0.4284,204.61,co_located_captive,0.0,1.4298993131313131,32.789,577500.0,663793.1,0.583,True,990000.0,71.92,82.32,125.51,97.44,97.44,87.23,139.84,82.32,97.44,131.65,181.4,171.07,167.93,87.0,0.0,79.8,1464020280.0,0.1657,True,False,,117.75,0.0,2.66,solar,82.32,30.5,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,73.57,117.71,132.43,diesel_peaking,30.5,False,70.4,11.6,False,not_competitive,False,False,False,False,False,False,False,0.0007621444646948771,0.7545230200479283,0.18521222339439788,0.0007621444646948771,0.00018708305393373524,proportional,206,0.4938574938574939,True,206 MW solar planned in SULAWESI by 2030,0.63,32.6,-30.5,complete
kek-kura-kura,Kura Kura Bali,kek,mixed,,,,,PT Bali Turtle Island Development,PT Bali Turtle Island Development,PP No 23 Tahun 2023,498.0,Service,Bali,JAVA_BALI,Pariwisata,Active,-8.7312613066451,115.23086607725,1684.5,0.1923,1712.9,0.1955,1684.8,1446.0,964.0,land_cover,partial_filter (0/6 layers),2.58,3.22,60.0,remote_captive,invest_substation,True,,True,,18.0,red,proxy_150kV,substation_anchored,GIS 150 kV Pesanggaran,0.3806,0.3807,44.7,co_located_captive,0.0,1.1416039156626507,15.789,146412.0,168289.7,0.583,True,250992.0,61.98,70.94,108.15,86.06,86.06,77.1,123.27,70.94,86.06,120.27,170.02,171.07,167.93,96.1,0.0,78.5,168314400.0,0.1923,True,False,428.82,91.19,0.0582,3.73,solar,70.94,12.5,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,12.5,False,60.66,-3.8,True,not_competitive,False,False,False,False,False,False,False,0.10089430147068448,25.32366251473004,12.155358007070419,0.10089430147068448,0.04842926470592855,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,10.3,-12.5,complete
kek-galang-batang,Galang Batang,kek,mixed,,,,,PT GBKEK Industri Pengolahan,PT GBKEK Industri Pengolahan,PP 42 tahun 2017,2333.6,Processing,Riau Islands,SUMATERA,Industri,Active,0.91112087616108,104.65970479459,1326.0,0.1514,1418.4,0.1619,1316.5,14713.8,9809.2,land_cover,partial_filter (0/6 layers),16.45,2.68,60.0,remote_captive,invest_substation,True,,True,,15.0,red,actual,substation_anchored,GI 150 kV Air Raja (60 MVA No.2),1.0,1.0,348.39,co_located_captive,0.7839142409698632,1.2739247008134136,21.681,898436.0,1032685.1,0.583,True,1540176.0,79.36,90.83,138.49,110.01,110.01,98.55,157.63,90.83,110.01,144.22,193.98,171.07,167.93,93.4,0.0,79.8,1698953440.0,0.1502,False,False,236.34,117.12,0.1056,4.37,solar,90.83,44.0,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,86.79,104.15,121.51,mixed_dispatch,44.0,False,77.68,23.1,False,not_competitive,False,False,False,False,False,False,False,0.08246546346860628,127.01132766322415,50.80453106528966,0.08246546346860628,0.03298618538744251,proportional,660,0.589041095890411,True,660 MW solar planned in SUMATERA by 2030,0.77,38.0,-44.0,complete
kek-maloy-batuta,Maloy Batuta Trans Kalimantan,kek,mixed,,,,,PT Maloy Batuta Trans Kalimantan,PT Maloy Batuta Trans Kalimantan,PP No 85 Tahun 2014,557.34,Manufacturing,East Kalimantan,KALIMANTAN,Industri,Active,0.81659915671314,117.93022440699,1362.9,0.1556,1422.8,0.1624,1388.1,8862.9,5908.6,land_cover,partial_filter (0/6 layers),55.64,61.11,60.0,remote_captive,invest_substation,True,,True,,9.0,red,actual,best_pvout_fallback,,1.0,1.0,80.96,grid_connected_ipp,0.0,1.4875973373524243,54.85,214575.9,246639.0,0.583,True,367844.4,76.6,87.68,133.67,128.76,75.0,117.89,173.93,87.68,128.76,162.97,212.72,171.07,167.93,385.6,0.0,79.8,2749862440.0,0.1556,True,False,499.14,150.41,0.05,3.32,solar,87.68,39.0,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,86.59,129.88,147.2,diesel_peaking,39.0,False,74.98,18.9,False,not_competitive,False,False,False,False,False,False,False,0.12961485561845254,47.678098796056304,13.349867662895765,0.12961485561845254,0.03629215957316671,proportional,327,0.2997858672376874,True,327 MW solar planned in KALIMANTAN by 2030,1.16,22.0,-39.0,complete
kek-nongsa,Nongsa,kek,mixed,,,,,PT Taman Resor Internet,PT Taman Resor Internet,PP no 68 Tahun 2021,166.45,Service,Riau Islands,SUMATERA,Pariwisata,Active,1.191175886339,104.09214803974,1319.8,0.1507,1381.2,0.1577,1324.2,6022.7,4015.1,land_cover,partial_filter (0/6 layers),3.35,4.34,3.0,remote_captive,grid_first,True,True,True,7.06,1.0,red,actual,substation_anchored,GI 150 kV Nongsa,1.0,1.0,19.06,co_located_captive,0.0,1.7258395437878769,158.654,48936.3,56248.6,0.583,True,83890.79999999999,79.1,90.54,138.04,110.11,110.11,98.71,157.45,90.54,110.11,144.32,194.08,171.07,167.93,101.7,0.0,80.0,729543670.0,0.1507,True,False,274.86,117.57,0.0908,4.15,solar,90.54,43.5,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,86.79,104.15,121.51,mixed_dispatch,43.5,False,77.43,22.7,False,not_competitive,False,False,False,False,False,False,False,0.08246546346860628,6.918093702752155,2.767237481100862,0.08246546346860628,0.03298618538744252,proportional,660,0.589041095890411,True,660 MW solar planned in SUMATERA by 2030,0.77,37.6,-43.5,complete
kek-mandalika,Mandalika,kek,mixed,,,,,PT Pengembangan Pariwisata Indonesia,PT Pengembangan Pariwisata Indonesia,PP No 52 Tahun 2014,1035.67,Service,West Nusa Tenggara,NTB,Pariwisata,Active,-8.8963124944653,116.29090641579,1652.7,0.1887,1730.5,0.1975,1664.8,2975.7,1983.8,land_cover,partial_filter (0/6 layers),1.81,5.3,30.0,remote_captive,invest_substation,True,,True,,10.5,red,actual,substation_anchored,GI 150 kV Kuta,1.0,1.0,94.73,co_located_captive,0.5433330597584172,2.8022698020344463,15.784,304487.0,349985.0,0.583,True,521977.68000000005,62.62,71.67,109.27,87.89,87.89,78.83,125.55,71.67,87.89,122.1,171.86,171.07,167.93,106.5,0.0,79.6,369185180.0,0.1903,False,False,252.86,80.04,0.0987,4.27,solar,71.67,13.6,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,112.56,123.82,135.07,jamali_coal_dominant,13.6,False,61.29,-2.8,True,not_competitive,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,proportional,0,0.0,False,0 MW solar planned in NTB by 2030,1.27,7.0,-13.6,complete
kek-batam-aero-technic,Batam Aero Technic,kek,mixed,,,,,PT Batam Teknik (BAT),PT Batam Teknik (BAT),PP No 67 tahun 2021,30.0,Manufacturing,Riau Islands,SUMATERA,Industri,Active,1.1393365211312,104.12432224421,1329.7,0.1518,1387.0,0.1583,1323.9,6883.2,4588.8,land_cover,partial_filter (0/6 layers),3.96,3.53,60.0,remote_captive,grid_ready,True,,True,,18.0,green,proxy_150kV,substation_anchored,GI 150 kV Nongsa 1,1.0,1.0,4.47,co_located_captive,0.0,0.0,771.475,11550.0,13275.9,0.583,True,19800.0,78.51,89.86,137.01,109.76,109.76,98.36,157.11,89.86,109.76,143.97,193.73,171.07,167.93,97.7,0.0,79.7,814053120.0,0.1518,True,False,257.29,117.35,0.097,4.24,solar,89.86,42.5,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,86.79,104.15,121.51,mixed_dispatch,42.5,False,76.85,21.8,False,not_competitive,False,False,False,False,False,False,False,0.08246546346860628,1.6328161766784044,0.6531264706713619,0.08246546346860628,0.03298618538744252,proportional,660,0.589041095890411,True,660 MW solar planned in SUMATERA by 2030,0.77,36.7,-42.5,complete
kek-tanjung-kelayang,Tanjung Kelayang,kek,mixed,,,,,Badan Usaha Pembangun dan Pengelola (BUPP) KEK Tanjung Kelayang,Badan Usaha Pembangun dan Pengelola (BUPP) KEK Tanjung Kelayang,PP No 6 Tahun 2016,324.4,Service,Bangka Belitung Islands,SUMATERA,Pariwisata,Active,-2.5711927695212,107.65499155301,1296.1,0.148,1407.8,0.1607,1264.9,4556.4,3037.6,land_cover,partial_filter (0/6 layers),22.42,3.54,30.0,remote_captive,invest_substation,True,,True,,10.5,red,actual,substation_anchored,GI 70 kV Tanjung Pandan,1.0,1.0,37.83,co_located_captive,0.0,1.9746987723367193,62.773,95373.6,109624.8,0.583,True,163497.59999999998,80.55,92.19,140.56,114.89,114.89,102.95,164.45,92.19,114.89,149.1,198.86,171.07,167.93,97.7,0.0,79.8,539174000.0,0.148,True,False,296.4,121.13,0.0842,4.06,solar,92.19,46.1,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,86.79,104.15,121.51,mixed_dispatch,46.1,False,78.84,25.0,False,not_competitive,False,False,False,False,False,False,False,0.08246546346860628,13.482905360004802,5.393162144001921,0.08246546346860628,0.03298618538744252,proportional,660,0.589041095890411,True,660 MW solar planned in SUMATERA by 2030,0.77,39.9,-46.1,complete
kek-lido,Lido,kek,mixed,,,,,PT MNCLand Lido,PT MNCLand Lido,PP no 69 tahun 2021,1040.0,Service,West Java,JAVA_BALI,Pariwisata,Active,-6.7536528309529,106.81210085326,1301.6,0.1486,1462.6,0.167,1416.6,2905.6,1937.1,land_cover,partial_filter (0/6 layers),11.36,9.88,60.0,remote_captive,invest_substation,True,False,True,45.71,18.0,red,proxy_150kV,best_pvout_fallback,,1.0,1.0,120.8,co_located_captive,0.4233374542124543,1.7193594322344323,12.973,305760.0,351448.3,0.583,True,524160.0,80.41,92.03,140.31,105.14,105.14,94.49,149.39,92.03,105.14,139.35,189.1,171.07,167.93,129.4,0.0,79.3,404272770.0,0.1482,False,False,420.15,102.58,0.0594,3.74,solar,92.03,45.9,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,45.9,False,78.7,24.8,False,not_competitive,False,False,False,False,False,False,False,0.10089430147068448,52.88475705887397,63.461708470648766,0.10089430147068448,0.12107316176482136,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,38.1,-45.9,complete
kek-tanjung-lesung,Tanjung Lesung,kek,mixed,,,,,PT Banten West Java Tourism Development,PT Banten West Java Tourism Development,KEK Tanjung Lesung,1500.0,Service,Banten,JAVA_BALI,Pariwisata,Active,-6.4817887185833,105.65248380886,1380.4,0.1576,1472.0,0.168,1397.9,171.0,114.0,land_cover,partial_filter (0/6 layers),9.06,31.67,120.0,remote_captive,invest_substation,True,,True,,30.0,red,actual,best_pvout_fallback,,0.2082,0.2108,114.0,grid_connected_ipp,0.0,1.5613492592592593,0.533,441000.0,506896.6,0.583,True,756000.0,75.63,86.56,131.98,113.58,75.0,102.78,158.42,86.56,113.58,147.79,197.54,171.07,167.93,238.4,0.0,55.0,33447600.0,0.1576,True,False,151.9,73.56,0.1643,5.2,solar,86.56,37.2,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,37.2,False,74.03,17.4,False,not_competitive,False,False,False,False,False,False,False,0.10089430147068448,76.27609191183747,86.58839599555657,0.10089430147068448,0.11453491533803778,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,30.9,-37.2,complete
kek-sei-mangkei,Sei Mangkei,kek,mixed,,,,,PT. Perkebunan Nusantara III,PT. Perkebunan Nusantara III,PP No 29 Tahun 2012,2002.77,Processing,North Sumatra,SUMATERA,Industri,Active,3.1324879221829,99.340577853012,1323.5,0.1511,1381.5,0.1577,1378.6,1890.4,1260.3,land_cover,partial_filter (0/6 layers),26.85,15.12,120.0,remote_captive,invest_substation,True,True,True,32.66,30.0,red,actual,best_pvout_fallback,,1.0,1.0,299.59,grid_connected_ipp,0.0,1.2618939813812415,3.161,771066.4,886283.3,0.583,True,1321828.2,78.88,90.29,137.65,110.12,75.0,99.17,155.59,90.29,110.12,144.33,194.08,171.07,167.93,155.6,0.0,77.7,294027990.0,0.1511,True,False,,209.76,0.0,2.65,solar,90.29,43.1,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,86.79,104.15,121.51,mixed_dispatch,43.1,False,77.21,22.4,False,not_competitive,False,False,False,False,False,False,False,0.08246546346860628,109.00517513887358,109.00517513887358,0.08246546346860628,0.08246546346860628,proportional,660,0.589041095890411,True,660 MW solar planned in SUMATERA by 2030,0.77,37.3,-43.1,complete
semen-gresik-tuban,Semen Gresik Tuban,standalone,cement,clinker,15.0 MTPA,15000000.0,Integrated,Semen Indonesia Group,,,,,East Java,JAVA_BALI,,Active,-6.866,111.913,1526.4,0.1743,1623.5,0.1853,1578.4,2136.0,1424.0,land_cover,partial_filter (0/6 layers),0.32,4.67,60.0,remote_captive,invest_substation,True,,True,,18.0,red,proxy_150kV,substation_anchored,GI 150 kV Kerek,0.4742,0.4904,324.19,grid_connected_ipp,0.0,0.021369600000000002,3.363,962500.0,1106321.8,0.583,True,1650000.0,68.4,78.28,119.36,92.43,75.0,82.87,132.15,78.28,92.43,126.64,176.4,171.07,167.93,103.3,0.0,79.0,259595200.0,0.1742,True,False,248.33,104.73,0.1005,4.29,solar,78.28,24.1,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,24.1,False,66.95,6.1,False,not_competitive,False,False,False,False,False,False,False,0.10089430147068448,166.4755974266294,79.9082867647821,0.10089430147068448,0.04842926470592855,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,20.0,-24.1,complete
indocement-citeureup,Indocement Citeureup,standalone,cement,clinker,11.9 MTPA,11900000.0,Integrated,Indocement / Heidelberg,,,,,West Java,JAVA_BALI,,Active,-6.479811,106.899118,1383.7,0.158,1467.3,0.1675,1355.1,6584.0,4389.3,land_cover,partial_filter (0/6 layers),1.02,5.05,60.0,remote_captive,invest_substation,True,True,True,5.91,18.0,red,proxy_150kV,substation_anchored,GI 150 kV ITP - Konsumen,0.7834,0.7672,283.73,grid_connected_ipp,0.0,0.06025278838808251,11.808,763583.3,877682.0,0.583,True,1309000.0,75.45,86.36,131.66,107.88,75.0,96.74,154.14,86.36,107.88,142.09,191.84,171.07,167.93,105.2,0.0,79.7,811581570.0,0.158,True,False,499.14,137.86,0.05,3.16,solar,86.36,36.9,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,36.9,False,73.85,17.1,False,not_competitive,False,False,False,False,False,False,False,0.10089430147068448,132.070640625126,158.48476875015118,0.10089430147068448,0.12107316176482137,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,30.6,-36.9,complete
semen-padang-indarung,Semen Padang Indarung,standalone,cement,clinker,8.8 MTPA,8800000.0,Integrated,Semen Indonesia Group,,,,,West Sumatra,SUMATERA,,Active,-0.947827,100.469967,1342.1,0.1532,1468.8,0.1677,,0.0,0.0,land_cover,provisional (no buildability filter),0.41,,100.0,remote_captive,invest_substation,False,,,,35.0,unknown,actual,,,,,,grid_connected_ipp,0.0,0.07944455578512395,,,,,False,968000.0,77.79,89.03,135.75,91.4,75.0,81.12,134.08,89.03,91.4,125.61,175.36,171.07,167.93,82.0,0.0,0.0,,0.1532,True,False,,72.26,0.0,1.45,solar,89.03,41.1,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,86.79,104.15,121.51,mixed_dispatch,41.1,False,76.14,20.7,False,no_solar_resource,False,False,False,False,False,False,False,0.08246546346860628,79.82656863761088,31.930627455044352,0.08246546346860628,0.03298618538744251,proportional,660,0.589041095890411,True,660 MW solar planned in SUMATERA by 2030,0.77,35.5,-41.1,complete
semen-tonasa,Semen Tonasa,standalone,cement,clinker,7.4 MTPA,7400000.0,Integrated,Semen Indonesia Group,,,,,South Sulawesi,SULAWESI,,Active,-4.789565,119.616409,1460.0,0.1667,1565.8,0.1787,,0.0,0.0,land_cover,provisional (no buildability filter),0.49,,95.0,remote_captive,invest_substation,False,,,,33.2,unknown,actual,,,,,,grid_connected_ipp,0.0,0.04448157248157248,,,,,False,814000.0,71.51,81.84,124.78,85.76,75.0,76.13,125.8,81.84,85.76,119.97,169.73,171.07,167.93,82.5,0.0,0.0,,0.1667,True,False,,63.22,0.0,2.93,solar,81.84,29.7,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,73.57,117.71,132.43,diesel_peaking,29.7,False,69.99,11.0,False,no_solar_resource,False,False,False,False,False,False,False,0.0007621444646948772,0.62038559426163,0.372231356556978,0.0007621444646948772,0.0004572866788169263,proportional,206,0.4938574938574939,True,206 MW solar planned in SULAWESI by 2030,0.63,31.8,-29.7,complete
sbi-narogong,SBI Narogong,standalone,cement,clinker,6.06 MTPA,6060000.0,Integrated,Semen Indonesia Group,,,,,West Java,JAVA_BALI,,Active,-6.503,106.928,1385.5,0.1582,1462.6,0.167,1380.6,5643.2,3762.1,land_cover,partial_filter (0/6 layers),4.53,3.1,60.0,remote_captive,invest_substation,True,,True,,18.0,red,proxy_150kV,substation_anchored,GI 70 kV Semen Lama,0.3554,0.3542,144.3,grid_connected_ipp,0.23656795679567955,1.6559756975697568,19.811,388850.0,446954.0,0.583,True,666600.0,75.47,86.38,131.7,105.06,75.0,94.13,150.47,86.38,105.06,139.27,189.02,171.07,167.93,95.5,0.0,79.6,658743710.0,0.1579,False,False,499.14,137.24,0.05,3.05,solar,86.38,36.9,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,36.9,False,73.87,17.1,False,not_competitive,False,False,False,False,False,False,False,0.10089430147068448,67.25614136035827,80.70736963242993,0.10089430147068448,0.12107316176482137,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,30.7,-36.9,complete
conch-cement-serang,Conch Cement Serang,standalone,cement,clinker,4.4 MTPA,4400000.0,Grinding,Anhui Conch (China),,,,,Banten,JAVA_BALI,,Active,-5.892955,106.082135,1449.8,0.1655,1467.7,0.1675,1437.6,1540.8,1027.2,land_cover,partial_filter (0/6 layers),0.58,2.66,60.0,remote_captive,invest_substation,True,False,True,14.61,18.0,red,proxy_150kV,substation_anchored,GI 150 kV PLTGU Cilegon,1.0,1.0,100.15,grid_connected_ipp,0.0,0.026659545454545453,7.476,282333.3,324521.1,0.583,True,484000.0,72.01,82.42,125.66,100.64,75.0,90.14,144.24,82.42,100.64,134.85,184.6,171.07,167.93,93.3,0.0,78.6,176575680.0,0.1655,True,False,472.67,115.39,0.0528,3.66,solar,82.42,30.7,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,30.7,False,70.48,11.7,False,not_competitive,False,False,False,False,False,False,False,0.1008943014706845,48.83284191181129,58.59941029417355,0.1008943014706845,0.1210731617648214,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,25.4,-30.7,complete
