site_id,site_name,site_type,sector,primary_product,capacity_annual,capacity_annual_tonnes,technology,parent_company,developer,legal_basis,area_ha,category,province,grid_region_id,zone_classification,status,latitude,longitude,pvout_centroid,cf_centroid,pvout_best_50km,cf_best_50km,pvout_buildable_best_50km,buildable_area_ha,regional_groundmount_potential_mwp_50km,buildability_constraint,resource_quality,dist_to_nearest_substation_km,dist_solar_to_nearest_substation_km,nearest_substation_capacity_mva,siting_scenario,grid_integration_category,same_grid_region,line_connected,inter_substation_connected,inter_substation_dist_km,available_capacity_mva,capacity_assessment,nearest_substation_capacity_source,solar_search_method,chosen_anchor_substation_name,solar_supply_share_pct,solar_delivered_share_pct,project_scale_solar_mwp,solar_regime,within_boundary_coverage_pct,within_boundary_coverage_hard_max_pct,firm_solar_coverage_pct,nighttime_demand_mwh,storage_required_mwh,storage_gap_pct,project_viable,demand_mwh_2030,lcoe_low_usd_mwh,lcoe_mid_usd_mwh,lcoe_high_usd_mwh,lcoe_grid_connected_usd_mwh,lcoe_grid_connected_capped_usd_mwh,lcoe_grid_connected_low_usd_mwh,lcoe_grid_connected_high_usd_mwh,lcoe_generation_usd_mwh,full_system_lcoe_delivered_usd_mwh,full_system_lcoe_firm_4h_usd_mwh,full_system_lcoe_firm_8h_usd_mwh,lcos_4h_usd_mwh,lcos_8h_usd_mwh,connection_cost_per_kw,transmission_cost_per_kw,substation_upgrade_cost_per_kw,grid_investment_needed_usd,cf_used,is_cf_provisional,is_capex_provisional,lcoe_wind_mid_usd_mwh,lcoe_wind_allin_mid_usd_mwh,cf_wind,wind_speed_ms,best_re_technology,best_re_lcoe_mid_usd_mwh,re_competitive_gap_pct,dashboard_rate_usd_mwh,dashboard_rate_label,is_grid_cost_provisional,tariff_i3_usd_mwh,tariff_i4_usd_mwh,bpp_usd_mwh,incumbent_pln_marginal_daytime_usd_mwh,incumbent_pln_marginal_nighttime_usd_mwh,incumbent_pln_marginal_confidence,solar_competitive_gap_pct,solar_attractive,lcoe_mid_wacc8_usd_mwh,solar_competitive_gap_wacc8_pct,solar_now_at_wacc8,action_flag,solar_now,invest_transmission,invest_substation,invest_battery,grid_first,invest_resilience,plan_late,green_share_geas,geas_alloc_proportional_gwh,geas_alloc_empirical_gwh,green_share_geas_proportional_pct,green_share_geas_empirical_pct,geas_allocation_used,pre2030_solar_mw,post2030_share,grid_upgrade_pre2030,ruptl_summary,grid_emission_factor_t_co2_mwh,carbon_breakeven_usd_tco2,clean_power_advantage,data_completeness
semen-gresik-city,Semen Gresik City,standalone,cement,clinker,0.9 MTPA,900000.0,Grinding,Semen Indonesia Group,,,,,East Java,JAVA_BALI,,Active,-7.170242,112.645549,1559.6,0.178,1658.2,0.1893,1538.2,3927.6,2618.4,land_cover,partial_filter (0/6 layers),0.3,0.9,20.0,remote_captive,grid_first,True,True,True,1.86,6.0,red,proxy_70kV,substation_anchored,GI 70 kV Semengresik,1.0,1.0,19.05,grid_connected_ipp,0.0,0.0,105.257,57750.0,66379.3,0.583,True,99000.0,66.94,76.62,116.81,93.48,75.0,83.67,134.24,76.62,93.48,127.69,177.44,171.07,167.93,84.5,0.0,79.8,430203120.0,0.178,True,False,482.73,150.64,0.0517,3.65,solar,76.62,21.5,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,21.5,False,65.52,3.9,False,not_competitive,False,False,False,False,False,False,False,0.1008943014706845,9.988535845597765,4.794497205886928,0.1008943014706845,0.048429264705928565,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,17.8,-21.5,complete
solusi-bangun-cilegon,Solusi Bangun Cilegon,standalone,cement,clinker,0.6 MTPA,600000.0,Grinding,Semen Indonesia Group,,,,,Banten,JAVA_BALI,,Active,-6.020475,105.958559,1384.1,0.158,1471.7,0.168,1392.7,1540.5,1027.0,land_cover,partial_filter (0/6 layers),0.98,0.21,60.0,remote_captive,grid_ready,True,True,True,7.13,18.0,green,proxy_150kV,substation_anchored,GI 150 kV Polyprima,1.0,1.0,14.31,grid_connected_ipp,0.0,16.74970712121212,54.961,38500.0,44252.9,0.583,True,66000.0,75.43,86.33,131.63,102.86,75.0,92.02,147.87,86.33,102.86,137.07,186.82,171.07,167.93,81.0,0.0,78.6,163909200.0,0.158,True,False,339.55,108.4,0.0735,3.92,solar,86.33,36.9,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,36.9,False,73.83,17.0,False,not_competitive,False,False,False,False,False,False,False,0.10089430147068448,6.659023897065176,7.984095054032406,0.10089430147068448,0.12097113718230917,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,30.6,-36.9,complete
semen-kupang,Semen Kupang,standalone,cement,clinker,0.5 MTPA,500000.0,Integrated,Semen Indonesia Group,,,,,NTT,NTB,,Active,-10.194909,123.540076,1668.8,0.1905,1784.8,0.2037,,0.0,0.0,land_cover,provisional (no buildability filter),7.27,,30.0,remote_captive,invest_substation,False,,,,7.5,unknown,actual,,,,,,grid_connected_ipp,0.0,0.0,,,,,False,55000.0,62.56,71.6,109.17,80.33,75.0,71.87,115.45,71.6,80.33,114.54,164.3,171.07,167.93,116.3,0.0,44.3,,0.1905,True,False,132.12,73.56,0.1889,5.56,solar,71.6,13.5,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,112.56,123.82,135.07,jamali_coal_dominant,13.5,False,61.23,-2.9,True,no_solar_resource,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,proportional,0,0.0,False,0 MW solar planned in NTB by 2030,1.27,6.9,-13.5,complete
conch-west-kalimantan,Conch West Kalimantan,standalone,cement,clinker,0.5 MTPA,500000.0,Grinding,Anhui Conch (China),,,,,West Kalimantan,KALIMANTAN,,Active,0.032069,109.23757,1362.2,0.1555,1442.5,0.1647,1354.9,13252.7,8835.1,land_cover,partial_filter (0/6 layers),4.67,9.19,60.0,remote_captive,invest_substation,True,,True,,21.0,green,actual,substation_anchored,GI 150 kV Parit Baru,1.0,1.0,12.11,grid_connected_ipp,0.0,20.740114181818182,556.129,32083.3,36877.4,0.583,True,55000.0,76.64,87.72,133.74,109.68,75.0,98.54,155.95,87.72,109.68,143.89,193.64,171.07,167.93,125.9,0.0,79.8,1817380070.0,0.1555,True,False,445.66,121.83,0.056,3.7,solar,87.72,39.1,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,86.59,129.88,147.2,diesel_peaking,39.1,False,75.02,18.9,False,not_competitive,False,False,False,False,False,False,False,0.12961485561845254,7.12881705901489,1.9960687765241691,0.12961485561845254,0.03629215957316671,proportional,327,0.2997858672376874,True,327 MW solar planned in KALIMANTAN by 2030,1.16,22.0,-39.1,complete
krakatau-steel-cilegon,Krakatau Steel Cilegon,standalone,steel,crude_steel,4000000 TPA,4000000.0,EAF,Krakatau Steel,,,,,Banten,JAVA_BALI,,Active,-6.007021,106.001766,1388.1,0.1585,1470.2,0.1678,1432.3,1626.1,1084.1,land_cover,partial_filter (0/6 layers),0.91,3.65,60.0,remote_captive,invest_substation,True,True,True,10.69,18.0,red,proxy_150kV,substation_anchored,GITET 500 kV Cilegonbaru,0.4752,0.4903,432.13,grid_connected_ipp,0.0,0.079191105,1.913,1166666.7,1340996.2,0.583,True,2000000.0,75.21,86.08,131.25,101.42,75.0,90.88,145.19,86.08,101.42,135.63,185.38,171.07,167.93,98.2,0.0,78.7,191777290.0,0.1585,True,False,479.03,109.27,0.0521,3.65,solar,86.08,36.5,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,36.5,False,73.62,16.7,False,not_competitive,False,False,False,False,False,False,False,0.10089430147068448,201.78860294136896,242.14632352964276,0.10089430147068448,0.12107316176482137,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,30.3,-36.5,complete
krakatau-posco-cilegon,Krakatau Posco Cilegon,standalone,steel,crude_steel,3000000 TPA,3000000.0,BF-BOF,POSCO / Krakatau Steel,,,,,Banten,JAVA_BALI,,Active,-6.00715,105.97126,1391.0,0.1588,1471.3,0.168,1432.2,1540.5,1027.0,land_cover,partial_filter (0/6 layers),2.23,4.0,60.0,remote_captive,invest_substation,True,False,True,13.42,18.0,red,proxy_150kV,substation_anchored,GITET 500 kV Cilegonbaru,1.0,1.0,129.4,grid_connected_ipp,0.0,0.0,6.044,350000.0,402298.9,0.583,True,600000.0,75.05,85.9,130.97,101.56,75.0,91.02,145.33,85.9,101.56,135.77,185.52,171.07,167.93,100.0,0.0,78.6,183422200.0,0.1588,True,False,315.12,109.36,0.0792,3.99,solar,85.9,36.2,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,36.2,False,73.46,16.5,False,not_competitive,False,False,False,False,False,False,False,0.10089430147068448,60.536580882410696,72.64389705889283,0.10089430147068448,0.12107316176482139,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,30.0,-36.2,complete
dexin-steel-morowali,Dexin Steel Morowali,standalone,steel,crude_steel,7000000 TPA,7000000.0,BF-BOF,Delong Holdings (China),,,,,Central Sulawesi,SULAWESI,,Active,-2.829514,122.174896,1452.7,0.1658,1473.1,0.1682,1451.2,2750.5,1833.7,kawasan_hutan,partial_filter (0/6 layers),115.33,114.82,30.0,remote_captive,invest_substation,True,,True,,7.5,red,actual,best_pvout_fallback,,1.0,1.0,289.17,grid_connected_ipp,0.7002714857142857,1.0504072285714285,4.631,816666.7,938697.3,0.583,True,1400000.0,73.22,83.81,127.78,144.64,75.0,134.24,187.84,83.81,144.64,178.85,228.6,171.07,167.93,654.1,0.0,79.6,1345385690.0,0.1628,False,False,,257.45,0.0,2.46,solar,83.81,32.9,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,73.57,117.71,132.43,diesel_peaking,32.9,False,71.67,13.6,False,not_competitive,False,False,False,False,False,False,False,0.0007621444646948772,1.067002250572828,0.35272645453820806,0.0007621444646948772,0.00025194746752729144,proportional,206,0.4938574938574939,True,206 MW solar planned in SULAWESI by 2030,0.63,35.1,-32.9,complete
gunung-raja-paksi-bekasi,Gunung Raja Paksi Bekasi,standalone,steel,crude_steel,1820000 TPA,1820000.0,EAF,Gunung Raja Paksi,,,,,West Java,JAVA_BALI,,Active,-6.282658,107.117683,1390.6,0.1587,1505.3,0.1718,1422.7,5560.1,3706.7,land_cover,partial_filter (0/6 layers),0.43,3.37,120.0,remote_captive,invest_substation,True,True,True,10.27,30.0,red,actual,substation_anchored,GI 150 kV Jababeka 1,0.61,0.6241,196.37,grid_connected_ipp,0.0,0.07533690109890108,14.716,530833.3,610153.3,0.583,True,910000.0,75.08,85.93,131.01,102.03,75.0,91.42,146.1,85.93,102.03,136.24,186.0,171.07,167.93,96.8,0.0,79.2,652379200.0,0.1587,True,False,499.14,137.33,0.05,3.15,solar,85.93,36.2,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,36.2,False,73.48,16.5,False,not_competitive,False,False,False,False,False,False,False,0.1008943014706845,91.81381433832289,110.17657720598746,0.1008943014706845,0.12107316176482139,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,30.1,-36.2,complete
master-steel-jakarta,Master Steel Jakarta,standalone,steel,crude_steel,2000000 TPA,2000000.0,EAF,Master Steel MFG,,,,,DKI Jakarta,JAVA_BALI,,Active,-6.17862,106.92044,1389.2,0.1586,1495.8,0.1708,1435.5,6245.6,4163.7,land_cover,partial_filter (0/6 layers),0.23,2.93,13.5,remote_captive,grid_first,True,False,True,7.78,4.7,red,actual,substation_anchored,GIS 150 kV Kandang Sapi,0.3169,0.3275,215.93,grid_connected_ipp,0.0,0.0,14.947,583333.3,670498.1,0.583,True,1000000.0,75.15,86.02,131.14,101.0,75.0,90.49,144.67,86.02,101.0,135.21,184.96,171.07,167.93,94.7,0.0,79.9,726982020.0,0.1586,True,False,499.14,137.19,0.05,3.47,solar,86.02,36.4,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,36.4,False,73.56,16.6,False,not_competitive,False,False,False,False,False,False,False,0.10089430147068448,100.89430147068448,121.07316176482138,0.10089430147068448,0.12107316176482137,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,30.2,-36.4,complete
jakarta-prima-steel-industries,Jakarta Prima Steel Industries,standalone,steel,crude_steel,900000 TPA,900000.0,EAF,Jakarta Prima Steel,,,,,DKI Jakarta,JAVA_BALI,,Active,-6.181643,106.932331,1392.1,0.1589,1496.1,0.1708,1445.6,6930.0,4620.0,land_cover,partial_filter (0/6 layers),0.64,3.86,17.0,remote_captive,grid_first,True,False,True,7.13,5.9,red,actual,substation_anchored,GITET 500 kV Bekasi 1,0.5293,0.5497,96.99,grid_connected_ipp,0.0,0.05228108888888888,36.864,262500.0,301724.1,0.583,True,450000.0,75.0,85.84,130.87,100.67,75.0,90.23,144.03,85.84,100.67,134.88,184.64,171.07,167.93,99.3,0.0,79.9,827904000.0,0.1589,True,False,499.14,137.48,0.05,3.42,solar,85.84,36.1,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,36.1,False,73.41,16.4,False,not_competitive,False,False,False,False,False,False,False,0.10089430147068448,45.40243566180802,54.482922794169625,0.10089430147068448,0.12107316176482139,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,29.9,-36.1,complete
ispat-indo-sidoarjo,Ispat Indo Sidoarjo,standalone,steel,crude_steel,700000 TPA,700000.0,EAF,ArcelorMittal,,,,,East Java,JAVA_BALI,,Active,-7.35649,112.70311,1549.4,0.1769,1688.9,0.1928,1607.1,5291.6,3527.7,land_cover,partial_filter (0/6 layers),0.44,2.06,60.0,remote_captive,invest_substation,True,False,True,10.88,18.0,red,proxy_150kV,substation_anchored,GI 70 kV Maspion,1.0,1.0,67.76,grid_connected_ipp,0.0,0.0,40.854,204166.7,234674.3,0.583,True,350000.0,67.38,77.12,117.58,89.88,75.0,80.49,128.89,77.12,89.88,124.09,173.84,171.07,167.93,90.3,0.0,79.6,599356230.0,0.1769,True,False,499.14,151.05,0.05,3.12,solar,77.12,22.3,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,22.3,False,65.95,4.5,False,not_competitive,False,False,False,False,False,False,False,0.1008943014706845,35.31300551473958,16.950242647074997,0.1008943014706845,0.04842926470592856,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,18.5,-22.3,complete
virtue-dragon-nickel-industrial-park-vdnip,Virtue Dragon Nickel Industrial Park (VDNIP),cluster,nickel,mixed_nickel,2000000 TPA,2000000.0,Ferro Nickel,,,,,,,SULAWESI,,Active,-3.8262,122.4779,1503.4,0.1716,1526.8,0.1743,,0.0,0.0,land_cover,provisional (no buildability filter),10.18,,10.0,remote_captive,grid_first,False,,,,3.5,unknown,actual,,,,,,grid_connected_ipp,0.0,0.003441783733333333,,,,,False,75000000.0,69.44,79.48,121.18,96.82,75.0,86.93,137.88,79.48,96.82,131.03,180.78,171.07,167.93,130.9,0.0,68.1,,0.1716,True,False,,158.57,0.0,2.8,solar,79.48,26.0,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,73.57,117.71,132.43,diesel_peaking,26.0,False,67.97,7.8,False,no_solar_resource,False,False,False,False,False,False,False,0.0007621444646948771,57.160834852115784,20.421970960538605,0.0007621444646948771,0.0002722929461405147,proportional,206,0.4938574938574939,True,206 MW solar planned in SULAWESI by 2030,0.63,27.8,-26.0,complete
bantaeng-industrial-park-bip,Bantaeng Industrial Park (BIP),cluster,nickel,mixed_nickel,263300 TPA,263300.0,Ferro Nickel,,,,,,,SULAWESI,,Active,-5.5746,120.0664,1540.7,0.1759,1652.7,0.1887,,0.0,0.0,land_cover,provisional (no buildability filter),8.08,,50.0,remote_captive,invest_substation,False,,,,17.5,unknown,actual,,,,,,grid_connected_ipp,0.0,0.008909884289150526,,,,,False,9873750.0,67.76,77.56,118.25,85.36,75.0,76.23,123.29,77.56,85.36,119.57,169.32,171.07,167.93,120.4,0.0,20.5,,0.1759,True,False,143.1,74.67,0.1744,5.35,solar,77.56,23.0,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,73.57,117.71,132.43,diesel_peaking,23.0,False,66.33,5.2,False,no_solar_resource,False,False,False,False,False,False,False,0.0007621444646948771,7.525223908281043,4.515134344968626,0.0007621444646948771,0.0004572866788169262,proportional,206,0.4938574938574939,True,206 MW solar planned in SULAWESI by 2030,0.63,24.5,-23.0,complete
obi-island-industrial-park,Obi Island Industrial Park,cluster,nickel,mixed_nickel,1970000 TPA,1970000.0,Ferro Nickel,,,,,,,MALUKU,,Active,-1.5135,127.457,1292.8,0.1476,1562.6,0.1784,,0.0,0.0,land_cover,provisional (no buildability filter),246.49,,20.0,remote_captive,grid_first,False,,,,6.0,unknown,proxy_70kV,,,,,,grid_connected_ipp,0.0,0.0,,,,,False,73875000.0,80.76,92.43,140.92,181.5,75.0,171.84,221.62,92.43,181.5,215.71,265.47,171.07,167.93,1312.5,0.0,56.2,,0.1476,True,False,,162.13,0.0,2.97,solar,92.43,46.5,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,124.38,310.95,273.64,remote_diesel_dominated,46.5,False,79.04,25.3,False,no_solar_resource,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,proportional,0,0.0,False,0 MW solar planned in MALUKU by 2030,0.6,52.4,-46.5,complete
indonesia-pomalaa-industry-park-ipip,Indonesia Pomalaa Industry Park (IPIP),cluster,nickel,mixed_nickel,2227000 TPA,2227000.0,Ferro Nickel,,,,,,,SULAWESI,,Active,-4.186,121.6114,1465.5,0.1673,1582.3,0.1806,,0.0,0.0,kawasan_hutan,provisional (no buildability filter),12.92,,30.0,remote_captive,invest_substation,False,,,,7.5,unknown,actual,,,,,,grid_connected_ipp,0.0,0.0,,,,,False,83512500.0,71.24,81.54,124.32,92.68,75.0,83.14,132.3,81.54,92.68,126.89,176.64,171.07,167.93,144.6,0.0,44.3,,0.1673,True,False,,113.66,0.0,2.93,solar,81.54,29.3,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,73.57,117.71,132.43,diesel_peaking,29.3,False,69.73,10.5,False,no_solar_resource,False,False,False,False,False,False,False,0.0007621444646948771,63.648589607830914,28.703204532755787,0.0007621444646948771,0.00034369950046706524,proportional,206,0.4938574938574939,True,206 MW solar planned in SULAWESI by 2030,0.63,31.3,-29.3,complete
nusantara-industri-sejati,Nusantara Industri Sejati,cluster,nickel,mixed_nickel,2000000 TPA,2000000.0,Ferro Nickel,,,,,,,SULAWESI,,Active,-3.835193078,122.4033594,1450.1,0.1655,1526.8,0.1743,,0.0,0.0,land_cover,provisional (no buildability filter),16.35,,10.0,remote_captive,grid_first,False,,,,3.5,unknown,actual,,,,,,grid_connected_ipp,0.0,0.014386925466666665,,,,,False,75000000.0,72.0,82.4,125.64,99.16,75.0,89.28,140.22,82.4,99.16,133.37,183.12,171.07,167.93,161.8,0.0,68.1,,0.1655,True,False,,160.8,0.0,2.11,solar,82.4,30.6,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,73.57,117.71,132.43,diesel_peaking,30.6,False,70.47,11.7,False,no_solar_resource,False,False,False,False,False,False,False,0.0007621444646948771,57.160834852115784,20.832894368808965,0.0007621444646948771,0.00027777192491745286,proportional,206,0.4938574938574939,True,206 MW solar planned in SULAWESI by 2030,0.63,32.7,-30.6,complete
indonesia-morowali-industrial-park-imip,Indonesia Morowali Industrial Park (IMIP),cluster,nickel,mixed_nickel,6014929 TPA,6014929.0,Nickel Pig Iron,,,,,,,SULAWESI,,Active,-2.831769936,122.1651827,1447.2,0.1652,1473.1,0.1682,1456.7,3180.2,2120.1,kawasan_hutan,partial_filter (0/6 layers),114.98,115.48,30.0,remote_captive,invest_substation,True,,True,,7.5,red,actual,best_pvout_fallback,,0.0136,0.0137,2120.1,grid_connected_ipp,0.0058326341009179,0.006947883618687213,0.033,131576571.9,151237438.9,0.583,True,225559837.5,72.75,83.27,126.96,144.36,75.0,134.0,187.39,83.27,144.36,178.57,228.32,171.07,167.93,657.4,0.0,79.7,1562725710.0,0.1638,False,False,,257.76,0.0,2.29,solar,83.27,32.0,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,73.57,117.71,132.43,diesel_peaking,32.0,False,71.21,12.9,False,not_competitive,False,False,False,False,False,False,False,0.0007621444646948771,171.90918160810094,56.982094182484175,0.0007621444646948771,0.0002526251783741606,proportional,206,0.4938574938574939,True,206 MW solar planned in SULAWESI by 2030,0.63,34.2,-32.0,complete
stardust-estate-invesment-sei,Stardust Estate Invesment (SEI),cluster,nickel,mixed_nickel,,,Mixed RKEF/HPAL,,,,,,,SULAWESI,,Active,-1.935932805,121.6115391,1475.3,0.1684,1515.8,0.173,1510.7,3612.3,2408.2,land_cover,partial_filter (0/6 layers),95.27,75.6,60.0,remote_captive,invest_substation,True,,True,,18.0,red,proxy_150kV,best_pvout_fallback,,,,,grid_connected_ipp,0.0,0.0,,,,,True,,70.77,81.0,123.49,123.85,75.0,113.86,165.35,81.0,123.85,158.06,207.82,171.07,167.93,458.0,0.0,79.4,1294166680.0,0.1684,True,False,,176.62,0.0,1.96,solar,81.0,28.4,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,73.57,117.71,132.43,diesel_peaking,28.4,False,69.27,9.8,False,not_competitive,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,proportional,206,0.4938574938574939,True,206 MW solar planned in SULAWESI by 2030,0.63,30.4,-28.4,complete
industrial-weda-bay-industrial-park-iwip,Industrial Weda Bay Industrial Park (IWIP),cluster,nickel,mixed_nickel,1741000 TPA,1741000.0,Nickel Pig Iron,,,,,,,MALUKU,,Active,0.4789,127.9984,1432.3,0.1635,1544.3,0.1763,1512.6,2495.6,1663.7,kawasan_hutan,partial_filter (0/6 layers),76.51,91.29,120.0,remote_captive,invest_substation,True,,True,,42.0,red,actual,best_pvout_fallback,,0.0365,0.0385,1663.7,grid_connected_ipp,0.0,0.0,0.094,38084375.0,43775143.7,0.583,True,65287500.0,72.89,83.43,127.2,129.63,75.0,119.66,171.08,83.43,129.63,163.84,213.6,171.07,167.93,536.5,0.0,78.3,1022842760.0,0.1635,True,False,,175.84,0.0,2.3,solar,83.43,32.3,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,124.38,310.95,273.64,remote_diesel_dominated,32.3,False,71.35,13.1,False,not_competitive,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,proportional,0,0.0,False,0 MW solar planned in MALUKU by 2030,0.6,36.3,-32.3,complete
buli-industrial-park,Buli Industrial Park,cluster,nickel,mixed_nickel,40500 TPA,40500.0,Ferro Nickel,,,,,,,MALUKU,,Active,0.8408315536,128.2559372,1466.6,0.1674,1541.4,0.176,1506.7,5937.3,3958.2,kawasan_hutan,partial_filter (0/6 layers),98.83,101.18,120.0,remote_captive,invest_substation,True,,True,,42.0,red,actual,best_pvout_fallback,,1.0,1.0,310.7,grid_connected_ipp,0.055702202469135806,0.7807057382716049,9.641,885937.5,1018319.0,0.583,True,1518750.0,70.71,80.94,123.4,134.03,75.0,124.01,175.64,80.94,134.03,168.24,218.0,171.07,167.93,585.9,0.0,79.3,2632994640.0,0.1685,False,False,,163.12,0.0,1.53,solar,80.94,28.3,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,124.38,310.95,273.64,remote_diesel_dominated,28.3,False,69.21,9.7,False,not_competitive,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,proportional,0,0.0,False,0 MW solar planned in MALUKU by 2030,0.6,31.9,-28.3,complete
indonesia-konawe-industrial-park-ikip,Indonesia Konawe Industrial Park (IKIP),cluster,nickel,mixed_nickel,,,Mixed RKEF/HPAL,,,,,,,SULAWESI,,Active,-3.016794486,121.8324283,1355.2,0.1547,1485.6,0.1696,1456.7,3093.7,2062.5,kawasan_hutan,partial_filter (0/6 layers),88.31,115.3,60.0,remote_captive,invest_substation,True,False,True,171.2,18.0,red,proxy_150kV,best_pvout_fallback,,,,,grid_connected_ipp,0.0,0.0,,,,,True,,77.04,88.17,134.43,144.26,75.0,133.9,187.29,88.17,144.26,178.47,228.22,171.07,167.93,656.5,0.0,79.3,1517587500.0,0.1547,True,False,,257.67,0.0,1.89,solar,88.17,39.8,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,73.57,117.71,132.43,diesel_peaking,39.8,False,75.4,19.5,False,not_competitive,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,proportional,206,0.4938574938574939,True,206 MW solar planned in SULAWESI by 2030,0.63,42.5,-39.8,complete
inalum-asahan,Inalum Asahan,standalone,aluminium,primary_aluminium,250000 TPA,250000.0,Hall-Heroult,Indonesia Asahan Aluminium (Inalum),,,,,North Sumatra,SUMATERA,,Active,3.3611,99.4484,1373.9,0.1568,1383.7,0.158,1375.0,1632.3,1088.2,land_cover,partial_filter (0/6 layers),2.26,13.85,120.0,remote_captive,invest_substation,True,True,True,32.66,30.0,red,actual,best_pvout_fallback,,0.3987,0.399,819.03,grid_connected_ipp,0.0,0.29375813866666667,0.964,2187500.0,2514367.8,0.583,True,3750000.0,75.99,86.97,132.6,109.84,75.0,98.86,155.43,86.97,109.84,144.05,193.8,171.07,167.93,149.2,0.0,77.4,246586120.0,0.1568,True,False,499.14,292.6,0.05,3.62,solar,86.97,37.9,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,86.79,104.15,121.51,mixed_dispatch,37.9,False,74.38,17.9,False,not_competitive,False,False,False,False,False,False,False,0.08246546346860627,309.24548800727354,309.24548800727354,0.08246546346860627,0.08246546346860627,proportional,660,0.589041095890411,True,660 MW solar planned in SUMATERA by 2030,0.77,32.7,-37.9,complete
freeport-smelter-gresik,Freeport Smelter Gresik,standalone,aluminium,copper_cathode,300000 TPA,300000.0,Flash Smelting,Freeport Indonesia / Inalum,,,,,East Java,JAVA_BALI,,Active,-7.07726,112.62635,1534.1,0.1751,1637.4,0.1869,1608.2,4355.4,2903.6,land_cover,partial_filter (0/6 layers),3.03,1.77,330.0,remote_captive,invest_substation,True,False,True,36.54,49.5,red,actual,best_pvout_fallback,,0.9899,1.0,880.12,grid_connected_ipp,0.019361173333333332,0.019361173333333332,2.536,2625000.0,3017241.4,0.583,True,4500000.0,68.18,78.04,118.98,89.55,75.0,80.16,128.53,78.04,89.55,123.76,173.52,171.07,167.93,88.8,0.0,77.3,482287960.0,0.1748,False,False,295.35,177.65,0.0845,4.06,solar,78.04,23.7,63.08,"I-4/TT LWBP, Permen ESDM No.7/2024",False,65.56,63.08,57.5,63.25,69.0,jamali_coal_dominant,23.7,False,66.74,5.8,False,not_competitive,False,False,False,False,False,False,False,0.1008943014706845,454.0243566180802,217.93169117667853,0.1008943014706845,0.04842926470592856,proportional,1610,0.37207488299531977,True,1610 MW solar planned in JAVA_BALI by 2030,0.8,19.7,-23.7,complete
