site_id,wacc_pct,scenario,pvout_used,cf_used,connection_cost_per_kw,transmission_cost_per_kw,substation_upgrade_cost_per_kw,effective_capex_usd_per_kw,lcoe_usd_mwh,lcoe_low_usd_mwh,lcoe_high_usd_mwh,is_cf_provisional,is_capex_provisional,tech_id,lifetime_yr
kek-singhasari,8.0,within_boundary,pvout_centroid,0.1854,0.0,0.0,0.0,960.0,62.92,55.07,95.52,True,False,TECH006,27
kek-singhasari,10.0,within_boundary,pvout_centroid,0.1854,0.0,0.0,0.0,960.0,73.57,64.28,112.17,True,False,TECH006,27
kek-singhasari,12.0,within_boundary,pvout_centroid,0.1854,0.0,0.0,0.0,960.0,84.76,73.95,129.65,True,False,TECH006,27
kek-singhasari,14.0,within_boundary,pvout_centroid,0.1854,0.0,0.0,0.0,960.0,96.35,83.97,147.76,True,False,TECH006,27
kek-singhasari,16.0,within_boundary,pvout_centroid,0.1854,0.0,0.0,0.0,960.0,108.25,94.26,166.35,True,False,TECH006,27
kek-singhasari,18.0,within_boundary,pvout_centroid,0.1854,0.0,0.0,0.0,960.0,120.37,104.74,185.29,True,False,TECH006,27
kek-singhasari,20.0,within_boundary,pvout_centroid,0.1854,0.0,0.0,0.0,960.0,132.65,115.36,204.48,True,False,TECH006,27
kek-singhasari,4.0,grid_connected_solar,pvout_buildable_best_50km,0.1933,100.6,0.0,79.7,1185.3,50.71,45.67,71.65,False,False,TECH006,27
kek-singhasari,6.0,grid_connected_solar,pvout_buildable_best_50km,0.1933,100.6,0.0,79.7,1185.3,61.56,55.33,87.45,False,False,TECH006,27
kek-singhasari,8.0,grid_connected_solar,pvout_buildable_best_50km,0.1933,100.6,0.0,79.7,1185.3,73.38,65.86,104.65,False,False,TECH006,27
kek-singhasari,10.0,grid_connected_solar,pvout_buildable_best_50km,0.1933,100.6,0.0,79.7,1185.3,86.0,77.09,123.02,False,False,TECH006,27
