,namobj,wadmpr,wadmkk,almind,klskbli,klskbli_1,koordy,koordx,geometry
2418,TERAS PLASINDO JAYA,JAWA TENGAH,BOYOLALI,SUDIMORO RT 2 RW 1,22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-7.559791,110.638666,POINT (110.638666 -7.559791)
2419,"TUPAI ADYAMAS INDONESIA, PT",JAWA TENGAH,BOYOLALI,DK TEGALREJO RT 2 RW 4,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.53095,110.58367,POINT (110.58367 -7.53095)
2420,"WEDIARAYA PRIMA, PT",JAWA TENGAH,BOYOLALI,"JL. SOLO-BOYOLAL I KM 14,7 BATAN BANYUDONO",17022,INDUSTRI KEMASAN DAN KOTAK DARI KERTAS DAN KARTON,-7.53788,110.61247,POINT (110.61247 -7.53788)
2421,"WIJAYA KARYA BETON, PT",JAWA TENGAH,BOYOLALI,"JL. RAYA BOYOLALI-SOLO KM. 4,5",23957,INDUSTRI MORTAR ATAU BETON SIAP PAKAI,-7.50326,110.64354,POINT (110.64354 -7.50326)
2422,"YUDISTIRA, CV",JAWA TENGAH,BOYOLALI,DUKUH BATAN BATAN,31001,INDUSTRI FURNITUR DARI KAYU,-7.528139,110.705019,POINT (110.705019 -7.528139)
2423,"ZINYANG INDONESIA, PT",JAWA TENGAH,BOYOLALI,DK SAMBUNGREJO RT 5 RW 3,17022,INDUSTRI KEMASAN DAN KOTAK DARI KERTAS DAN KARTON,-7.517363,110.55984,POINT (110.55984 -7.517363)
2424,"AGUNG PELITA INDUSTRINDO, PT",JAWA TENGAH,BREBES,JL. RAYA KLAMPOK,15202,INDUSTRI SEPATU OLAHRAGA,-6.86062,108.99033,POINT (108.99033 -6.86062)
2425,BAROKAH JAYA,JAWA TENGAH,BREBES,LIMBANGAN RT 4/4,10710,INDUSTRI PRODUK ROTI DAN KUE,-6.82448,108.83082,POINT (108.83082 -6.82448)
2426,"BINTANG INDOKARYA GEMILANG, PT",JAWA TENGAH,BREBES,JL. CENDRAWASIH NO 6 KAV 20 TENGGULI TANJUNG  0304,15202,INDUSTRI SEPATU OLAHRAGA,-6.868532,108.840735,POINT (108.840735 -6.868532)
2427,BOMA SAKTI TANI,JAWA TENGAH,BREBES,JL. LIMBANGAN RT. 08 RW. 06,20123,INDUSTRI PUPUK BUATAN MAJEMUK HARA MAKRO PRIMER,-6.90414,108.88897,POINT (108.88897 -6.90414)
2428,"DAEHAN GLOBAL, PT",JAWA TENGAH,BREBES,JL. RAYA CIMOHONG,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.86985,108.90183,POINT (108.90183 -6.86985)
2429,"EDVAN MEDISOURCE INDONESIA, PT",JAWA TENGAH,BREBES,CIMOHONG RT 03/03,21012,INDUSTRI PRODUK FARMASI UNTUK MANUSIA,-6.870518,108.898823,POINT (108.898823 -6.870518)
2430,"HAMSINA JAYA, PT",JAWA TENGAH,BREBES,JL. RAYA BREBES -CIREBON KM 12 KARANGSARI,12011,INDUSTRI SIGARET KRETEK TANGAN,-6.87576,108.92952,POINT (108.92952 -6.87576)
2431,"ILSUNG UTAMA, PT",JAWA TENGAH,BREBES,JL. PEMUDA RT 06 RW 02,13133,INDUSTRI PENCETAKAN KAIN,-6.9286,108.8705,POINT (108.8705 -6.9286)
2432,INDOSURYA GEMILANG ABADI,JAWA TENGAH,BREBES,JL. RAYA CIREGOL RT. 04 RW. 06,22291,INDUSTRI BARANG PLASTIK LEMBARAN,-7.17285,109.00237,POINT (109.00237 -7.17285)
2433,"JAPFA COMFEED INDONESIA TBK, PT",JAWA TENGAH,BREBES,JL. RAYA BREBES-CIREBON KM 20 TENGGULI TANJUNG,10313,INDUSTRI PENGERINGAN BUAH-BUAHAN DAN SAYURAN,-6.8683,108.8383,POINT (108.8383 -6.8683)
2434,JAYA BERSAMA,JAWA TENGAH,BREBES,"DSN  BANCANG, KECIPIR",10211,INDUSTRI PENGGARAMAN/PENGERINGAN IKAN,-6.8311,108.8205,POINT (108.8205 -6.8311)
2435,"KIDO MULIA INDONESIA, PT",JAWA TENGAH,BREBES,JL. RAYA PANTURA CIMOHONG,14200,INDUSTRI PAKAIAN JADI DAN BARANG DARI KULIT BERBULU,-6.87112,108.90668,POINT (108.90668 -6.87112)
2436,"MITRA MAS MULIA, PT",JAWA TENGAH,BREBES,TENGGULI RT 01 RW 05,18111,INDUSTRI PENCETAKAN UMUM,-6.87095,108.836769,POINT (108.836769 -6.87095)
2437,NUSANTARA ERA WASKITA,JAWA TENGAH,BREBES,JL. RAYA KLAMPOK,26120,INDUSTRI SEMI KONDUKTOR DAN KOMPONEN ELEKTRONIK LAINNYA,-6.867081,108.990414,POINT (108.990414 -6.867081)
2438,"OSAGA MAS UTAMA, PT",JAWA TENGAH,BREBES,JL. RAYA KLAMPOK RT 01/05,15203,INDUSTRI SEPATU TEKNIK LAPANGAN/KEPERLUAN INDUSTRI,-6.865669,109.013986,POINT (109.013986 -6.865669)
2439,"RUBBER PAN JAVA, PT",JAWA TENGAH,BREBES,JL. CENDERAWASIH NO.6  KM 20 TENGGULI,15202,INDUSTRI SEPATU OLAHRAGA,-6.8724983,108.8409988,POINT (108.8409988 -6.8724983)
2440,"RUKUN JAYA, UD",JAWA TENGAH,BREBES,JL. RAYA KUBANGWUNGU KETANGGUNGAN BREBES,13941,INDUSTRI TALI,-6.96536,108.8877,POINT (108.8877 -6.96536)
2441,"SUMBER MASANDA JAYA, PT",JAWA TENGAH,BREBES,JL. RAYA BANGSRI KM 7,15202,INDUSTRI SEPATU OLAHRAGA,-6.865701,108.982695,POINT (108.982695 -6.865701)
2442,TAH SUNG HUNG,JAWA TENGAH,BREBES,JL. PEMUDA NOMOR 35A,31001,INDUSTRI FURNITUR DARI KAYU,-6.93125,108.8755,POINT (108.8755 -6.93125)
2443,"TIGA LUMBUNG PADI, PT",JAWA TENGAH,BREBES,JL. TAMAN SISWA RT 09/02,18111,INDUSTRI PENCETAKAN UMUM,-6.853066,109.0241,POINT (109.0241 -6.853066)
2444,"TIGA PERMATA, CV",JAWA TENGAH,BREBES,WINDUAJI KEC. PAGUYANGAN KAB BREBES,16211,INDUSTRI KAYU LAPIS,-6.8554345,108.86242,POINT (108.86242 -6.8554345)
2445,"VARIA USAHA BETON, PT",JAWA TENGAH,BREBES,JL. RAYA KLAMPOK,23953,INDUSTRI BARANG DARI SEMEN DAN KAPUR UNTUK KONSTRUKSI,-6.867032,108.989286,POINT (108.989286 -6.867032)
2446,MERAPI,SUMATERA BARAT,BUKITTINGGI,JL. JENJANG MINANG NO.1        KOTAMADYA BUKITTINGGI,18111,INDUSTRI PENCETAKAN UMUM,-0.303843441,100.3694354,POINT (100.3694354 -0.303843441)
2447,BANYU SAKTI,BALI,BULELENG,"JL. KINTAMANI-SINGARAJA, BANJAR PUDEH",11020,INDUSTRI MINUMAN BERALKOHOL HASIL FERMENTASI ANGGUR DAN HASIL PERTANIAN LAINNYA,-8.171423423,115.2571392,POINT (115.2571392 -8.171423423)
2448,NYOMAN MUSTAPA,BALI,BULELENG,"JL. ARTERIWICO, NO 7. KALIBUKBUK, KECAMATAN BULELENG, KAB. BULELENG - BALI",16101,INDUSTRI PENGGERGAJIAN KAYU,-8.159444,115.041944,POINT (115.041944 -8.159444)
2449,"WAHYU KARYA, CV",BALI,BULELENG,BD JUNTAL,16101,INDUSTRI PENGGERGAJIAN KAYU,-8.20156,114.84778,POINT (114.84778 -8.20156)
2450,CITRA SAWIT LESTARI,KALIMANTAN UTARA,BULUNGAN,TEPURAU RT 7 TANJUNG PALAS,10431,INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM OIL),2.87554,117.28176,POINT (117.28176 2.87554)
2451,"PIPIT MUTIARA INDAH, PT/ (PT PIPIT MUT",KALIMANTAN UTARA,BULUNGAN,KECAMATAN SEKATAK KABUPATEN BULUNGAN,10431,INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM OIL),3.29753,117.21077,POINT (117.21077 3.29753)
2452,"ANUGRAH BUNGO LESTARI, PT",JAMBI,BUNGO,JL. LINTAS SUMATERA KM. 23,22123,INDUSTRI KARET REMAH (CRUMB RUBBER),-1.66746,102.13547,POINT (102.13547 -1.66746)
2453,"BINA MITRA MAKMUR, PT",JAMBI,BUNGO,SIMPANG BABEKO,10431,INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM OIL),-1.49193,102.21819,POINT (102.21819 -1.49193)
2454,"BUDI NABATI PERKASA, PT",JAMBI,BUNGO,DS. SUNGAI GURUN,10431,INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM OIL),-1.69122,102.15845,POINT (102.15845 -1.69122)
2455,"BUNGO PERMAI LESTARI, PT",JAMBI,BUNGO,JL. PATTIMURA NO 8 KEL MANGGIS,31009,INDUSTRI FURNITUR LAINNYA,-1.2822,102.82,POINT (102.82 -1.2822)
2456,"DJAMBI WARAS, PT",JAMBI,BUNGO,JL. LINTAS SUMATERA KM 54 SIRIH SEKAPUR,22123,INDUSTRI KARET REMAH (CRUMB RUBBER),-1.555386,103.639695,POINT (103.639695 -1.555386)
2457,"MEGASAWINDO PERKASA, PT",JAMBI,BUNGO,DANAU,22123,INDUSTRI KARET REMAH (CRUMB RUBBER),-1.68473,102.23546,POINT (102.23546 -1.68473)
2458,"PRIMA MAS LESTARI, PT",JAMBI,BUNGO,JL. LINTAS SUMATERA KM 28,10431,INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM OIL),-2.487031039,102.7143505,POINT (102.7143505 -2.487031039)
2459,"SAWIT JUJUHAN ABADI, PT",JAMBI,BUNGO,SIRIH SEKAPUR LINTAS SUMATERA KM 110  23,10431,INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM OIL),-1.243465,101.746161,POINT (101.746161 -1.243465)
2460,"HARDAYA INTI PLANTATIONS, PT",SULAWESI TENGAH,BUOL,DUSUN. LANGUDON WINANGUN,10431,INDUSTRI MINYAK MENTAH KELAPA SAWIT (CRUDE PALM OIL),0.978461,121.426679,POINT (121.426679 0.978461)
2461,"PANBERS JAYA, PT",MALUKU,BURU,WAEGEREN,22121,INDUSTRI PENGASAPAN KARET,-3.40336,126.93068,POINT (126.93068 -3.40336)
2462,"TRIKO BINA NUSANTARA, PT",SULAWESI TENGGARA,BUTON,DONGKALA,10213,INDUSTRI PEMBEKUAN IKAN,-5.516388,122.86712,POINT (122.86712 -5.516388)
2463,AKUR PRATAMA,JAWA BARAT,CIAMIS,JL. RAYA CIKONENG NO.253,10710,INDUSTRI PRODUK ROTI DAN KUE,-7.3088,108.23988,POINT (108.23988 -7.3088)
2464,"ALBASI KARANGLAYUNG INDONESIA, PT",JAWA BARAT,CIAMIS,JL. LINGKAR SELATAN DUSUN CIBAREGBEG RT 19/09,16215,INDUSTRI KAYU LAMINASI,-7.353853,108.404612,POINT (108.404612 -7.353853)
2465,"INKA MUTIARA MAS, PT",JAWA BARAT,CIAMIS,JL. WANGUNJAYA KM 2 CISAGA CIAMIS,16215,INDUSTRI KAYU LAMINASI,-7.32871,108.5218,POINT (108.5218 -7.32871)
2466,"KBN INDONESIA, PT",JAWA BARAT,CIAMIS,JL. LINGKAR SELATAN (OTTO ISKANDARDINATA) DUSUN SUKASENANG,16215,INDUSTRI KAYU LAMINASI,-7.350512,108.43091,POINT (108.43091 -7.350512)
2467,"MEKAR SUKSES PERKASA, PT",JAWA BARAT,CIAMIS,JL. OTISTA N. PANYINGKIRAN NO 88A,10740,"INDUSTRI MAKARONI, MIE DAN PRODUK SEJENISNYA",-7.353124,108.408025,POINT (108.408025 -7.353124)
2468,PRIMA JAYA,JAWA BARAT,CIAMIS,DUSUN SEDEKAN RT 29 / 08,25992,INDUSTRI PERALATAN DAPUR DAN PERALATAN MEJA DARI LOGAM,-7.30654,108.32567,POINT (108.32567 -7.30654)
2469,"SANJAYA, UD",JAWA BARAT,CIAMIS,JL. SADEWATA BABANTAR,16101,INDUSTRI PENGGERGAJIAN KAYU,-7.16073833,108.3392167,POINT (108.3392167 -7.16073833)
2470,AURORA WORLD CIANJUR,JAWA BARAT,CIANJUR,JL. RAYA BANDUNG-CIANJUR KM 10,32402,INDUSTRI MAINAN ANAK-ANAK,-6.80516,107.22584,POINT (107.22584 -6.80516)
2471,"BANGUN RINGAN PERKASA, PT",JAWA BARAT,CIANJUR,JL. RAYA BANDUNG CIANJUR KM 10,23921,INDUSTRI BATU BATA DARI TANAH LIAT/KERAMIK,-6.812478,107.236808,POINT (107.236808 -6.812478)
2472,"BEST SEJATI KONESIA, PT",JAWA BARAT,CIANJUR,JL. RAYA CIANJUR SUKABUMI KM. 15,14120,PENJAHITAN DAN PEMBUATAN PAKAIAN SESUAI PESANAN,-6.868333,107.034722,POINT (107.034722 -6.868333)
2473,BLUE ROSE NARADO,JAWA BARAT,CIANJUR,"JL. CIHERANG RAYA, KAMPUNG TUNGGILIS RT. 01/RW.05",15121,INDUSTRI BARANG DARI KULIT DAN KULIT KOMPOSISI UNTUK KEPERLUAN PRIBADI,-6.76894,107.05891,POINT (107.05891 -6.76894)
2474,CIANJUR ARTA MAKMUR,JAWA BARAT,CIANJUR,KAMPUNG CITAMPELE RT.003 RW.004,10110,KEGIATAN RUMAH POTONG DAN PENGEPAKAN DAGING BUKAN UNGGAS,-6.4415,107.1321,POINT (107.1321 -6.4415)
2475,"CISARUA, CV",JAWA BARAT,CIANJUR,JL.. TERUSAN PROF.M.YAMIN KM.3 /. PPERINTIS KEMERDEKAAN NO 1001,15112,INDUSTRI PENYAMAKAN KULIT,-6.84291,107.13766,POINT (107.13766 -6.84291)
2476,"DALIM FIDETA KORNESIA, PT",JAWA BARAT,CIANJUR,JL. PRAMUKA NO 70,32909,INDUSTRI PENGOLAHAN LAINNYA YTDL,-6.7916,107.16984,POINT (107.16984 -6.7916)
2477,"HARMONI NIRWANA LESTARI, PT",JAWA BARAT,CIANJUR,TAKOKAK,10763,INDUSTRI PENGOLAHAN TEH,-7.083056,106.991111,POINT (106.991111 -7.083056)
2478,KEINTECH,JAWA BARAT,CIANJUR,JL. WISATA JANGARI KP CIDAMAR RT 001 RW 008,26120,INDUSTRI SEMI KONDUKTOR DAN KOMPONEN ELEKTRONIK LAINNYA,-6.7586,107.249,POINT (107.249 -6.7586)
2479,MICROFIN CIPTA PERDANA,JAWA BARAT,CIANJUR,"KP BOLENGLANG, JALAN RAYA CIANJUR - CIBEBER",10631,INDUSTRI PENGGILINGAN PADI DAN PENYOSOHAN BERAS,-6.87349,107.12691,POINT (107.12691 -6.87349)
2480,"NOTOS, PT",JAWA BARAT,CIANJUR,KP SODONG,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.711666667,107.1986111,POINT (107.1986111 -6.711666667)
2481,PRIMA WIDODO MAKMUR,JAWA BARAT,CIANJUR,KAMPUNG CITAMPELE RT.003 RW.004,10130,INDUSTRI PENGOLAHAN DAN PENGAWETAN PRODUK DAGING DAN DAGING UNGGAS,-6.73981,107.22283,POINT (107.22283 -6.73981)
2482,"SADAMAYA GRAHA TEKNOLOGI, PT",JAWA BARAT,CIANJUR,JL. RAYA CIBEBER KM 10,32502,"INDUSTRI PERALATAN KEDOKTERAN DAN KEDOKTERAN GIGI, PERLENGKAPAN ORTHOPAEDIC DAN PROSTHETIC",-6.89055,107.12446,POINT (107.12446 -6.89055)
2483,"TATAR ANYAR INDONESIA, PT",JAWA BARAT,CIANJUR,"KP GN CAMPAKA, CAMPAKA KEC CAMPAKA, CIANJUR, JAWA BARAT",10763,INDUSTRI PENGOLAHAN TEH,-7.0375,107.114167,POINT (107.114167 -7.0375)
2484,THREE SIX WORLD,JAWA BARAT,CIANJUR,KP. ANDIR RT. 001 RW. 009,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.81304,107.26175,POINT (107.26175 -6.81304)
2485,"TIRTA FRESINDO JAYA, PT",JAWA BARAT,CIANJUR,JL. BARU JONGGOL KM. 17 PASIR CANGKUDU,11051,INDUSTRI AIR KEMASAN,-6.76935,107.24417,POINT (107.24417 -6.76935)
2486,TRIO RASA MAS,JAWA BARAT,CIANJUR,KP. PANARUBAN RT. 001 / 008,10710,INDUSTRI PRODUK ROTI DAN KUE,-6.82806,107.31846,POINT (107.31846 -6.82806)
2487,"UNITAMA JAYA LESTARI, PT",JAWA BARAT,CIANJUR,KP PANUUSAN,13132,INDUSTRI PENYEMPURNAAN KAIN,-6.778721,107.239349,POINT (107.239349 -6.778721)
2488,"DHARMAPALA USAHA SUKSES, PT",JAWA TENGAH,CILACAP,JL. LAUT JAWA KOMP PELAB. TANJUNG INTAN,10721,INDUSTRI GULA PASIR,-7.73402,108.992559,POINT (108.992559 -7.73402)
2489,"HIKMAT JAYA, CV",JAWA TENGAH,CILACAP,"JL. RAYA WANAREJA BANJAR KM 2 DUSUN BUBAKAN, MADURA",16211,INDUSTRI KAYU LAPIS,-7.332264,108.6494083,POINT (108.6494083 -7.332264)
2490,"MAJU JAYA, UD",JAWA TENGAH,CILACAP,JL. LIGKAR TIMUR NO. 1,10794,"INDUSTRI KERUPUK, KERIPIK, PEYEK DAN SEJENISNYA",-7.7053942,109.036882,POINT (109.036882 -7.7053942)
2491,"MONO JAYA, CV",JAWA TENGAH,CILACAP,"JL. JENDRAL SUDIRMAN NO 158, KROYA",32909,INDUSTRI PENGOLAHAN LAINNYA YTDL,-7.6326372,109.235538,POINT (109.235538 -7.6326372)
2492,"SABDA ALAM PRIMA NUSA, PT",JAWA TENGAH,CILACAP,JL. CIGOBANG NO. 26 MOJENANG INDONESIA,16101,INDUSTRI PENGGERGAJIAN KAYU,-7.2987,108.7554,POINT (108.7554 -7.2987)
2493,"SEMEN CIBINONG, PT/HOLCIM TBK, PT",JAWA TENGAH,CILACAP,JL. NUSANTARA PO.BOX 272,23941,INDUSTRI SEMEN,7.690222222,109.0206389,POINT (109.0206389 7.690222222)
2494,"TOXINDO PRIMA, PT",JAWA TENGAH,CILACAP,JL. LINGKAR TIMUR NO. 5,10222,INDUSTRI PENGOLAHAN DAN PENGAWETAN UDANG DALAM KALENG,-7.7234074,109.0216879,POINT (109.0216879 -7.7234074)
2495,"AIR LIQUIDE INDONESIA, PT",BANTEN,CILEGON,JL. AUSTRALIA II M 1 KIEC,20112,INDUSTRI KIMIA DASAR ANORGANIK GAS INDUSTRI,-6.001813,106.007812,POINT (106.007812 -6.001813)
2496,"ARCHROMA INDONESIA, PT",BANTEN,CILEGON,"JL. AUSTRALIA 1, BLOK F1, KIEC",20293,INDUSTRI TINTA,-6.008707,106.01008,POINT (106.01008 -6.008707)
2497,ARTAS ENERGI PETROGAS,BANTEN,CILEGON,JL. ASIA RAYA KAV. F3-F3/1 KIEC KOTASARI GROGOL KOTA CILEGON,25999,INDUSTRI BARANG LOGAM LAINNYA YTDL,-5.9960403,106.020584,POINT (106.020584 -5.9960403)
2498,"ASAHIMAS CHEMICAL, PT",BANTEN,CILEGON,JL. RAYA ANYER KM 112,20111,INDUSTRI KIMIA DASAR ANORGANIK KHLOR DAN ALKALI,-6.033133,105.938535,POINT (105.938535 -6.033133)
2499,BARATA INDONESIA (PERSERO),BANTEN,CILEGON,JL. EROPA I KAV H2/2 KIEC CILEGON,25111,INDUSTRI BARANG DARI LOGAM BUKAN ALUMINIUM SIAP PASANG UNTUK BANGUNAN,-6.0048094,106.0174958,POINT (106.0174958 -6.0048094)
2500,"BINESQO MULYATAMA SEJAHTERA, PT",BANTEN,CILEGON,JL. EROPA I KAV I 2/4 KIEC,33122,REPARASI MESIN UNTUK KEPERLUAN KHUSUS,-6.002972,106.01765,POINT (106.01765 -6.002972)
2501,"CENTRAL BERKAT INDONESIA, PT",BANTEN,CILEGON,JL. AUSTRALIA I KAV H2/1,25920,JASA INDUSTRI UNTUK BERBAGAI PENGERJAAN KHUSUS LOGAM DAN BARANG DARI LOGAM,-5.993709,106.003044,POINT (106.003044 -5.993709)
2502,"CERESTAR FLOUR MILLS, PT",BANTEN,CILEGON,JL. JAWA KAV A2 KIEC II,10616,INDUSTRI TEPUNG TERIGU,-6.02938,105.976411,POINT (105.976411 -6.02938)
2503,"CHANDRA ASRI PETROCHEMICAL,",BANTEN,CILEGON,"JL. RAYA ANYER KM 122, CIWANDAN CILEGON",20111,INDUSTRI KIMIA DASAR ANORGANIK KHLOR DAN ALKALI,-6.0286017,105.9437363,POINT (105.9437363 -6.0286017)
2504,"CIGADING HABEAM CENTRE, PT",BANTEN,CILEGON,JL. EROPA I BLOK J2 L2PO BOX 168 KIEC,25113,INDUSTRI KONSTRUKSI BERAT SIAP PASANG DARI BAJA UNTUK BANGUNAN,-6.003299,106.015509,POINT (106.015509 -6.003299)
2505,"COMMONWEALTH STEEL INDONESIA, PT",BANTEN,CILEGON,"KIEC. ASIA RAYA KAV. B3/2, KOTASARI",25910,"INDUSTRI PENEMPAAN, PENGEPRESAN, PENCETAKAN DAN PEMBENTUKAN LOGAM; METALURGI BUBUK",-5.996705,106.018785,POINT (106.018785 -5.996705)
2506,"DONGJIN INDONESIA, PT",BANTEN,CILEGON,JL. RAYA ANYER KILO METER 123,20131,INDUSTRI DAMAR BUATAN (RESIN SINTETIS) DAN BAHAN BAKU PLASTIK,-6.034827,105.93598,POINT (105.93598 -6.034827)
2507,"DOVER CHEMICAL, PT",BANTEN,CILEGON,LINGKUNGAN KRAMAT RAYA,20111,INDUSTRI KIMIA DASAR ANORGANIK KHLOR DAN ALKALI,-5.959643,105.99987,POINT (105.99987 -5.959643)
2508,"HARBISON WALKER INTERNATIONAL, PT",BANTEN,CILEGON,JL. AUSTRALIA II KAV N1 KIEC,23911,"INDUSTRI BATA, MORTAR, SEMEN, DAN SEJENISNYA YANG TAHAN API",-6.000319,106.008733,POINT (106.008733 -6.000319)
2509,"INDONESIA POS CHEMTECH CHOSUN REF, PT",BANTEN,CILEGON,JL. ANTARTIKA 1 KAV EA,24201,INDUSTRI PEMBUATAN LOGAM DASAR MULIA,-5.9937693,106.0265908,POINT (106.0265908 -5.9937693)
2510,"KAPURINDO SENTANA BAJA, PT",BANTEN,CILEGON,"KAWASAN KIEC, WARNASARI",23942,INDUSTRI KAPUR,-5.993718,106.003054,POINT (106.003054 -5.993718)
2511,"KARUNIA BERCA INDONESIA, PT",BANTEN,CILEGON,JL. EROPA I KAV G2 KIEC CILEGON,25113,INDUSTRI KONSTRUKSI BERAT SIAP PASANG DARI BAJA UNTUK BANGUNAN,-6.006588,106.020096,POINT (106.020096 -6.006588)
2512,"KARYA AGUNG, CV",BANTEN,CILEGON,JL. SANEJA NO. 110,28199,INDUSTRI MESIN UNTUK KEPERLUAN UMUM LAINNYA YTDL,-6.023216,106.054843,POINT (106.054843 -6.023216)
2513,"KENERTEC POWER SYSTEM, PT",BANTEN,CILEGON,JL. ANYER KM.122,28111,"INDUSTRI MESIN UAP, TURBIN DAN KINCIR",-6.032606,105.942906,POINT (105.942906 -6.032606)
2514,"KO ONE INDONESIA, PT",BANTEN,CILEGON,JL. ANTARTIKA II KAV C 4/3 KIEC,20119,INDUSTRI KIMIA DASAR ORGANIK LAINNYA,-5.9910801,106.0231066,POINT (106.0231066 -5.9910801)
2515,"KRAKATAU DAEDONG MACHINERY, PT",BANTEN,CILEGON,JL. AFRIKA 2 KAWASAN INDUSTRI KIEC,33190,REPARASI PERALATAN LAINNYA,-5.99851,105.987032,POINT (105.987032 -5.99851)
2516,"KRAKATAU DAYA TIRTA, PT",BANTEN,CILEGON,JL. AMERIKA I PO BOX 156 KIEC,11051,INDUSTRI AIR KEMASAN,-5.994057,105.982458,POINT (105.982458 -5.994057)
2517,"KRAKATAU OSAKA STEEL, PT",BANTEN,CILEGON,JL. KH YASIN BEJI,24101,INDUSTRI BESI DAN BAJA DASAR (IRON AND STEEL MAKING),-5.997086,106.037486,POINT (106.037486 -5.997086)
2518,"KRAKATAU PERBENGKELAN DAN PERAWATAN, PT",BANTEN,CILEGON,"JL. RAYA ANYER KAV.A-0/1 KWS  KIEC, WARNASARI",25920,JASA INDUSTRI UNTUK BERBAGAI PENGERJAAN KHUSUS LOGAM DAN BARANG DARI LOGAM,-6.011885,106.011289,POINT (106.011289 -6.011885)
2519,"KRAKATAU STEEL, PT",BANTEN,CILEGON,JL. INDUSTRI NO.5,24101,INDUSTRI BESI DAN BAJA DASAR (IRON AND STEEL MAKING),-5.996166667,106.0063889,POINT (106.0063889 -5.996166667)
2520,"LAUTAN OTSUKA CHEMICAL, PT",BANTEN,CILEGON,JL. BRIGJEND KATAMSO / RAYA ANYER KM.123,20118,INDUSTRI KIMIA DASAR ORGANIK YANG MENGHASILKAN BAHAN KIMIA KHUSUS,-6.034704,105.936155,POINT (105.936155 -6.034704)
2521,"LOTTE CHEMICAL TITAN NUSANTARA, PT",BANTEN,CILEGON,JL. RAYA MERAK KOMP TITAN PENI KM. 116,20119,INDUSTRI KIMIA DASAR ORGANIK LAINNYA,-5.97801,105.998606,POINT (105.998606 -5.97801)
2522,"MEGA PRIMA SOLVINDO, PT /CONTINENTAL SOLVINDO/BUANA SOLVINDO, P",BANTEN,CILEGON,JL. RAYA MERAK KM. 118,20118,INDUSTRI KIMIA DASAR ORGANIK YANG MENGHASILKAN BAHAN KIMIA KHUSUS,-5.935833,106.002094,POINT (106.002094 -5.935833)
2523,"MERCUSUAR INDUSTRI BETON, PT",BANTEN,CILEGON,JL. LINGKAR SELATAN KM 11 LINK CIASEM,23911,"INDUSTRI BATA, MORTAR, SEMEN, DAN SEJENISNYA YANG TAHAN API",-6.038954,105.99189,POINT (105.99189 -6.038954)
2524,"MULTI GRAIN MILLERS, PT",BANTEN,CILEGON,JL. RAYA ANYER KM 119,10801,INDUSTRI RANSUM MAKANAN HEWAN,-6.022545,105.966967,POINT (105.966967 -6.022545)
2525,"NIPPON SHOKUBAI INDONESIA, P",BANTEN,CILEGON,KAWASAN INDUSTRI PANCAPURI AL RAYA ANYER KM 122,20299,INDUSTRI BARANG KIMIA LAINNYA YTDL,-6.0384315,105.9394807,POINT (105.9394807 -6.0384315)
2526,"PERLITE INDONESIA ABADI, PT",BANTEN,CILEGON,JL. EROPA II KAV.B-3 NO.3 KAWASAN INDUSTRI ESTATE CILEGON,20111,INDUSTRI KIMIA DASAR ANORGANIK KHLOR DAN ALKALI,-5.998888,106.018636,POINT (106.018636 -5.998888)
2527,"PERMATA DUNIA SUKSES UTAMA, PT",BANTEN,CILEGON,JL. RAYA ANYER KM 121,10721,INDUSTRI GULA PASIR,-6.019341,105.975307,POINT (105.975307 -6.019341)
2528,"POLYTECH INDO HAUSEN, PT",BANTEN,CILEGON,JL. RAYA MERAK KM.116 |. KH AGUS SALIM NO 17,22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-5.975875,106.002771,POINT (106.002771 -5.975875)
2529,"POSCO MTECH INDONESIA, PT",BANTEN,CILEGON,JL. ANTARTIKA II KAV A4/4 KAWASAN INDUSTRI KRAKATAU I,24202,INDUSTRI PEMBUATAN LOGAM DASAR BUKAN BESI,-5.992517,106.024645,POINT (106.024645 -5.992517)
2530,"PUNDI KENCANA, PT",BANTEN,CILEGON,JL. RAYA ANYAR KM.10 KRAKATAU INDUSTRIAL ESTATE CILEGON,10616,INDUSTRI TEPUNG TERIGU,-6.022822,105.970575,POINT (105.970575 -6.022822)
