,namobj,wadmpr,wadmkk,almind,klskbli,klskbli_1,koordy,koordx,geometry
282,MAGNOLIUM MANDIRI INDONESIA,JAWA BARAT,BANDUNG,JL. PASTEUR NO.19,25931,INDUSTRI ALAT POTONG DAN PERKAKAS TANGAN UNTUK PERTANIAN,-6.90019002,107.60243,POINT (107.60243 -6.90019002)
283,"MAHAMERU CENTRATAMA SPINNING MILLS, PT",JAWA BARAT,BANDUNG,JL. CISIRUNG KM.2 (JL. MOH TOHA),13112,INDUSTRI PEMINTALAN BENANG,-6.974483,107.599583,POINT (107.599583 -6.974483)
284,MAJU ALAM SERAYA,JAWA BARAT,BANDUNG,KAMPUNG SUKALUYU,10732,INDUSTRI MAKANAN DARI COKELAT DAN KEMBANG GULA DARI COKLAT,-7.00432,107.57196,POINT (107.57196 -7.00432)
285,"MAJU AMAN SENTOSA TEKSTIL, PT",JAWA BARAT,BANDUNG,JL. LEUWIDULANG NO. 53,13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.042229,107.752742,POINT (107.752742 -7.042229)
286,"MAJU LESTARI, CV",JAWA BARAT,BANDUNG,JL. PALEDANG NO. 287,31001,INDUSTRI FURNITUR DARI KAYU,-6.902426,107.568868,POINT (107.568868 -6.902426)
287,MAKMUR,JAWA BARAT,BANDUNG,JL. ANDIR NO.  357/77,13999,INDUSTRI TEKSTIL LAINNYA YTDL,-6.913969995,107.58307,POINT (107.58307 -6.913969995)
288,"MAKMUR ABADI, CV/FAMILI",JAWA BARAT,BANDUNG,JL. RAYA LASWI NO.90,13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.049562,107.744998,POINT (107.744998 -7.049562)
289,"MANEKINDO MULTI KREASI, PT",JAWA BARAT,BANDUNG,JL. CIGAGAK CIPADUNG,32909,INDUSTRI PENGOLAHAN LAINNYA YTDL,-6.923319,107.719231,POINT (107.719231 -6.923319)
290,"MARGA ASIH SELARAS, PT (TJIOE JOE KONG)",JAWA BARAT,BANDUNG,JLSILIWANGI NO 97,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.014174,107.648646,POINT (107.648646 -7.014174)
291,"MARIN LIZA FARMASI, PT",JAWA BARAT,BANDUNG,JL. TERUSAN KIARA CONDONG NO 43,21012,INDUSTRI PRODUK FARMASI UNTUK MANUSIA,-6.954981,107.648132,POINT (107.648132 -6.954981)
292,MARLINE,JAWA BARAT,BANDUNG,JL. PARALON II NO.  88 RT.002 RW.004,13999,INDUSTRI TEKSTIL LAINNYA YTDL,-6.930127271,107.5672339,POINT (107.5672339 -6.930127271)
293,"MASCOT, CV",JAWA BARAT,BANDUNG,"JL, CILAMPENI NO 368",22292,INDUSTRI PERLENGKAPAN DAN PERALATAN RUMAH TANGGA (TIDAK TERMASUK FURNITUR),-6.597,107.3332,POINT (107.3332 -6.597)
294,"MASINDO, CV",JAWA BARAT,BANDUNG,JL. BOJONG RENGAS NO. 25,13921,INDUSTRI BARANG JADI TEKSTIL UNTUK KEPERLUAN RUMAH TANGGA,-7.04371,107.75554,POINT (107.75554 -7.04371)
295,"MAWA HEEJRA, CV",JAWA BARAT,BANDUNG,JL. SINDANG RERET NO 168 RT 02 RW 09,13122,INDUSTRI KAIN TENUN IKAT,-6.93122,107.72353,POINT (107.72353 -6.93122)
296,"MEGAH ASRI BUSANA INTERNASIONAL, PT",JAWA BARAT,BANDUNG,JL. RAYA RANCAEKEK KM. 25.4,13912,INDUSTRI KAIN SULAMAN,-6.958702,107.786458,POINT (107.786458 -6.958702)
297,"MEIYA BUTTON INDUSTRY, PT",JAWA BARAT,BANDUNG,JL. CANGKUANG KULON,13912,INDUSTRI KAIN SULAMAN,-6.976415,107.595687,POINT (107.595687 -6.976415)
298,"MELANIA INDONESIA, PT",JAWA BARAT,BANDUNG,CIBUNI SUKARESMI KEC.RANCABALI KAB. BANDUNG RT01/06,10763,INDUSTRI PENGOLAHAN TEH,-7.188862,107.333581,POINT (107.333581 -7.188862)
299,MENARA JAYA,JAWA BARAT,BANDUNG,JL. BATU RENGAT II NO.88,22299,INDUSTRI BARANG PLASTIK LAINNYA YTDL,-6.93389996,107.5592251,POINT (107.5592251 -6.93389996)
300,"MEPROFARM, PT",JAWA BARAT,BANDUNG,JL. SOEKARNO HATTA NO 789,21012,INDUSTRI PRODUK FARMASI UNTUK MANUSIA,-6.93732683,107.6862374,POINT (107.6862374 -6.93732683)
301,METRIX,JAWA BARAT,BANDUNG,KAMPUNG BATU SIRAP RTO1/04,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.1006,107.7642,POINT (107.7642 -7.1006)
302,METZ INDONESIA,JAWA BARAT,BANDUNG,JL. SATRIA RAYA 1 NO.  10 BANDUNG,21011,INDUSTRI BAHAN FARMASI UNTUK MANUSIA,-6.945649985,107.57303,POINT (107.57303 -6.945649985)
303,"MICRO GARMENT, PT",JAWA BARAT,BANDUNG,JL. RAYA RANCAEKEK NO. 389,14301,INDUSTRI PAKAIAN JADI RAJUTAN,-7.005094,107.747532,POINT (107.747532 -7.005094)
304,"MINO CARPET INDONESIA, PT",JAWA BARAT,BANDUNG,JL. RAYA RANCAEKEK KM 24 NO 282,13930,INDUSTRI KARPET DAN PERMADANI,-6.963027,107.794826,POINT (107.794826 -6.963027)
305,MIRAGES PRINTING,JAWA BARAT,BANDUNG,JL. BABAKAN CIPARAY,18111,INDUSTRI PENCETAKAN UMUM,-6.933341326,107.5847654,POINT (107.5847654 -6.933341326)
306,"MITRA ABADI, PT",JAWA BARAT,BANDUNG,"JL. RAYA BANDUNG - GARUT KM.28, CICALENGKA",13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-6.97278,107.82435,POINT (107.82435 -6.97278)
307,"MITRA LESTARI SEJATI, PT",JAWA BARAT,BANDUNG,JL. BOJONG BUAH RAYA NO 15,13999,INDUSTRI TEKSTIL LAINNYA YTDL,-6.989933,107.55868,POINT (107.55868 -6.989933)
308,MITRA PLASTIK,JAWA BARAT,BANDUNG,JL.  MUARA RAYA NO. 33,32904,INDUSTRI PERALATAN UNTUK PELINDUNG KESELAMATAN,-6.940650012,107.60032,POINT (107.60032 -6.940650012)
309,"MITRA RAJAWALI BANJARAN, PT/BIMACOM, P",JAWA BARAT,BANDUNG,JL. RAYA BANJARAN KM 16,21012,INDUSTRI PRODUK FARMASI UNTUK MANUSIA,-7.039644,107.594672,POINT (107.594672 -7.039644)
310,MITRA USAHA MANDIRI,JAWA BARAT,BANDUNG,JL. PASAWAHAN GG.H.AJIJI NO.24 SAYATI,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.5829,107.3446,POINT (107.3446 -6.5829)
311,"MORIUCHI INDONESIA, PT",JAWA BARAT,BANDUNG,JL. CISIRUNG NO.107,13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-6.973913,107.604605,POINT (107.604605 -6.973913)
312,"MUKTI YASA, PT",JAWA BARAT,BANDUNG,JL. RANCA MALANG NO.3,13122,INDUSTRI KAIN TENUN IKAT,-6.932892,107.547151,POINT (107.547151 -6.932892)
313,"MULIA MEGAH MANDIRI, PT",JAWA BARAT,BANDUNG,JL. RAYA RANCAEKEK MAJALAYA,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.004931,107.748711,POINT (107.748711 -7.004931)
314,MULIA PLASTIK,JAWA BARAT,BANDUNG,KOMPLEK INDUSTRI PUTRA SAWARGI KAV 7,22299,INDUSTRI BARANG PLASTIK LAINNYA YTDL,-6.950495406,107.5671771,POINT (107.5671771 -6.950495406)
315,"MULTI GARMENTAMA, PT",JAWA BARAT,BANDUNG,JL. BIHBUL RAYA NO. 99,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.5749,107.3431,POINT (107.3431 -6.5749)
316,"MULTI INSTRUMENTASI, PT",JAWA BARAT,BANDUNG,JL. TENGAH GEDE BAGE NO 4,26511,INDUSTRI ALAT UKUR DAN ALAT UJI MANUAL,-6.9249375,107.6877653,POINT (107.6877653 -6.9249375)
317,"MULTI SHRINK PLAST, CV",JAWA BARAT,BANDUNG,JL. BOJONGBUAH RAYA KAV 17 TERUSAN KOPO KM 11,22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-6.98649,107.55564,POINT (107.55564 -6.98649)
318,MULTI STAR RUKUN ABADI,JAWA BARAT,BANDUNG,JL.  RANCAGIJAN NO 180 MALAYAJA,10710,INDUSTRI PRODUK ROTI DAN KUE,-7.064155,107.746978,POINT (107.746978 -7.064155)
319,MULTILAMI PLASINDO,JAWA BARAT,BANDUNG,JL. TERUSAN HOLIS NO.  20,22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-6.946124574,107.5680882,POINT (107.5680882 -6.946124574)
320,"MULYA JAYA, UD",JAWA BARAT,BANDUNG,JL. CIGENTUR NO.96,21012,INDUSTRI PRODUK FARMASI UNTUK MANUSIA,-7.03075,107.78875,POINT (107.78875 -7.03075)
321,MUNCUL JAYA,JAWA BARAT,BANDUNG,JL. CARINGIN 278,22123,INDUSTRI KARET REMAH (CRUMB RUBBER),-6.942140021,107.57163,POINT (107.57163 -6.942140021)
322,MUSTIKA KANDANG WESI (MUSTIKASI),JAWA BARAT,BANDUNG,MERKURI TIMUR VIII BLOK Z NO.4B,28240,"INDUSTRI MESIN PENAMBANGAN, PENGGALIAN DAN KONSTRUKSI",-6.949136315,107.6697586,POINT (107.6697586 -6.949136315)
323,"NAGA MAS KURNIA SEJAHTERA, PT",JAWA BARAT,BANDUNG,JL. BUDI ASIH II NO. 16 PASAWAHAN DAYEUH KOLOT,13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-6.83830669,107.7671243,POINT (107.7671243 -6.83830669)
324,"NAGA MAS, UD",JAWA BARAT,BANDUNG,JL. LEUWIDULANG NO. 27,13921,INDUSTRI BARANG JADI TEKSTIL UNTUK KEPERLUAN RUMAH TANGGA,-7.0545,107.764,POINT (107.764 -7.0545)
325,"NAGA MULIA TEKSTIL, PT",JAWA BARAT,BANDUNG,"JL. RAYA MAJALAYA - RANCAEKEK NO.389, SOLOKANJERUK",13132,INDUSTRI PENYEMPURNAAN KAIN,-7.00487,107.74832,POINT (107.74832 -7.00487)
326,NAGAMAS KURNIA SEJAHTERA,JAWA BARAT,BANDUNG,"JL. LEUWI DULANG NO. 27 RT. 004 RW. 004, SUKAMAJU",13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.0546,107.765,POINT (107.765 -7.0546)
327,"NAGASAKTI KURNIA TEXTILE MILLS, PT",JAWA BARAT,BANDUNG,JL. CISIRUNG NO.28,13921,INDUSTRI BARANG JADI TEKSTIL UNTUK KEPERLUAN RUMAH TANGGA,-6.974318,107.615213,POINT (107.615213 -6.974318)
328,"NIAGA KURNIA, PT",JAWA BARAT,BANDUNG,CISUMINTA,13133,INDUSTRI PENCETAKAN KAIN,-6.962512,107.614118,POINT (107.614118 -6.962512)
329,"NIKKATSU ELECTRIC WORKS, PT",JAWA BARAT,BANDUNG,JL. CIMUNCANG NO. 70,27510,INDUSTRI PERALATAN LISTRIK RUMAH TANGGA,-6.898895,107.650673,POINT (107.650673 -6.898895)
330,NOVATEX,JAWA BARAT,BANDUNG,"KOMPLEK KH GROUP,. RANCA EKEK",14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.958627,107.758997,POINT (107.758997 -6.958627)
331,NUSANTARA TURBIN DAN PROPULSI,JAWA BARAT,BANDUNG,JL. PAJAJARAN 154 (KP IV),28111,INDUSTRI MESIN UAP TURBIN DAN KINCIR,-6.89674,107.57491,POINT (107.57491 -6.89674)
332,"OJU TEXTILE INDONESIA, PT",JAWA BARAT,BANDUNG,JL. SOEKARNO HATTA KM12.5 NO 736,13132,INDUSTRI PENYEMPURNAAN KAIN,-6.987,107.698245,POINT (107.698245 -6.987)
333,PAGARSIH PLASTIK,JAWA BARAT,BANDUNG,JL. MANO. 11A SUKAMULYA,22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-6.936580011,107.58641,POINT (107.58641 -6.936580011)
334,PALEM TUNGGAL SEJAHTERA,JAWA BARAT,BANDUNG,BABAKAN CIPARAY 279,18111,INDUSTRI PENCETAKAN UMUM,-6.940889986,107.58337,POINT (107.58337 -6.940889986)
335,PANCAJAYA SEJATI,JAWA BARAT,BANDUNG,JL. RAYA NANJUNG NO. 182,32909,INDUSTRI PENGOLAHAN LAINNYA YTDL,-6.93966,107.537222,POINT (107.537222 -6.93966)
336,PANFILA INDOSARI,JAWA BARAT,BANDUNG,"KP. NYALINDUNG, NAGROG",11051,INDUSTRI AIR KEMASAN,-7.009428,107.865214,POINT (107.865214 -7.009428)
337,"PAPYRUS SAKTI, PT",JAWA BARAT,BANDUNG,JL. RAYA BANJARAN KM 16,17021,INDUSTRI KERTAS DAN PAPAN KERTAS BERGELOMBANG,-7.009559,107.611819,POINT (107.611819 -7.009559)
338,"PATISA CHAKRA MANDIRI, PT",JAWA BARAT,BANDUNG,JL. CILAJA HILIR  RT 01 RW 06,11051,INDUSTRI AIR KEMASAN,-6.5247,107.4131,POINT (107.4131 -6.5247)
339,"PERAJUTAN SAHABAT, PT",JAWA BARAT,BANDUNG,JL. MENGGER NO. 8 (MOCH. TOHA),13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-6.965456,107.617549,POINT (107.617549 -6.965456)
340,PERCETAKAN DAN PENERBITAN GRANESIA,JAWA BARAT,BANDUNG,JL. SOEKARNO. HATTA NO.  147,18111,INDUSTRI PENCETAKAN UMUM,-6.937675651,107.5798702,POINT (107.5798702 -6.937675651)
341,PIKTONI TEKSTIL,JAWA BARAT,BANDUNG,"KP. MANIRANCAN RT 04 RW 02, RANCAKA SUMBA",13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.028447,107.746957,POINT (107.746957 -7.028447)
342,POLATAMA,JAWA BARAT,BANDUNG,JL. PAGARSIH NO. 45,22199,INDUSTRI BARANG DARI KARET LAINNYA YTDL,-6.923079992,107.5967,POINT (107.5967 -6.923079992)
343,"POP STAR, PT",JAWA BARAT,BANDUNG,JL. NANJONG KM 3 NO. 99,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.925713,107.539909,POINT (107.539909 -6.925713)
344,PRABHA SRI UTAMA EMBROIDERY TEXTILE INDUSTRY,JAWA BARAT,BANDUNG,JL. RUMAH SAKIT NO. 162 RT. 002 RW. 007,25999,INDUSTRI BARANG LOGAM LAINNYA YTDL,-6.936276763,107.692549,POINT (107.692549 -6.936276763)
345,"PRANATA JAYA ABADI, PT",JAWA BARAT,BANDUNG,"JL. RAYA  BANJARAN KM 14 ,",13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.027157,107.594114,POINT (107.594114 -7.027157)
346,PREMIUM CONCEPT DENIM SPECIALISTS,JAWA BARAT,BANDUNG,JL. RUMAH SAKIT NO. 139 A,27120,INDUSTRI PERALATAN PENGONTROL DAN PENDISTRIBUSIAN LISTRIK,-6.930779986,107.69365,POINT (107.69365 -6.930779986)
347,PRIANGAN PUTRA ABADI,JAWA BARAT,BANDUNG,JL. PETA KOMPLEK RUKO KOPO PLAZA BLOK B NO. 9,16291,INDUSTRI BARANG ANYAMAN DARI ROTAN DAN BAMBU,-6.934299945,107.5904751,POINT (107.5904751 -6.934299945)
348,"PRIMA GRACINDO, PT",JAWA BARAT,BANDUNG,JL. RAYA PANYILEUKAN NO 3,22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-6.937042,107.712298,POINT (107.712298 -6.937042)
349,PRIMA PACK,JAWA BARAT,BANDUNG,"JL. BETON, CIBUNTU",17022,INDUSTRI KEMASAN DAN KOTAK DARI KERTAS DAN KARTON,-6.92661,107.56885,POINT (107.56885 -6.92661)
350,PRODIAN CHEMICALS INDONESIA,JAWA BARAT,BANDUNG,"JL. RAYA BANJARAN KM 14,7 NO. 626 KP. SUKASARI",21011,INDUSTRI BAHAN FARMASI UNTUK MANUSIA,-7.02641,107.593372,POINT (107.593372 -7.02641)
351,"PULAU MAS, PT",JAWA BARAT,BANDUNG,KAMPUNG MENCUT,13132,INDUSTRI PENYEMPURNAAN KAIN,-6.922552,107.541364,POINT (107.541364 -6.922552)
352,"PUMASINDO, PT",JAWA BARAT,BANDUNG,JL. RAYA NANJUNG NO 169,14131,INDUSTRI PERLENGKAPAN PAKAIAN DARI TEKSTIL,-6.926714,107.541664,POINT (107.541664 -6.926714)
353,"PUMASINDO, PT",JAWA BARAT,BANDUNG,JL. RAYA NANJUNG NO.168,13991,INDUSTRI KAIN PITA (NARROW FABRIC),-6.94317,107.5405,POINT (107.5405 -6.94317)
354,"PUTERA MULYA TERANG INDAH, PT",JAWA BARAT,BANDUNG,JL. RANCA JIGANG NO.200,13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.068499,107.745744,POINT (107.745744 -7.068499)
355,PUTRA JAYA,JAWA BARAT,BANDUNG,SOLOKAN JERUK,13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.0114,107.7489,POINT (107.7489 -7.0114)
356,RAFFI ANUGERAH TEKSTIL,JAWA BARAT,BANDUNG,"JL. RAYA BANDUNG - GARUT NO.KM 26 NO. 2, CIHANJUANG",31001,INDUSTRI FURNITUR DARI KAYU,-6.96591,107.81164,POINT (107.81164 -6.96591)
357,"RAJAWALI PRATAMA MULYA, PT",JAWA BARAT,BANDUNG,JL. BOJONG RAYA NO. 28,22292,INDUSTRI PERLENGKAPAN DAN PERALATAN RUMAH TANGGA (TIDAK TERMASUK FURNITUR),-6.927427,107.571403,POINT (107.571403 -6.927427)
358,RED A PLASTIC,JAWA BARAT,BANDUNG,JL. BATU RENGAT NO.  98 RT 002 RW 001,22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-6.934870019,107.5583,POINT (107.5583 -6.934870019)
359,"REFIKA ADITAMA, PT",JAWA BARAT,BANDUNG,JL. MENGGER GIRANG NO 98,18111,INDUSTRI PENCETAKAN UMUM,-6.951424478,107.6187072,POINT (107.6187072 -6.951424478)
360,"REKO TEXTILE INDONESIA, PT",JAWA BARAT,BANDUNG,SOEKARNO HATTA 736 KODYA BANDUNG,13131,INDUSTRI PENYEMPURNAAN BENANG,-6.5614,107.4154,POINT (107.4154 -6.5614)
361,REMAJA ROSDAKARYA,JAWA BARAT,BANDUNG,JL. IBU INGGIT GARNASIH NO.  40,18111,INDUSTRI PENCETAKAN UMUM,-6.9315835,107.604526,POINT (107.604526 -6.9315835)
362,"RICKY PUTRA GLOBALINDO, PT",JAWA BARAT,BANDUNG,JL. RAYA TIMUR CICALENGKA,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.974076,107.825897,POINT (107.825897 -6.974076)
363,"ROSAN LANGGENG PRIMA, PT",JAWA BARAT,BANDUNG,JL. BATU RENGAT 102,10710,INDUSTRI PRODUK ROTI DAN KUE,-6.939338,107.557149,POINT (107.557149 -6.939338)
364,RUDYTEX,JAWA BARAT,BANDUNG,JL. SADANG BUNTU NO.17 RT.004 RW.009,13133,INDUSTRI PENCETAKAN KAIN,-6.952275,107.568252,POINT (107.568252 -6.952275)
365,"SAFILINDO PERMATA, PT",JAWA BARAT,BANDUNG,JL. WAAS NO.39,13132,INDUSTRI PENYEMPURNAAN KAIN,-7.025209,107.591523,POINT (107.591523 -7.025209)
366,SAFTA FERTI,JAWA BARAT,BANDUNG,JL. GEDEBAGE NO. 67A,29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.943687,107.689215,POINT (107.689215 -6.943687)
367,"SAIMODA GARMINDO, PT",JAWA BARAT,BANDUNG,JL. RAYA BANJARAN KM. 16,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.034663,107.593835,POINT (107.593835 -7.034663)
368,"SAKU MAS JAYA, PT",JAWA BARAT,BANDUNG,"JL. CARINGIN NO. 439, KAWASAN INDUSTRI CARINGIN KAVLING M",22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-6.943297,107.57024,POINT (107.57024 -6.943297)
369,"SAMSAN INTERTEX, PT",JAWA BARAT,BANDUNG,JL. CIJAPATI RT. 02 RW. 09,13122,INDUSTRI KAIN TENUN IKAT,-7.019746,107.805987,POINT (107.805987 -7.019746)
370,SAMTEX,JAWA BARAT,BANDUNG,"JL. RAY ACIJAPATI RT. 002 RW. 006 ,CILULUK",13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.0401,107.816,POINT (107.816 -7.0401)
371,"SAMUDRA DUNIA POLY JAYA ABADI, PT",JAWA BARAT,BANDUNG,JL. RAYA RANCAEKEK NO. 389,13992,INDUSTRI YANG MENGHASILKAN KAIN KEPERLUAN INDUSTRI,-7.004644,107.743187,POINT (107.743187 -7.004644)
372,SAMUDRA JAYA,JAWA BARAT,BANDUNG,JL. GEMPOL SARI NO 189,10794,"INDUSTRI KERUPUK, KERIPIK, PEYEK DAN SEJENISNYA",-6.93253,107.55569,POINT (107.55569 -6.93253)
373,SANATEX 3,JAWA BARAT,BANDUNG,SUKAMANAH,13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.0437,107.769,POINT (107.769 -7.0437)
374,SANDANG JAYA,JAWA BARAT,BANDUNG,JL. CIJERAH NO.56,13992,INDUSTRI YANG MENGHASILKAN KAIN KEPERLUAN INDUSTRI,-6.5222,107.3413,POINT (107.3413 -6.5222)
375,"SANDANG MAJALAYA TEXTILE, PT/SAMATEX",JAWA BARAT,BANDUNG,JL. RANDUKURUNG NO.9,13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.048184,107.74302,POINT (107.74302 -7.048184)
376,"SANDANG SARI, CV",JAWA BARAT,BANDUNG,JL. RAYA SINDANGLAYA NO.105,13992,INDUSTRI YANG MENGHASILKAN KAIN KEPERLUAN INDUSTRI,-6.2477705,106.8296376,POINT (106.8296376 -6.2477705)
377,"SARANA MEGA FORTUNA, PT",JAWA BARAT,BANDUNG,JL. KURDI TIMUR I NO 28,15201,INDUSTRI ALAS KAKI UNTUK KEPERLUAN SEHARI-HARI,-6.943680296,107.6058615,POINT (107.6058615 -6.943680296)
378,"SARANA MOTOR, CV",JAWA BARAT,BANDUNG,JL. RAYA SAPAN KM. 1 NO. 55 A,29200,INDUSTRI KAROSERI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH DAN INDUSTRI TRAILER DAN SEMI TRAILER,-6.972134,107.686859,POINT (107.686859 -6.972134)
379,"SARANA PANCAKARYA NUSA, PT",JAWA BARAT,BANDUNG,JL. TERUSAN KOPO NO.633-641 KM 134 PANGAUBAN,18111,INDUSTRI PENCETAKAN UMUM,-7.007618,107.551408,POINT (107.551408 -7.007618)
380,SASAHARA INDONESIA,JAWA BARAT,BANDUNG,KOMPLEK DE PRIMA TERRA BLOK B1 NO. 10 RT 001 RW 00,13132,INDUSTRI PENYEMPURNAAN KAIN,-6.970612,107.689837,POINT (107.689837 -6.970612)
381,"SATELIT PLASTIK, CV",JAWA BARAT,BANDUNG,JL. TERUSAN HAJI ALPI NO. 106,22299,INDUSTRI BARANG PLASTIK LAINNYA YTDL,-6.922131,107.571294,POINT (107.571294 -6.922131)
382,"SAYAP MAS UTAMA, KANTOR CABANG",JAWA BARAT,BANDUNG,"JL. PANYAWUNGAN KM 19 RT 001/03, RANCAEKEK",20231,INDUSTRI SABUN DAN BAHAN PEMBERSIH KEPERLUAN RUMAH TANGGA,-6.94626,107.751154,POINT (107.751154 -6.94626)
383,"SEANTERO GUMILANG LESTARI, PT",JAWA BARAT,BANDUNG,"JL. KOPO SOREANG  NO 215 KM 12,65",14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.001477,107.553197,POINT (107.553197 -7.001477)
384,SECO TEXTILE INDONESIA,JAWA BARAT,BANDUNG,"JL. SAPAN NO. 92 KP. LALAREUN RT /RW03 / 03, KEL. RA",13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.02482,107.74277,POINT (107.74277 -7.02482)
385,"SEGER SURYA, PT",JAWA BARAT,BANDUNG,JL. SOEKARNO HATTA NO. 759 BANDUNG,10779,INDUSTRI PRODUK MASAK LAINNYA,-6.5617,107.4027,POINT (107.4027 -6.5617)
386,"SEIKOU SEAT COVER, PT",JAWA BARAT,BANDUNG,"JL. RAYA KOPO KATAPANG KM 11,2 NO 90",13929,INDUSTRI BARANG JADI TEKSTIL LAINNYA,-6.989587,107.556848,POINT (107.556848 -6.989587)
387,"SEIV INDONESIA, PT",JAWA BARAT,BANDUNG,"JL. TAMAN KOPO INDAH NO.8, RAHAYU, KEC. MARGAASIH",20221,INDUSTRI CAT DAN TINTA CETAK,-6.957395,107.562334,POINT (107.562334 -6.957395)
388,SEJAHTERA BINTANG ABADI TEXTILE,JAWA BARAT,BANDUNG,"JL. RAYA CICALENGKA MAJALAYA KM. 5, SRI RAHAYU",13999,INDUSTRI TEKSTIL LAINNYA YTDL,-7.0668,107.8258,POINT (107.8258 -7.0668)
389,"SEKAWAN, CV",JAWA BARAT,BANDUNG,JL. INDUSTRI NO. 7 B  BANDUNG,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.913511591,107.5905815,POINT (107.5905815 -6.913511591)
390,"SEKAWAN, PT",JAWA BARAT,BANDUNG,JL. RANDUKURUNG NO. 1,13992,INDUSTRI YANG MENGHASILKAN KAIN KEPERLUAN INDUSTRI,-7.04832,107.74398,POINT (107.74398 -7.04832)
391,SELARAS DJAYA ABADI,JAWA BARAT,BANDUNG,KOMPLEK BOUGENVILLE A-5,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.915688953,107.6529116,POINT (107.6529116 -6.915688953)
392,"SEN LU INDONESIA, PT",JAWA BARAT,BANDUNG,JL. RAYA  CICALENGKA,13112,INDUSTRI PEMINTALAN BENANG,-7.006636,107.810997,POINT (107.810997 -7.006636)
393,SEN SING,JAWA BARAT,BANDUNG,JL. MAKAM CARINGIN NO.82,14120,PENJAHITAN DAN PEMBUATAN PAKAIAN SESUAI PESANAN,-6.951851932,107.5811153,POINT (107.5811153 -6.951851932)
394,SENTRAKREASI BUSANAUTAMA,JAWA BARAT,BANDUNG,JL. SURYANI DALAM NO. 11 A,14302,INDUSTRI PAKAIAN JADI SULAMAN/BORDIR,-6.920599997,107.57984,POINT (107.57984 -6.920599997)
395,"SERAYU JAYA, CV",JAWA BARAT,BANDUNG,JL. RAYA LASWI NO.47,13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.04891,107.74219,POINT (107.74219 -7.04891)
