unit,plant,parent,url,sponsor,capacity_mw,status,region,country,subnational_unit,latitude,longitude,geopoint
Unit 3,Kaltim Teluk Balikpapan Power Station,Genting Group,https://www.gem.wiki/Kaltim_Teluk_Balikpapan_power_station,,300,Cancelled,Asia,Indonesia,East Kalimantan,-1.17036,116.78872,"-1.17036, 116.78872"
Unit 1,Kaltim-5 Power Station,Pt Pln (Persero),https://www.gem.wiki/Kaltim-5_power_station,,100,Cancelled,Asia,Indonesia,Central Kalimantan,-0.91183,117.19528,"-0.91183, 117.19528"
Unit 2,Kaltim-5 Power Station,Pt Pln (Persero),https://www.gem.wiki/Kaltim-5_power_station,,100,Cancelled,Asia,Indonesia,Central Kalimantan,-0.91183,117.19528,"-0.91183, 117.19528"
Unit 2,Kendari-3 Power Station,Datang Overseas Energy Investment Co Ltd [75.0%]; Sinar Mas Group [25.0%],https://www.gem.wiki/Kendari-3_power_station,,50,Operating,Asia,Indonesia,Southeast Sulawesi,-4.05129,122.65345,"-4.05129, 122.65345"
Unit 1,Kuala Tanjung Inalum Captive Power Station,Pt Bukit Asam Tbk,https://www.gem.wiki/Kuala_Tanjung_Inalum_captive_power_station,,300,Shelved,Asia,Indonesia,North Sumatra,3.35064,99.45133,"3.35064, 99.45133"
Unit 2,Kuala Tanjung Inalum Captive Power Station,Pt Bukit Asam Tbk,https://www.gem.wiki/Kuala_Tanjung_Inalum_captive_power_station,,300,Shelved,Asia,Indonesia,North Sumatra,3.35064,99.45133,"3.35064, 99.45133"
,Kuala Tanjung-2 Power Station,To Be Determined,https://www.gem.wiki/Kuala_Tanjung-2_power_station,,450,Cancelled,Asia,Indonesia,North Sumatra,3.3754,99.4418,"3.3754, 99.4418"
Unit 2,Lamhotma Power Station,Medco Energi Internasional Tbk,https://www.gem.wiki/Lamhotma_power_station,,100,Cancelled,Asia,Indonesia,North Sumatra,3.3754,99.4418,"3.3754, 99.4418"
Unit 2,Lampung Sebalang Power Station,Pt Pln (Persero),https://www.gem.wiki/Lampung_Sebalang_power_station,,100,Operating,Asia,Indonesia,Lampung,-5.58594,105.38719,"-5.58594, 105.38719"
Unit 1,Lombok 2 Power Station,Pt Pln (Persero),https://www.gem.wiki/Lombok_2_power_station,,50,Cancelled,Asia,Indonesia,West Nusa Tenggara,-8.34803,116.71717,"-8.34803, 116.71717"
Unit 2,Lombok 3 Power Station,To Be Determined,https://www.gem.wiki/Lombok_3_power_station,,50,Cancelled,Asia,Indonesia,West Nusa Tenggara,-8.2852,116.60316,"-8.2852, 116.60316"
Unit 1,Lombok Ftp2 Power Station,Pt Pln (Persero),https://www.gem.wiki/Lombok_FTP2_power_station,,50,Construction,Asia,Indonesia,West Nusa Tenggara,-8.42206,116.70963,"-8.42206, 116.70963"
Unit 2,Medan Steel Mill Power Station,Nanjing Iron And Steel Co Ltd; Pt Gunung Gahapi,https://www.gem.wiki/Medan_Steel_Mill_power_station,,30,Operating,Asia,Indonesia,North Sumatra,3.66757,98.66539,"3.66757, 98.66539"
Unit 1,Mesuji Power Station,China Shenhua Energy Co Ltd,https://www.gem.wiki/Mesuji_power_station,,350,Cancelled,Asia,Indonesia,Lampung,-4.01278,105.46296,"-4.01278, 105.46296"
Unit 1,Nagan Raya Power Station,Unnamed Special Purpose Vehicle,https://www.gem.wiki/Nagan_Raya_power_station,,110,Operating,Asia,Indonesia,Aceh,4.10755,96.19889,"4.10755, 96.19889"
Unit 1,Nalco East Kutai Power Station,Mec Coal; Nalco Holding Co,https://www.gem.wiki/NALCO_East_Kutai_power_station,,250,Cancelled,Asia,Indonesia,East Kalimantan,1.254,116.682,"1.254, 116.682"
"Phase I, Unit 4",Nanshan Industrial Park Power Station,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],https://www.gem.wiki/Nanshan_Industrial_Park_power_station,,30,Operating,Asia,Indonesia,Riau,0.91164,104.65054,"0.91164, 104.65054"
"Phase Iv, Unit 7",Nanshan Industrial Park Power Station,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],https://www.gem.wiki/Nanshan_Industrial_Park_power_station,,150,Cancelled,Asia,Indonesia,Riau,0.91164,104.65054,"0.91164, 104.65054"
Unit 1,Paiton-2 Power Station,Siemens Ag [50.0%]; Marubeni Corp [17.5%]; Ytl Corp [17.5%]; Pt Bumipertiwi Tatapradipta [15.0%],https://www.gem.wiki/Paiton-2_power_station,,660,Operating,Asia,Indonesia,East Java,-7.7153,113.58571,"-7.7153, 113.58571"
Unit 4,Pangkalan Susu Power Station,Pt Pln (Persero),https://www.gem.wiki/Pangkalan_Susu_power_station,,200,Operating,Asia,Indonesia,North Sumatra,4.12071,98.25823,"4.12071, 98.25823"
Unit 3,Parit Baru Power Station,Gezhouba Group; Pt Praba Indopersada,https://www.gem.wiki/Parit_Baru_power_station,,50,Permitted,Asia,Indonesia,West Kalimantan,0.05798,109.20362,"0.05798, 109.20362"
Unit S2,Pomalaa Nickel Power Station,Pt Aneka Tambang Tbk,https://www.gem.wiki/Pomalaa_Nickel_power_station,,30,Operating,Asia,Indonesia,Southeast Sulawesi,-4.17986,121.59293,"-4.17986, 121.59293"
"Phase Ii, Unit 4",Pt Halmahera Persada Lygend Nickel Smelter Power Station,Harita Group [63.1%]; Ningbo Lygend [36.9%],https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station,,150,Construction,Asia,Indonesia,Maluku,-1.56143,127.42103,"-1.56143, 127.42103"
"Phase Iii, Unit 7",Pt Halmahera Persada Lygend Nickel Smelter Power Station,Harita Group [63.1%]; Ningbo Lygend [36.9%],https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station,,380,Pre-Permit,Asia,Indonesia,Maluku,-1.56143,127.42103,"-1.56143, 127.42103"
Unit 1,Purwakarta Indorama Power Station,Indorama Corp,https://www.gem.wiki/Purwakarta_Indorama_power_station,,30,Operating,Asia,Indonesia,West Java,-6.55392,107.41365,"-6.55392, 107.41365"
Unit 4,Qingdao Zhongsheng Captive Power Station,Qingdao Urban Construction Investment (Group) Co Ltd; Qingdao Xiyuan Holdings Co Ltd; Shandong Taishan Steel Group Co Ltd,https://www.gem.wiki/Qingdao_Zhongsheng_captive_power_station,,65,Cancelled,Asia,Indonesia,Central Sulawesi,-3.04035,122.26156,"-3.04035, 122.26156"
Unit 1,Rembang Power Station,Pt Pln (Persero),https://www.gem.wiki/Rembang_power_station,,315,Operating,Asia,Indonesia,Central Java,-6.636,111.4749,"-6.636, 111.4749"
Unit 2,Rembang Power Station,Pt Pln (Persero),https://www.gem.wiki/Rembang_power_station,,315,Operating,Asia,Indonesia,Central Java,-6.636,111.4749,"-6.636, 111.4749"
Unit 2,Sinar Mas Jambi Lontar Power Station,Sinar Mas Group,https://www.gem.wiki/Sinar_Mas_Jambi_Lontar_power_station,,37,Operating,Asia,Indonesia,Jambi,-1.0069,103.0821,"-1.0069, 103.0821"
Unit 1,Sinar Mas Jambi Power Station,Datang Overseas Energy Investment Co Ltd [75.0%]; Sinar Mas Group [25.0%],https://www.gem.wiki/Sinar_Mas_Jambi_power_station,,200,Cancelled,Asia,Indonesia,Jambi,-1.61,101.91,"-1.61, 101.91"
Unit 7,Sulawesi Labota Power Station,Sulawesi Mining Investment,https://www.gem.wiki/Sulawesi_Labota_power_station,,380,Construction,Asia,Indonesia,Central Sulawesi,-2.86883,122.16928,"-2.86883, 122.16928"
"Phase Ii, Unit 1",Sulawesi Mining Power Station,Guangdong Guangxin Holdings Group,https://www.gem.wiki/Sulawesi_Mining_power_station,,150,Operating,Asia,Indonesia,Central Sulawesi,-2.82738,122.15527,"-2.82738, 122.15527"
"Phase Iii, Unit 1",Sulawesi Mining Power Station,Eternal Tsingshan Group,https://www.gem.wiki/Sulawesi_Mining_power_station,,350,Operating,Asia,Indonesia,Central Sulawesi,-2.82954,122.15514,"-2.82954, 122.15514"
"Phase Iv, Unit 2",Sulawesi Mining Power Station,Eternal Tsingshan Group,https://www.gem.wiki/Sulawesi_Mining_power_station,,350,Operating,Asia,Indonesia,Central Sulawesi,-2.82738,122.15527,"-2.82738, 122.15527"
Unit 2,Sulbagsel-1 Power Station,Pt Pln (Persero),https://www.gem.wiki/Sulbagsel-1_power_station,,200,Shelved,Asia,Indonesia,South Sulawesi,-3.8215,121.9721,"-3.8215, 121.9721"
Unit 1,Sulbagut-2 Power Station,To Be Determined,https://www.gem.wiki/Sulbagut-2_power_station,,100,Shelved,Asia,Indonesia,North Sulawesi,1.18571,124.47489,"1.18571, 124.47489"
Unit 2,Sulbagut-3 Power Station,To Be Determined,https://www.gem.wiki/Sulbagut-3_power_station,,50,Cancelled,Asia,Indonesia,North Sulawesi,0.8687,123.96431,"0.8687, 123.96431"
Unit 1,Sulut-3 Power Station,Toba Bara [90.0%]; China Hydropower Construction Group New Energy Development Co Ltd [10.0%],https://www.gem.wiki/Sulut-3_power_station,,50,Operating,Asia,Indonesia,North Sulawesi,1.37433,125.08545,"1.37433, 125.08545"
Unit 1,Sumbagut (Sibolga Baru) Power Station,Pt Pln (Persero),https://www.gem.wiki/Sumbagut_(Sibolga_Baru)_power_station,,115,Cancelled,Asia,Indonesia,North Sumatra,1.7176,98.7265,"1.7176, 98.7265"
Unit 1,Sumsel-10 Power Station,To Be Determined,https://www.gem.wiki/Sumsel-10_power_station,,300,Cancelled,Asia,Indonesia,South Sumatra,-2.75,103.83333,"-2.75, 103.83333"
Unit 2,Sumsel-10 Power Station,To Be Determined,https://www.gem.wiki/Sumsel-10_power_station,,300,Cancelled,Asia,Indonesia,South Sumatra,-2.75,103.83333,"-2.75, 103.83333"
Unit 2,Tabalong Power Station,Pt Adaro Power [65.0%]; Korea Electric Power Corp [35.0%],https://www.gem.wiki/Tabalong_power_station,,100,Operating,Asia,Indonesia,South Kalimantan,-2.16343,115.44081,"-2.16343, 115.44081"
Unit 1,Tanjung Awar-Awar Power Station,Pt Pln (Persero),https://www.gem.wiki/Tanjung_Awar-Awar_power_station,,350,Operating,Asia,Indonesia,East Java,-6.81052,111.9955,"-6.81052, 111.9955"
Unit 2,Tanjung Jati A Power Station,Bakrie Power; Pt Tanjung Jati Power,https://www.gem.wiki/Tanjung_Jati_A_power_station,,660,Cancelled,Asia,Indonesia,West Java,-6.76852,108.64519,"-6.76852, 108.64519"
Unit 4,Tanjung Jati B Power Station,Sumitomo Corp,https://www.gem.wiki/Tanjung_Jati_B_power_station,,660,Operating,Asia,Indonesia,Central Java,-6.446,110.7423,"-6.446, 110.7423"
Unit 6,Tanjung Jati B Power Station,Sumitomo Corp,https://www.gem.wiki/Tanjung_Jati_B_power_station,,1000,Operating,Asia,Indonesia,Central Java,-6.44649,110.74236,"-6.44649, 110.74236"
Unit 1,Tanjung Jati B Power Station,Sumitomo Corp,https://www.gem.wiki/Tanjung_Jati_B_power_station,,660,Operating,Asia,Indonesia,Central Java,-6.44478,110.74349,"-6.44478, 110.74349"
Unit 2,Tanjung Jati B Power Station,Sumitomo Corp,https://www.gem.wiki/Tanjung_Jati_B_power_station,,660,Operating,Asia,Indonesia,Central Java,-6.44478,110.74349,"-6.44478, 110.74349"
Unit 1,Timor-1 Power Station,Pt Pln (Persero),https://www.gem.wiki/Timor-1_power_station,,50,Construction,Asia,Indonesia,East Nusa Tenggara,-10.35196,123.45988,"-10.35196, 123.45988"
Unit 1,Tjiwi Kimia Paper Mill Power Station,Asia Pulp & Paper,https://www.gem.wiki/Tjiwi_Kimia_Paper_Mill_power_station,,35,Operating,Asia,Indonesia,East Java,-7.43684,112.4688,"-7.43684, 112.4688"
Unit 3,Tjiwi Kimia Paper Mill Power Station,Asia Pulp & Paper,https://www.gem.wiki/Tjiwi_Kimia_Paper_Mill_power_station,,70,Operating,Asia,Indonesia,East Java,-7.43684,112.4688,"-7.43684, 112.4688"
"Phase V, Unit 2",Tonasa Cement Plant Power Station,Pt Semen Indonesia,https://www.gem.wiki/Tonasa_Cement_Plant_power_station,,35,Operating,Asia,Indonesia,South Sulawesi,-4.81671,119.50168,"-4.81671, 119.50168"
Unit 9,Weda Bay Power Station,Pt Angel Nickel Industry,https://www.gem.wiki/Weda_Bay_power_station,,380,Construction,Asia,Indonesia,North Maluku,0.47889,127.98421,"0.47889, 127.98421"
Unit 11,Weda Bay Power Station,Tsingshan Holding Group Co Ltd,https://www.gem.wiki/Weda_Bay_power_station,,380,Construction,Asia,Indonesia,North Maluku,0.47616,128.00815,"0.47616, 128.00815"
Unit 1,Xinxing Ductile Iron Pipes Power Station,Xinxing Qiyun Investment Holdings Co Ltd [40.0%]; Pt Trimegah Bangun Persada [30.0%]; Harita Group [20.0%]; Pt Gane Permai Sentosa [10.0%],https://www.gem.wiki/Xinxing_Ductile_Iron_Pipes_power_station,,38,Operating,Asia,Indonesia,Maluku,-1.53051,127.41898,"-1.53051, 127.41898"
Unit 1,Adaro East Kalimantan Power Station,China Energy Investment Corp; Pt Adaro Power,https://www.gem.wiki/Adaro_East_Kalimantan_power_station,,300,Cancelled,Asia,Indonesia,East Kalimantan,0.1,116.4,"0.1, 116.4"
Unit 2,Amamapare Port Power Station,Pt Puncakjaya Power,https://www.gem.wiki/Amamapare_Port_power_station,,65,Operating,Asia,Indonesia,Papua,-4.82775,136.83908,"-4.82775, 136.83908"
Unit 1,Ambon-2 Power Station,Pt Pln (Persero),https://www.gem.wiki/Ambon-2_power_station,,50,Cancelled,Asia,Indonesia,Maluku,-3.58652,128.17111,"-3.58652, 128.17111"
Unit 2,Ambon-2 Power Station,Pt Pln (Persero),https://www.gem.wiki/Ambon-2_power_station,,50,Cancelled,Asia,Indonesia,Maluku,-3.58652,128.17111,"-3.58652, 128.17111"
Unit 1,Asahimas Chemical Power Station,Agc Inc [52.5%]; Ableman Finance [18.0%]; Rodamas [18.0%]; Mitsubishi Corporation Energy Solutions [11.5%],https://www.gem.wiki/Asahimas_Chemical_power_station,,150,Operating,Asia,Indonesia,Banten,-6.02475,105.94264,"-6.02475, 105.94264"
Unit 2,Bangka-1 Power Station,Pt Pln (Persero),https://www.gem.wiki/Bangka-1_power_station,,200,Cancelled,Asia,Indonesia,Bangka-Belitung,-2.13333,106.11667,"-2.13333, 106.11667"
Unit 2,Banten Lontar Power Station,Pt Pln (Persero),https://www.gem.wiki/Banten_Lontar_power_station,,315,Operating,Asia,Indonesia,Banten,-6.05887,106.4643,"-6.05887, 106.4643"
Unit 4,Banten Lontar Power Station,Pt Pln (Persero),https://www.gem.wiki/Banten_Lontar_power_station,,315,Construction,Asia,Indonesia,Banten,-6.05887,106.4643,"-6.05887, 106.4643"
Unit 09,Banten Suralaya Power Station,Pt Pln (Persero) [51.0%]; Pt Barito Pacific Tbk [49.0%],https://www.gem.wiki/Banten_Suralaya_power_station,,1000,Construction,Asia,Indonesia,Banten,-5.88922,106.0336,"-5.88922, 106.0336"
"Phase I, Unit 3",Banten Suralaya Power Station,Pt Pln (Persero),https://www.gem.wiki/Banten_Suralaya_power_station,,400,Operating,Asia,Indonesia,Banten,-5.89191,106.03023,"-5.89191, 106.03023"
"Phase Ii, Unit 1",Banten Suralaya Power Station,Pt Pln (Persero),https://www.gem.wiki/Banten_Suralaya_power_station,,600,Operating,Asia,Indonesia,Banten,-5.89191,106.03023,"-5.89191, 106.03023"
Unit 2,Bintan Power Station,Pln Unit Induk Wilayah Riau,https://www.gem.wiki/Bintan_power_station,,100,Cancelled,Asia,Indonesia,Riau,0.89967,104.61725,"0.89967, 104.61725"
Unit 1,Bojonegara Serang Power Station,Pt Indika Energy Tbk,https://www.gem.wiki/Bojonegara_Serang_power_station,,375,Cancelled,Asia,Indonesia,Banten,-5.971,106.094,"-5.971, 106.094"
Unit 1,Bukit Asam Muara Enim Power Station,Pt Pln (Persero),https://www.gem.wiki/Bukit_Asam_Muara_Enim_power_station,,65,Operating,Asia,Indonesia,South Sumatra,-3.73213,103.79753,"-3.73213, 103.79753"
Unit 1,Central Java Power Project,J-Power Co Ltd [34.0%]; Pt Adaro Power [34.0%]; Itochu Corp [32.0%],https://www.gem.wiki/Central_Java_Power_Project,,950,Operating,Asia,Indonesia,Central Java,-6.90083,109.80369,"-6.90083, 109.80369"
Unit 2,Cikarang Babelan Power Station,Pt Cikarang Listrindo,https://www.gem.wiki/Cikarang_Babelan_power_station,,140,Operating,Asia,Indonesia,West Java,-6.11607,107.05197,"-6.11607, 107.05197"
Unit 2,Cilacap Power Station,Pt Jawa Energy,https://www.gem.wiki/Cilacap_power_station,,1000,Cancelled,Asia,Indonesia,Central Java,-7.684,109.131,"-7.684, 109.131"
Unit 3,Cilacap Power Station,Pt Jawa Energy,https://www.gem.wiki/Cilacap_power_station,,1000,Cancelled,Asia,Indonesia,Central Java,-7.684,109.131,"-7.684, 109.131"
Unit 4,Cilacap Power Station,Pt Jawa Energy,https://www.gem.wiki/Cilacap_power_station,,1000,Cancelled,Asia,Indonesia,Central Java,-7.684,109.131,"-7.684, 109.131"
"Phase I, Unit 1",Cilacap Sumber Power Station,Pt Sumber Segara Primadaya,https://www.gem.wiki/Cilacap_Sumber_power_station,,300,Operating,Asia,Indonesia,Central Java,-7.68575,109.08977,"-7.68575, 109.08977"
Unit 3,Cirebon Power Station,Marubeni Corp [32.5%]; Korea Electric Power Corp [27.5%]; Pt Indika Energy Tbk [20.0%]; Samtan [20.0%],https://www.gem.wiki/Cirebon_power_station,,1000,Cancelled,Asia,Indonesia,West Java,-6.77029,108.61486,"-6.77029, 108.61486"
Unit 2,Delong Nickel Phase I Power Station,Jiangsu Delong Nickel Industry Co,https://www.gem.wiki/Delong_Nickel_Phase_I_power_station,,30,Operating,Asia,Indonesia,South Sulawesi,-3.90754,122.41926,"-3.90754, 122.41926"
Unit 6,Delong Nickel Phase I Power Station,Jiangsu Delong Nickel Industry Co,https://www.gem.wiki/Delong_Nickel_Phase_I_power_station,,60,Operating,Asia,Indonesia,South Sulawesi,-3.90754,122.41926,"-3.90754, 122.41926"
Unit 03,Delong Nickel Phase Ii Power Station,Xiamen Xiangyu Group [51.0%]; Jiangsu Delong Nickel Industry Co [49.0%],https://www.gem.wiki/Delong_Nickel_Phase_II_power_station,,135,Operating,Asia,Indonesia,Southeast Sulawesi,-3.82791,122.46827,"-3.82791, 122.46827"
Unit 11,Delong Nickel Phase Ii Power Station,Xiamen Xiangyu Group [51.0%]; Jiangsu Delong Nickel Industry Co [49.0%],https://www.gem.wiki/Delong_Nickel_Phase_II_power_station,,380,Shelved,Asia,Indonesia,Southeast Sulawesi,-3.82749,122.46275,"-3.82749, 122.46275"
Unit 08,Delong Nickel Phase Iii Power Station,Jiangsu Delong Nickel Industry Co,https://www.gem.wiki/Delong_Nickel_Phase_III_power_station,,150,Construction,Asia,Indonesia,Central Sulawesi,-2.01663,121.43074,"-2.01663, 121.43074"
Unit 1,Dss Serang Power Station,Datang Overseas Energy Investment Co Ltd [75.0%]; Sinar Mas Group [25.0%],https://www.gem.wiki/DSS_Serang_power_station,,35,Operating,Asia,Indonesia,Banten,-6.12544,106.28921,"-6.12544, 106.28921"
Unit 2,Gresik Akr Power Station,Akr Corp,https://www.gem.wiki/Gresik_AKR_power_station,,330,Cancelled,Asia,Indonesia,East Java,-7.159,112.642,"-7.159, 112.642"
,I Skip Power Station,Olympic Group,https://www.gem.wiki/I_Skip_power_station,,30,Cancelled,Asia,Indonesia,North Kalimantan,3.35027,117.60183,"3.35027, 117.60183"
,Jawa-11 Power Station,To Be Determined,https://www.gem.wiki/Jawa-11_power_station,,600,Cancelled,Asia,Indonesia,Java,-7.26,110.66,"-7.26, 110.66"
Unit 2,Jawa-12 Power Station,To Be Determined,https://www.gem.wiki/Jawa-12_power_station,,1000,Cancelled,Asia,Indonesia,Java,-7.26,110.66,"-7.26, 110.66"
Unit 2,Jinchuan Group Wp&Rka Power Station,Jinchuan Group,https://www.gem.wiki/Jinchuan_Group_WP%26RKA_power_station,,50,Operating,Asia,Indonesia,Maluku,-1.56606,127.41593,"-1.56606, 127.41593"
Unit 2,Kalbar-2 Power Station,To Be Determined,https://www.gem.wiki/Kalbar-2_power_station,,100,Cancelled,Asia,Indonesia,West Kalimantan,-0.27626,109.27959,"-0.27626, 109.27959"
Unit 1,Kalselteng-4 Power Station,Pt Barito Pacific Tbk,https://www.gem.wiki/Kalselteng-4_power_station,,100,Cancelled,Asia,Indonesia,Central Kalimantan,1.03413,108.9726,"1.03413, 108.9726"
Unit 1,Kalselteng-5 Power Station,Pt Pln (Persero),https://www.gem.wiki/Kalselteng-5_power_station,,100,Cancelled,Asia,Indonesia,Central Kalimantan,-2.80863,111.64307,"-2.80863, 111.64307"
Unit 1,Kaltim Ftp2 Power Station,Pt Pln (Persero),https://www.gem.wiki/Kaltim_FTP2_power_station,,100,Operating,Asia,Indonesia,East Kalimantan,0.05518,117.49459,"0.05518, 117.49459"
Unit 1,Kaltim Teluk Balikpapan Power Station,Pt Pln (Persero),https://www.gem.wiki/Kaltim_Teluk_Balikpapan_power_station,,110,Operating,Asia,Indonesia,East Kalimantan,-1.17036,116.78872,"-1.17036, 116.78872"
Unit 1,Kaltim-3 Power Station,To Be Determined,https://www.gem.wiki/Kaltim-3_power_station,,100,Cancelled,Asia,Indonesia,Central Kalimantan,0.1357,116.22072,"0.1357, 116.22072"
Unit 2,Kaltimra Power Station,Pt Pln (Persero),https://www.gem.wiki/Kaltimra_power_station,,200,Cancelled,Asia,Indonesia,Kalimantan,1.227,114.577,"1.227, 114.577"
Unit 1,Karang Asem Power Station,China Power International Development Co Ltd; Oceanwide Holdings Co Ltd; Pt Satya Abadi Semesta,https://www.gem.wiki/Karang_Asem_power_station,,100,Cancelled,Asia,Indonesia,Bali,-8.36667,115.51667,"-8.36667, 115.51667"
,Kipi Bika Global Power Station,Pt Bika Global,https://www.gem.wiki/KIPI_Bika_Global_power_station,,200,Shelved,Asia,Indonesia,East Kalimantan,0.81595,117.93077,"0.81595, 117.93077"
Unit 1,Kuala Tanjung-1 Power Station,China Power International Development Co Ltd; Oceanwide Holdings Co Ltd; Pt Satya Abadi Semesta,https://www.gem.wiki/Kuala_Tanjung-1_power_station,,135,Cancelled,Asia,Indonesia,North Sumatra,3.38679,99.4267,"3.38679, 99.4267"
,Kulon Progo Power Station,Indomie,https://www.gem.wiki/Kulon_Progo_power_station,,100,Cancelled,Asia,Indonesia,Central Java,-7.8139,110.17502,"-7.8139, 110.17502"
Unit 1,Labuhan Angin Power Station,Pt Pln (Persero),https://www.gem.wiki/Labuhan_Angin_power_station,,115,Operating,Asia,Indonesia,North Sumatra,1.75185,98.73129,"1.75185, 98.73129"
Unit 2,Labuhan Angin Power Station,Pt Pln (Persero),https://www.gem.wiki/Labuhan_Angin_power_station,,115,Operating,Asia,Indonesia,North Sumatra,1.75185,98.73129,"1.75185, 98.73129"
Unit 1,Msp Pulau Obi Power Station,Xinxing Qiyun Investment Holdings Co Ltd [40.0%]; Pt Trimegah Bangun Persada [30.0%]; Harita Group [20.0%]; Pt Gane Permai Sentosa [10.0%],https://www.gem.wiki/MSP_Pulau_Obi_power_station,,38,Operating,Asia,Indonesia,North Maluku,-1.53064,127.41912,"-1.53064, 127.41912"
Unit 2,Msp Pulau Obi Power Station,Xinxing Qiyun Investment Holdings Co Ltd [40.0%]; Pt Trimegah Bangun Persada [30.0%]; Harita Group [20.0%]; Pt Gane Permai Sentosa [10.0%],https://www.gem.wiki/MSP_Pulau_Obi_power_station,,38,Operating,Asia,Indonesia,North Maluku,-1.53064,127.41912,"-1.53064, 127.41912"
Unit 3,Nagan Raya Power Station,China Datang Overseas Investment Co Ltd [62.0%]; Pt Pembangunan Perumahan [33.7%],https://www.gem.wiki/Nagan_Raya_power_station,,200,Construction,Asia,Indonesia,Aceh,4.11564,96.20241,"4.11564, 96.20241"
"Phase I, Unit 2",Nanshan Industrial Park Power Station,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],https://www.gem.wiki/Nanshan_Industrial_Park_power_station,,30,Operating,Asia,Indonesia,Riau,0.91714,104.65547,"0.91714, 104.65547"
"Phase I, Unit 3",Nanshan Industrial Park Power Station,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],https://www.gem.wiki/Nanshan_Industrial_Park_power_station,,30,Operating,Asia,Indonesia,Riau,0.91714,104.65547,"0.91714, 104.65547"
"Phase I, Unit 5",Nanshan Industrial Park Power Station,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],https://www.gem.wiki/Nanshan_Industrial_Park_power_station,,30,Construction,Asia,Indonesia,Riau,0.91164,104.65054,"0.91164, 104.65054"
"Phase Ii, Unit 1",Nanshan Industrial Park Power Station,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],https://www.gem.wiki/Nanshan_Industrial_Park_power_station,,150,Cancelled,Asia,Indonesia,Riau,0.91164,104.65054,"0.91164, 104.65054"
"Phase Ii, Unit 2",Nanshan Industrial Park Power Station,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],https://www.gem.wiki/Nanshan_Industrial_Park_power_station,,150,Cancelled,Asia,Indonesia,Riau,0.91164,104.65054,"0.91164, 104.65054"
"Phase Ii, Unit 5",Nanshan Industrial Park Power Station,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],https://www.gem.wiki/Nanshan_Industrial_Park_power_station,,150,Cancelled,Asia,Indonesia,Riau,0.91164,104.65054,"0.91164, 104.65054"
"Phase Iii, Unit 2",Nanshan Industrial Park Power Station,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],https://www.gem.wiki/Nanshan_Industrial_Park_power_station,,150,Cancelled,Asia,Indonesia,Riau,0.91164,104.65054,"0.91164, 104.65054"
"Phase Iii, Unit 3",Nanshan Industrial Park Power Station,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],https://www.gem.wiki/Nanshan_Industrial_Park_power_station,,150,Cancelled,Asia,Indonesia,Riau,0.91164,104.65054,"0.91164, 104.65054"
"Phase Iv, Unit 2",Nanshan Industrial Park Power Station,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],https://www.gem.wiki/Nanshan_Industrial_Park_power_station,,150,Cancelled,Asia,Indonesia,Riau,0.91164,104.65054,"0.91164, 104.65054"
"Phase Iv, Unit 6",Nanshan Industrial Park Power Station,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],https://www.gem.wiki/Nanshan_Industrial_Park_power_station,,150,Cancelled,Asia,Indonesia,Riau,0.91164,104.65054,"0.91164, 104.65054"
Unit 2,Paiton-2 Power Station,Siemens Ag [50.0%]; Marubeni Corp [17.5%]; Ytl Corp [17.5%]; Pt Bumipertiwi Tatapradipta [15.0%],https://www.gem.wiki/Paiton-2_power_station,,660,Operating,Asia,Indonesia,East Java,-7.7153,113.58571,"-7.7153, 113.58571"
Unit 5,Palu Power Station,Pt Pln (Persero),https://www.gem.wiki/Palu_power_station,,50,Construction,Asia,Indonesia,Central Sulawesi,-0.7332,119.85592,"-0.7332, 119.85592"
Unit 6,Palu Power Station,Pt Pln (Persero),https://www.gem.wiki/Palu_power_station,,50,Construction,Asia,Indonesia,Central Sulawesi,-0.7332,119.85592,"-0.7332, 119.85592"
Unit 2,Pekanbaru Tenayan Power Station,Pt Pln (Persero),https://www.gem.wiki/Pekanbaru_Tenayan_power_station,,110,Operating,Asia,Indonesia,Riau,0.56437,101.52345,"0.56437, 101.52345"
Unit 04,Perawang Mill Power Station,Sinar Mas Group,https://www.gem.wiki/Perawang_Mill_power_station,,35,Operating,Asia,Indonesia,Riau,0.68932,101.61907,"0.68932, 101.61907"
