annual_production,annual_production_unit,capacity,capacity_unit,cost,cost_unit,country,country_ownership,esg_impact_ecological,esg_impact_social,esg_link,esg_story,id,image,latitude,longitude,parent_esg_impact,parent_project_type,project_id,project_name,project_type,province_city,relevant_links,shareholder_ownership,source,source_id,status
,,,ton,2890000000,USD,Indonesia,,,,,,4Cbu2WwzcO9amcSqVUKexO,"{'asset': {'metadata': {'dimensions': {'width': 250, 'height': 250}}, 'url': 'https://cdn.sanity.io/images/htrnvlsq/production/ae1cf0e99c4097d1e60e50f63102f93bde28e50c-250x250.webp'}}",-5.581220134,120.0574004,,Integrated Industrial Area,4Cbu2WwzcO9amcSqVUKexO,Bantaeng Industrial Park (BIP),-,,https://kppip.go.id/proyek-strategis-nasional/s-pembangunan-kawasan-industri-prioritas-kawasan-ekonomi-khusus/kawasan-industri-bantaeng-sulawesi-selatan/,,indonesia,4Cbu2WwzcO9amcSqVUKexO,Active
,,,ton,2000000000,USD,Indonesia,,,,,,4Cbu2WwzcO9amcSqVUKfDC,"{'asset': {'metadata': {'dimensions': {'width': 250, 'height': 250}}, 'url': 'https://cdn.sanity.io/images/htrnvlsq/production/105d206cfe0c1f4cbcd00a998ae4d509cbd9f8ae-250x250.webp'}}",-1.532699668,127.4192247,,Integrated Industrial Area,4Cbu2WwzcO9amcSqVUKfDC,Obi Island Industrial Park,-,,,,indonesia,4Cbu2WwzcO9amcSqVUKfDC,Active
,,,ton,11000000,USD,Indonesia,,,,,,4Cbu2WwzcO9amcSqVUKfWA,"{'asset': {'url': 'https://cdn.sanity.io/images/htrnvlsq/production/16ebc5f3d9e617addb171d2a8457bc722846d06e-250x250.webp', 'metadata': {'dimensions': {'height': 250, 'width': 250}}}}",-4.291228621,121.5584167,,Integrated Industrial Area,4Cbu2WwzcO9amcSqVUKfWA,Indonesia Pomalaa Industry Park (IPIP),-,,https://kppip.go.id/berita/pemerintah-melakukan-identifikasi-dan-penyelesaian-masalah-lahan-di-pomala-industry-park-sulawesi-tenggara-dalam-upaya-mendukung-industri-baterai-lithium/,,indonesia,4Cbu2WwzcO9amcSqVUKfWA,Active
,,,ton,-,USD,Indonesia,,,,,,4Cbu2WwzcO9amcSqVUKfp8,"{'asset': {'url': 'https://cdn.sanity.io/images/htrnvlsq/production/216fb302b63714f6909ec29f874326e54adb4498-250x250.webp', 'metadata': {'dimensions': {'width': 250, 'height': 250}}}}",-3.835193078,122.4033594,,Integrated Industrial Area,4Cbu2WwzcO9amcSqVUKfp8,Nusantara Industri Sejati,-,,https://biroekonomi.sultraprov.go.id/berita/detail/kawasan-industri-pt-nis-dibangun-di-konawe-utara-ini-respon-gubernur-ali-mazi,,indonesia,4Cbu2WwzcO9amcSqVUKfp8,Active
72965,ton,72965,ton,-,USD,Indonesia,China:95;Indonesia:5,,,,,5v5IFkD0ZOwSyojGdUFEwp,,-3.04888,122.27055,,Processing,5v5IFkD0ZOwSyojGdUFEwp,Arthabumi Sentra Industri (ASI),Nickel Pig Iron,"Sulawesi Tengah, Morowali",https://links.sgx.com/FileOpen/Silkroad%20Nickel-smelter%20agreement%20media%20release%20.ashx?App=Announcement&FileID=525502; https://www.cnbcindonesia.com/news/20200124122350-4-132438/4-smelter-bakal-mulai-beroperasi-di-2020,PT Transon Bumindo Resources:5;Qingdao Yunjia Electric Appliances:95,indonesia,5v5IFkD0ZOwSyojGdUFEwp,Active
18900,ton,19000,ton,150000000,USD,Indonesia,Indonesia:28.4; China:71.6,Water Pollution;Air Pollution;Deforestation;Increased Vulnerability to the Climate Crisis,,https://www.rai.it/dl/doc/2023/11/19/1700402970903_I%20rapporti%20su%20filiera%20del%20nichel%20indonesiana%20-%20Report.pdf,,5v5IFkD0ZOwSyojGdUFF8a,,-2.850061584,122.1676861,ecological,Processing,5v5IFkD0ZOwSyojGdUFF8a,Bukit Smelter Indonesia (BSI),Nickel Pig Iron,"Sulawesi Tengah, Morowali Regency",https://merdekacoppergold.com/wp-content/uploads/2022/08/MDKA_2022-03_Nickel-Presentation-March-2022.pdf; https://market.bisnis.com/read/20240103/192/1729064/emiten-boy-thohir-mbma-rampungkan-suntikan-modal-tiga-anak-usaha;https://www.cnbcindonesia.com/news/20230608143648-4-444217/ramai-investor-smelter-nikel-ngumpul-di-dpr-ini-daftarnya,JPI:28.4; Tsingshan:71.6,indonesia,5v5IFkD0ZOwSyojGdUFF8a,Active
,ton,,ton,226000000,USD,Indonesia,China:51;Indonesia:49,,,,,5v5IFkD0ZOwSyojGdUFFOG,,0.8448542774,128.2665241,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFFOG,CBL Investment Indonesia - Nickel,Mining,"Maluku Utara, Halmahera Timur",https://www.cnbcindonesia.com/news/20231222101527-4-499487/deal-pabrikan-baterai-ev-china-cbl-investasi-rp-6-t-di-ri;https://investor.id/market/336977/antam-disebut-akan-tukar-guling-saham-dengan-catl,Antam:49;HKCBL:21;Lygend:30,indonesia,5v5IFkD0ZOwSyojGdUFFOG,Planned
,ton,363000,ton,174000000,USD,Indonesia,China: majority; Indonesia:minority,Water Pollution,Corruption & Illegal Activity,"https://beritadetik.id/2021/08/04/dikepung-tiga-perusahaan-tambang-nikel-warga-gebe-terus-dilanda-krisis-air-bersih-sunardi-pemda-halteng-apa-kabar/ , https://www.beritasatu.com/network/porostimur/9717/2-petinggi-pt-fajar-bhakti-lintas-nusantara-diperiksa-polisi",,5v5IFkD0ZOwSyojGdUFFdw,,-0.06928550932,129.3921925,ecological;social,Processing,5v5IFkD0ZOwSyojGdUFFdw,Fajar Bhakti Lintas Nusantara (FBLN),Nickel Pig Iron,"Maluku Utara, Halmahera Tengah","https://www.jatam.org/wp-content/uploads/2021/07/Pulau-Kecil-Indonesia-Tanah-Air-Tambang.pdf; https://www.gatra.com/news-591619-hukum-bareskrim-kejar-direksi-zenshi-group-asal-tiongkok-atas-kasus-penipuan.html;https://www.cnnindonesia.com/ekonomi/20150311103351-85-38258/6-smelter-baru-senilai-rp-1192-triliun-beroperasi-tahun-ini;  https://www.indopremier.com/ipotnews/newsDetail.php?jdl=Tahun_Ini__6_Smelter_Nikel_Siap_Operasi&news_id=192968&group_news=RESEARCHNEWS&news_date=&taging_subtype=MINING&name=&search=y_general&q=batubara,%20coal,%20esdm,%20komoditas%20nikel,%20tambang,%20&halaman=1;  https://industri.kontan.co.id/news/5-proyek-smelter-rampung-di-sepanjang-tahun-2022",Zhenshi Holding Group:majority; Dr A.D Chandara:minority,indonesia,5v5IFkD0ZOwSyojGdUFFdw,Active
,ton,,ton,-,USD,Indonesia,Indonesia:100,,,,,5v5IFkD0ZOwSyojGdUFGee,,-2.410852129,140.3657529,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFGee,Iriana Sentani,Ore Resources: Measured,"Papua, Jayapura",,Iriana Sentani,indonesia,5v5IFkD0ZOwSyojGdUFGee,Potential
300000,ton,300000,ton,636000000,USD,Indonesia,China:66.25;Indonesia:33.75,Water Pollution;Air Pollution;Soil Pollution;Deforestation;Increased Vulnerability to the Climate Crisis,,"https://www.rai.it/dl/doc/2023/11/19/1700402970903_I%20rapporti%20su%20filiera%20del%20nichel%20indonesiana%20-%20Report.pdf,https://www.jawapos.com/energi/014006925/kronologi-kebakaran-tungku-smelter-pt-smi-di-morowali",,5v5IFkD0ZOwSyojGdUFH65,,-2.8258,122.16181,ecological;social,Processing,5v5IFkD0ZOwSyojGdUFH65,Sulawesi Mining Investment (SMI),Nickel Pig Iron,"Sulawesi Tengah, Morowali",https://www.radarbogor.id/2024/01/22/tungku-smelter-terbakar-di-pt-sulawesi-mining-investment/,Dingxin Group:66.25; Bintang Delapan:33.75,indonesia,5v5IFkD0ZOwSyojGdUFH65,Active
152400,ton,152000,ton,-,USD,Indonesia,Switzerland: majority,,,,,5v5IFkD0ZOwSyojGdUFHHq,,-2.68479,121.9101,,Processing,5v5IFkD0ZOwSyojGdUFHHq,Sulawesi Resources,Ferro Nickel,"Sulawesi Tengah, Morowali",https://solwaygroup.com/our-business/aquila-project-indonesia/,Solway Group,indonesia,5v5IFkD0ZOwSyojGdUFHHq,Active
,ton,30000,ton,123000000,USD,Indonesia,Indonesia:100,Water Pollution;Air Pollution,,https://www.mongabay.co.id/2023/08/25/riset-smelter-nikel-di-bantaeng-punya-dampak-buruk-untuk-lingkungan-dan-warga-sekitar/,,5v5IFkD0ZOwSyojGdUFLiC,,-5.57875,120.06688,ecological,Processing,5v5IFkD0ZOwSyojGdUFLiC,Sinar Deli Bantaeng,Nickel Pig Iron,"Sulawesi Selatan, Kab. Bantaeng",https://sulawesi.bisnis.com/read/20230706/540/1672352/bi-dorong-investasi-rp34-triliun-di-smelter-sinar-deli-dan-pltb-tolo-2;https://sulawesi.bisnis.com/read/20230706/540/1672352/bi-dorong-investasi-rp34-triliun-di-smelter-sinar-deli-dan-pltb-tolo-2;  https://maritim.go.id/konten/unggahan/2018/11/LAKIP_2017_D3.pdf;  https://investinsouthsulawesi.com/peluang-investasi/pembangunan-smelter-sinar-deli-bantaeng-1648543657,Sinar Deli Bantaeng,indonesia,5v5IFkD0ZOwSyojGdUFLiC,Planned
,ton,120000,ton,4290000000,USD,Indonesia,Indonesia:100,Water Pollution;Air Pollution,,https://sultra.antaranews.com/berita/269361/warga-kolaka-tuntut-kompensasi-kepada-pt-cni,,5v5IFkD0ZOwSyojGdUFNXr,,-3.840911701,121.259962,,Processing,5v5IFkD0ZOwSyojGdUFNXr,CNI Kolaka,MHP,"Sulawesi Tenggara, Kolaka Regency",https://money.kompas.com/read/2023/06/17/125000026/pt-cni-bantah-pembangunan-smelter-nikel-di-kolaka-menyebabkan-pencemaran;https://money.kompas.com/read/2023/03/12/104000526/smelter-nikel-di-kolaka-ditargetkan-rampung-pada-2024,Halim:20;Herman Suparman:30;Husmaluddin:10;Ismail Nushar:10;Matthew Giyan Prasasta:10;Tasman:20,indonesia,5v5IFkD0ZOwSyojGdUFNXr,Planned
,ton,84000,ton,-,USD,Indonesia,China:70;Indonesia:30,,,,,5v5IFkD0ZOwSyojGdUFNrS,,-4.268724894,121.566712,,Processing,5v5IFkD0ZOwSyojGdUFNrS,Mapan Asri Sejahtera,Nickel Pig Iron,"Sulawesi Tenggara, Kolaka Regency",https://wonuanews.com/17-tka-dari-tiongkok-didatangkan-untuk-proyek-smelter-pt-mapan/;https://kolakaposnews.fajar.co.id/2019/11/12/dipertanyakan-smelter-pt-mapan/,Evie Setiawati:30;Wang Xiaodong:70,indonesia,5v5IFkD0ZOwSyojGdUFNrS,Planned
,ton,,ton,-,USD,Indonesia,Indonesia:100,,,,,5v5IFkD0ZOwSyojGdUFP3v,,-4.052585076,121.5975705,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFP3v,Aneka Usaha Kolaka,Mining,"Sulawesi Tenggara, Kolaka Regency",https://kendari.terkini.id/2023/10/25/pd-aneka-usaha-kolaka-disebut-mesti-lunasi-denda-pnbp-ippkh-hingga-dugaan-tak-miliki-rkab/,Kolaka Government:100,indonesia,5v5IFkD0ZOwSyojGdUFP3v,Active
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://www.teropongsultra.com/daerah/format-sultra-sebut-aktivitas-pt-thosida-indonesia-dan-pt-bola-dunia-mandiri-ilegal,,5v5IFkD0ZOwSyojGdUFQ4d,,-4.063843948,121.6184923,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFQ4d,Bola Dunia Mandiri,Mining,"Sulawesi Tenggara, Kolaka Regency",https://bumisultra.com/daerah/read/7538-9-perusahaan-tambang-di-kolaka-diduga-belum-miliki-pkkpr-laut,Evie Setiawati:75;H. Ridwan Jamaluddin:2.5;H. Rijal Jamaluddin; SE:2.5;Hj. Rahmawati:20,indonesia,5v5IFkD0ZOwSyojGdUFQ4d,Active
,ton,,ton,-,USD,Indonesia,Indonesia:100,Water Pollution;Air Pollution,,https://sultra.antaranews.com/berita/269361/warga-kolaka-tuntut-kompensasi-kepada-pt-cni,,5v5IFkD0ZOwSyojGdUFRuI,,-3.891829324,121.333296,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFRuI,Ceria Nugraha Indotama,Mining,"Sulawesi Tenggara, Kolaka Regency",,Cherisha Sakmiwata:49;Derian Sakmiwata:51,indonesia,5v5IFkD0ZOwSyojGdUFRuI,Active
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://infofaktual.id/mediasi-masyarakat-dengan-pt-cdsm-belum-berhasil-pertemuan-selanjutnya-digelar-9-februari/,,5v5IFkD0ZOwSyojGdUFSHo,,-3.390072226,122.2446457,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFSHo,Cipta Djaya Selaras Mining,Mining,"Sulawesi Tenggara, North Konawe Regency",https://industri.kontan.co.id/news/petrosea-ptro-percepat-first-cut-pertambangan-nikel-cipta-djaya-selaras-mining,Chandra Djaya:10;Nicky Djaya:10;PT Cipta Djaya Surya:80,indonesia,5v5IFkD0ZOwSyojGdUFSHo,Active
,ton,,ton,-,USD,Indonesia,Not found,,,,,5v5IFkD0ZOwSyojGdUFTg2,,-4.305285825,121.608576,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFTg2,Dharma Bumi Kendari,Mining,"Sulawesi Tenggara, Kolaka Regency",https://www.beritasulawesi.co.id/9206/news/berita-regional/pt-dbk-kolaka-menangkan-gugatan-pertambangan-di-pulau-maniang.html,Not found,indonesia,5v5IFkD0ZOwSyojGdUFTg2,Active
,ton,,ton,-,USD,Indonesia,Not found,Increased Vulnerability to the Climate Crisis,Land Grabbing;Corruption & Illegal Activity,"https://sultrakini.com/pt-gerbang-multi-sejahtera-diduga-beroperasi-tanpa-rkab/, https://edisiindonesia.id/2023/12/18/kejati-sultra-didesak-segera-periksa-pt-gms-atas-dugaan-penjualan-ore-melebihi-kuota/, https://kendari.terkini.id/2023/01/24/pt-gms-kembali-disorot-persoalan-lahan-masyarakat/, https://www.hallo.id/nasional/pr-287565387/pt-gms-diduga-lakukan-ilegal-mining-di-kecamatan-laonti, https://sultra.jpnn.com/sultra-terkini/2288/banjir-lumpur-di-laonti-setinggi-mata-kaki-warga-sebut-ulah-pt-gms",,5v5IFkD0ZOwSyojGdUFUsV,,-4.2233,122.88048,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFUsV,Gerbang Multi Sejahtera,Mining,"Sulawesi Tenggara, South Konawe Regency",,Not found,indonesia,5v5IFkD0ZOwSyojGdUFUsV,unknown
,ton,,ton,-,USD,Indonesia,Not found,,Corruption & Illegal Activity,https://kendari.terkini.id/2021/01/23/diduga-tak-punya-ippkh-pt-konawe-nikel-nusantara-disorot/,,5v5IFkD0ZOwSyojGdUFVdX,,-3.37807,122.24999,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFVdX,Konawe Nikel Nusantara,Mining,"Sulawesi Tenggara, North Konawe Regency",,Not found,indonesia,5v5IFkD0ZOwSyojGdUFVdX,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://terobos.id/2023/10/dugaan-pembiaran-tambang-ilegal-di-kolut-integritas-kapolres-dan-syahbandar-dipertanyakan.html,,5v5IFkD0ZOwSyojGdUFVx8,,-3.02441,121.0566,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFVx8,Kurnia Mining Resources,Mining,"Sulawesi Tenggara, North Kolaka Regency",,SULIANIE ANGGAWIDJAJA HALIEM:10;Haliem Huntoro:87.5;Heru Prasetyo:1.25;Mety R:1.25,indonesia,5v5IFkD0ZOwSyojGdUFVx8,unknown
,ton,,ton,-,USD,Indonesia,Not found,,Corruption & Illegal Activity,https://tegas.co/2021/01/20/ore-ilegal-dilokasi-pt-kasmar-diangkut-menggunakan-dokumen-pt-lawaki/,,5v5IFkD0ZOwSyojGdUFW8t,,-2.87166,121.18615,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFW8t,Lawaki Tiar Raya,Mining,"Sulawesi Tenggara, North Kolaka Regency",,Not found,indonesia,5v5IFkD0ZOwSyojGdUFW8t,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Poor Work Safety;Corruption & Illegal Activity," https://www.teropongsultra.com/daerah/format-sultra-sebut-pt-macika-beraktivitas-di-lahan-cela-dan-komersialisasi-tersus, https://rakyatpostonline.com/2020/04/08/124-karyawan-usai-di-phk-tagih-pesangon-pt-macika-mada-madana/",,5v5IFkD0ZOwSyojGdUFWOZ,,-4.40943,122.36522,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFWOZ,Macika Mada Madana,Mining,"Sulawesi Tenggara, South Konawe Regency",,BUMI JAYA RAYA:83.33;Gautama Hartarto:16.67,indonesia,5v5IFkD0ZOwSyojGdUFWOZ,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,"Intimidation, Suppression, Criminalization of Local Communities;Corruption & Illegal Activity",https://www.timurterkini.com/berita/sekelumit-dugaan-kasus-yang-menjerat-pt-masempo-dalle-dari-ilegal-mining-hingga-kasus-pembacokan/,,5v5IFkD0ZOwSyojGdUFWq0,,-3.39,122.258,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFWq0,Masempo Dalle,Mining,"Sulawesi Tenggara, North Konawe Regency",,Anton Timbang:90;Budi amin:5;Saharibi:5,indonesia,5v5IFkD0ZOwSyojGdUFWq0,unknown
,ton,,ton,6000000,USD,Indonesia,Indonesia:100,,,,,5v5IFkD0ZOwSyojGdUFXmn,,-4.43923,122.48648,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFXmn,Mega Nikel Indonesia,Mining,"Sulawesi Tenggara, South Konawe Regency",,MEGA BUMI SULAWESI:40;YATOO MEGA SMELTER INDONESIA:60,indonesia,5v5IFkD0ZOwSyojGdUFXmn,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://magz.tempo.co/read/opinion/41650/corruption-in-mining-permits,,5v5IFkD0ZOwSyojGdUFYEE,,-3.24623,122.23846,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFYEE,Meta Mineral Pradana,Mining,"Sulawesi Tenggara, North Konawe Regency",https://kumparan.com/kumparanbisnis/dua-perusahaan-tambang-ini-kembali-mendapat-izin-ekspor-dari-esdm-1543912648892907230,PT BERSAMA PAPUA UNGGUL:90;PT RIFA CAPITAL:10,indonesia,5v5IFkD0ZOwSyojGdUFYEE,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://www.kendarimerdeka.com/pt-paramitha-persada-tama-diduga-menjual-ore-nikel-tanpa-kantongi-rkab/,,5v5IFkD0ZOwSyojGdUFYrQ,,-3.43941,122.37977,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFYrQ,Paramitha Persada Tama,Mining,"Sulawesi Tenggara, North Konawe Regency",https://www.kendarimerdeka.com/pt-paramitha-persada-tama-diduga-menjual-ore-nikel-tanpa-kantongi-rkab/,RAHMATSYAH RAMADANY:35; BUDI SUSANTO:30; KIKI ABDUL RACHMAN.B:35,indonesia,5v5IFkD0ZOwSyojGdUFYrQ,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://www.halosultra.com/sultra-raya/449/pt-pernick-sultra-diduga-menambang-di-luar-iup-dan-ippkh/,,5v5IFkD0ZOwSyojGdUFZEw,,-3.36281,122.30319,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFZEw,Pernick Sultra,Mining,"Sulawesi Tenggara, North Konawe Regency",https://www.kabarmasa.com/2021/03/pt-pernick-sultra-resmi-di-laporkan-ke.html,MUHAMMAD FADLY GULTOM:25; YUSTINAN SYAH:25; YUSNAN GULTOM:26,indonesia,5v5IFkD0ZOwSyojGdUFZEw,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://edisiindonesia.id/2023/11/27/rkab-dipertanyakan-aph-didesak-periksa-dan-hentikan-kegiatan-pt-pdp/,,5v5IFkD0ZOwSyojGdUFZQh,,-3.6095,120.96003,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFZQh,Putra Dermawan Pratama,Mining,"Sulawesi Tenggara, North Kolaka Regency",,PRAWIRAYUDHA HALIEM:10; SULIANIE ANGGAWIDJAJA HALIEM:10; ADI HALIEM:10; HALIEM HOENTORO:70,indonesia,5v5IFkD0ZOwSyojGdUFZQh,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,,,,5v5IFkD0ZOwSyojGdUFZkI,,-3.15486,122.19323,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFZkI,Putra Konawe Utama,Mining,"Sulawesi Tenggara, North Konawe Regency",,H.HERRY ASIKU:60;HJ. ANY HUSNI RISO:30;INDRA HADIWINANTO:5;SATRIA HADIWINANTO:5,indonesia,5v5IFkD0ZOwSyojGdUFZkI,unknown
,ton,,ton,-,USD,Indonesia,Not found,Water Pollution,Corruption & Illegal Activity,https://betahita.id/news/detail/8974/tambang-nikel-cemari-sungai-oko-oko-di-sultra.html?v=1688601733,,5v5IFkD0ZOwSyojGdUFZw3,,-4.21803,121.63479,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFZw3,Putra Mekongga Sejahtera,Mining,"Sulawesi Tenggara, Kolaka Regency",,Not found,indonesia,5v5IFkD0ZOwSyojGdUFZw3,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,,,,5v5IFkD0ZOwSyojGdUFa7o,,-3.59479,122.19178,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFa7o,Rizqi Biokas Pratama,Mining,"Sulawesi Tenggara, North Konawe Regency",,PT BATULICIN ENAM SEMBILAN:98.4;ROIS SUNANDAR:1.6,indonesia,5v5IFkD0ZOwSyojGdUFa7o,unknown
,ton,,ton,-,USD,Indonesia,Hongkong:49;Indonesia:51,Deforestation;Biodiversity Loss,"Land Grabbing;Intimidation, Suppression, Criminalization of Local Communities",https://jatam.org/pulaukecil/,,5v5IFkD0ZOwSyojGdUFaZF,,-5.14535,121.96689,ecological;social,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFaZF,Rohul Energi Indonesia,Mining,"Sulawesi Tenggara, Bombana Regency",,PT Tata Resources Indonesia:49; Wei Ye (HK) Overseas Investment Company Limited:49; Yoeslina Dewi:2,indonesia,5v5IFkD0ZOwSyojGdUFaZF,unknown
,ton,,ton,-,USD,Indonesia,Not found,,Corruption & Illegal Activity;Social Conflict,"https://terbitsultra.id/diduga-lakukan-aktifitas-tanpa-izin-rkab-gam-sultra-minta-aph-periksa-direktur-pt-st-nickel-resources/, https://edisiindonesia.id/2023/01/08/tidak-sesuai-kesepakatan-fambers-tutup-jalan-holling-pt-st-nickel-resources/",,5v5IFkD0ZOwSyojGdUFawl,,-3.916,122.272,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFawl,St Nickel Resources ,Mining,"Sulawesi Tenggara, Konawe Regency",,Not found,indonesia,5v5IFkD0ZOwSyojGdUFawl,unknown
,ton,,ton,-,USD,Indonesia,Not found,Deforestation;Biodiversity Loss,"Land Grabbing;Intimidation, Suppression, Criminalization of Local Communities",https://jatam.org/pulaukecil/,,5v5IFkD0ZOwSyojGdUFfwO,,-5.3521,121.8783,ecological;social,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFfwO,Tambang Bumi Sulawesi,Mining,"Sulawesi Tenggara, Bombana Regency",,Not found,indonesia,5v5IFkD0ZOwSyojGdUFfwO,unknown
,ton,4800000,ton,-,USD,Indonesia,Indonesia:100,,Corruption & Illegal Activity,https://www.kompas.id/baca/nusantara/2021/09/09/dugaan-pelanggaran-tambang-di-sultra-timbulkan-kerugian-negara-rp-495-miliar,,5v5IFkD0ZOwSyojGdUFgNp,,-4.34042,121.71885,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFgNp,Toshida Indonesia,Mining,"Sulawesi Tenggara, Kolaka Regency",https://www.petromindo.com/news/article/toshida-plans-to-produce-4-8-million-tons-of-nickel-ore,AHMAD RIVAI BUDIMAN:10;TOMMY RASYID:20;LAODE SINARWAN ODA:70,indonesia,5v5IFkD0ZOwSyojGdUFgNp,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,Deforestation,Corruption & Illegal Activity,https://sultra.tribunnews.com/2022/01/15/pt-trias-jaya-agung-dituntut-pidana-denda-rp4-miliar-diduga-menambang-ilegal-27-hektare-di-bombana,,5v5IFkD0ZOwSyojGdUFgZa,,-5.46,121.839,ecological;social,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFgZa,Trias Jaya Agung,Mining,"Sulawesi Tenggara, Bombana Regency",https://sultra.tribunnews.com/2022/01/15/pt-trias-jaya-agung-dituntut-pidana-denda-rp4-miliar-diduga-menambang-ilegal-27-hektare-di-bombana,H. ASHAR IMRAN:80;EKO WAHYU SATRIATMI:10;SYAMSUL AKHYAR:10,indonesia,5v5IFkD0ZOwSyojGdUFgZa,Closed 
,ton,,ton,-,USD,Indonesia,Indonesia:100,,,,,5v5IFkD0ZOwSyojGdUFglL,,-3.414,122.353,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFglL,Wanggudu Sumber Mineral,Mining,"Sulawesi Tenggara, North Konawe Regency",,H HERRY ASIKU:60;HJ. ANY HUSNI RISO:30;INDRA HADIWINANTO:5;SATRIA HADIWINANTO:5,indonesia,5v5IFkD0ZOwSyojGdUFglL,Active
,ton,,ton,-,USD,Indonesia,Indonesia:100,,Land Grabbing,https://www.mongabay.co.id/2024/02/15/perusahaan-tambang-nikel-di-sulawesi-tenggara-kriminalisasi-warga-penolak-tambang/,,5v5IFkD0ZOwSyojGdUFhWN,,-4.42034,122.4524,social,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFhWN,Wijaya Inti Nusantara,Mining,"Sulawesi Tenggara, South Konawe Regency",https://www.halosultra.com/headline-news/23620/walhi-sebut-pemda-dan-dprd-diduga-terlibat-kejahatan-lingkungan-hidup-di-torobulu/,Tridaya Group,indonesia,5v5IFkD0ZOwSyojGdUFhWN,Active
,ton,,ton,-,USD,Indonesia,Not found,,Social Conflict,https://www.metrosulteng.com/pemerintahan/5199365991/wakil-bupati-morowali-tolak-izin-tambang-pt-mmi-di-bungku-tengah-sudah-turun-lokasi-ambil-dokumentasi,,5v5IFkD0ZOwSyojGdUFi5e,,-2.56249,121.86023,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFi5e,Mineral Morowali Indonesia,Mining,"Sulawesi Tengah, Morowali Regency",,Not found,indonesia,5v5IFkD0ZOwSyojGdUFi5e,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,Soil Pollution,Corruption & Illegal Activity,"https://kailipost.com/2020/02/pembekuan-ijin-lingkungan-pt-tas-diproses.html, https://kailipost.com/2019/12/kerusakan-lahan-pt-tas-diminta-bertanggung-jawab.html",,5v5IFkD0ZOwSyojGdUFiTA,,-2.994,122.214,ecological,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFiTA,Teknik Alum Service,Mining,"Sulawesi Tengah, Morowali Regency",,PT Anugrah Tambang Sejahtera Indonesia (85%) ; ; Syarifuddin (15%),indonesia,5v5IFkD0ZOwSyojGdUFiTA,unknown
,ton,,ton,-,USD,Indonesia,Indonesia:100,,,,,5v5IFkD0ZOwSyojGdUFjTs,,-2.94346,122.14098,,Mining & Ore Resources,5v5IFkD0ZOwSyojGdUFjTs,Makarti Padabaho Sorajai,Mining,"Sulawesi Tengah, Morowali Regency",,Januardi Suma:20;PT Raihan Caturputra:80,indonesia,5v5IFkD0ZOwSyojGdUFjTs,unknown
