capacity_mw,country,geopoint,latitude,longitude,parent,plant,region,status,subnational_unit,unit,url
991,Indonesia,"-5.99169,106.1008",-5.99169,106.1008,China Shenhua Energy Co Ltd [70.0%]; Pt Pln (Persero) [30.0%],Jawa-7 Power Station,Asia,Operating,Banten,Unit 2,https://www.gem.wiki/Jawa-7_power_station
50,Indonesia,"-2.60839,140.80748",-2.60839,140.80748,Pt Pln (Persero),Jayapura-2 Power Station,Asia,Cancelled,Papua,Unit 1,https://www.gem.wiki/Jayapura-2_power_station
50,Indonesia,"-2.60839,140.80748",-2.60839,140.80748,Pt Pln (Persero),Jayapura-2 Power Station,Asia,Cancelled,Papua,Unit 2,https://www.gem.wiki/Jayapura-2_power_station
50,Indonesia,"-1.56606,127.41593",-1.56606,127.41593,Jinchuan Group,Jinchuan Group Wp&Rka Power Station,Asia,Operating,Maluku,Unit 3,https://www.gem.wiki/Jinchuan_Group_WP%26RKA_power_station
100,Indonesia,"0.34199,108.94031",0.34199,108.94031,Pt Pln (Persero),Kalbar-3 Power Station,Asia,Cancelled,West Kalimantan,Unit 2,https://www.gem.wiki/Kalbar-3_power_station
100,Indonesia,"-1.3708,113.5672",-1.3708,113.5672,Datang Overseas Energy Investment Co Ltd [75.0%]; Sinar Mas Group [25.0%],Kalselteng-1 Power Station,Asia,Operating,Central Kalimantan,Unit 1,https://www.gem.wiki/Kalselteng-1_power_station
100,Indonesia,"-2.80863,111.64307",-2.80863,111.64307,Pt Pln (Persero),Kalselteng-5 Power Station,Asia,Cancelled,Central Kalimantan,Unit 2,https://www.gem.wiki/Kalselteng-5_power_station
100,Indonesia,"-0.36501,117.06505",-0.36501,117.06505,Pt Indonesia Energi Dinamika,Kaltim-4 Power Station,Asia,Operating,Central Kalimantan,Unit 2,https://www.gem.wiki/Kaltim-4_power_station
135,Indonesia,"-3.75149,103.64809",-3.75149,103.64809,Priamanaya Djan International,Keban Agung Power Station,Asia,Operating,South Sumatra,Unit 2,https://www.gem.wiki/Keban_Agung_power_station
50,Indonesia,"-4.05129,122.65345",-4.05129,122.65345,Datang Overseas Energy Investment Co Ltd [75.0%]; Sinar Mas Group [25.0%],Kendari-3 Power Station,Asia,Operating,Southeast Sulawesi,Unit 1,https://www.gem.wiki/Kendari-3_power_station
80,Indonesia,"-2.36618,110.15727",-2.36618,110.15727,China Hongqiao Group; Harita Group,Ketapang Smelter Power Station,Asia,Operating,West Kalimantan,"Phase Ii, Unit 1",https://www.gem.wiki/Ketapang_Smelter_power_station
1000,Indonesia,"0.81595,117.93077",0.81595,117.93077,Park Joung In,Kipi Power Station,Asia,Shelved,East Kalimantan,Unit 1,https://www.gem.wiki/KIPI_power_station
115,Indonesia,"1.752,98.73052",1.752,98.73052,Pt Pln (Persero),Labuhan Angin Power Station,Asia,Cancelled,North Sumatra,Unit 3,https://www.gem.wiki/Labuhan_Angin_power_station
50,Indonesia,"-8.2852,116.60316",-8.2852,116.60316,To Be Determined,Lombok 3 Power Station,Asia,Cancelled,West Nusa Tenggara,Unit 1,https://www.gem.wiki/Lombok_3_power_station
60,Indonesia,"-5.88403,106.06422",-5.88403,106.06422,Merak Energi,Merak Power Station,Asia,Operating,Banten,Unit 1,https://www.gem.wiki/Merak_power_station
110,Indonesia,"4.10755,96.19889",4.10755,96.19889,Unnamed Special Purpose Vehicle,Nagan Raya Power Station,Asia,Operating,Aceh,Unit 2,https://www.gem.wiki/Nagan_Raya_power_station
30,Indonesia,"0.91714,104.65547",0.91714,104.65547,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],Nanshan Industrial Park Power Station,Asia,Operating,Riau,"Phase I, Unit 1",https://www.gem.wiki/Nanshan_Industrial_Park_power_station
150,Indonesia,"0.91164,104.65054",0.91164,104.65054,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],Nanshan Industrial Park Power Station,Asia,Cancelled,Riau,"Phase Ii, Unit 4",https://www.gem.wiki/Nanshan_Industrial_Park_power_station
150,Indonesia,"0.91164,104.65054",0.91164,104.65054,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],Nanshan Industrial Park Power Station,Asia,Cancelled,Riau,"Phase Iv, Unit 3",https://www.gem.wiki/Nanshan_Industrial_Park_power_station
150,Indonesia,"0.91164,104.65054",0.91164,104.65054,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],Nanshan Industrial Park Power Station,Asia,Cancelled,Riau,"Phase Iv, Unit 5",https://www.gem.wiki/Nanshan_Industrial_Park_power_station
150,Indonesia,"0.91164,104.65054",0.91164,104.65054,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],Nanshan Industrial Park Power Station,Asia,Cancelled,Riau,"Phase Iv, Unit 8",https://www.gem.wiki/Nanshan_Industrial_Park_power_station
100,Indonesia,"-0.60902,100.7537",-0.60902,100.7537,Pt Pln (Persero),Ombilin Power Station,Asia,Operating,West Sumatra,Unit 1,https://www.gem.wiki/Ombilin_power_station
150,Indonesia,"-1.769,113.654",-1.769,113.654,Pt Pln (Persero),Palangkaraya Power Station,Asia,Cancelled,Central Kalimantan,Unit 1,https://www.gem.wiki/Palangkaraya_power_station
220,Indonesia,"4.12071,98.25823",4.12071,98.25823,Pt Barito Pacific Tbk,Pangkalan Susu Power Station,Asia,Operating,North Sumatra,Unit 2,https://www.gem.wiki/Pangkalan_Susu_power_station
50,Indonesia,"0.05798,109.20362",0.05798,109.20362,Gezhouba Group; Pt Praba Indopersada,Parit Baru Power Station,Asia,Operating,West Kalimantan,Unit 1,https://www.gem.wiki/Parit_Baru_power_station
50,Indonesia,"0.05798,109.20362",0.05798,109.20362,Gezhouba Group; Pt Praba Indopersada,Parit Baru Power Station,Asia,Operating,West Kalimantan,Unit 2,https://www.gem.wiki/Parit_Baru_power_station
60,Indonesia,"-6.70878,111.02011",-6.70878,111.02011,Heidelbergcement Ag,Pati Intp Power Station,Asia,Cancelled,Central Java,,https://www.gem.wiki/Pati_INTP_power_station
150,Indonesia,"0.68932,101.61907",0.68932,101.61907,Sinar Mas Group,Perawang Mill Power Station,Asia,Operating,Riau,Unit 11,https://www.gem.wiki/Perawang_Mill_power_station
90,Indonesia,"0.68932,101.61907",0.68932,101.61907,Sinar Mas Group,Perawang Mill Power Station,Asia,Operating,Riau,Unit 06,https://www.gem.wiki/Perawang_Mill_power_station
90,Indonesia,"0.68932,101.61907",0.68932,101.61907,Sinar Mas Group,Perawang Mill Power Station,Asia,Operating,Riau,Unit 07,https://www.gem.wiki/Perawang_Mill_power_station
50,Indonesia,"-6.38547,107.34362",-6.38547,107.34362,Datang Overseas Energy Investment Co Ltd [75.0%]; Sinar Mas Group [25.0%],Pindo-Deli-Ii Power Station,Asia,Operating,West Java,Unit 1,https://www.gem.wiki/Pindo-Deli-Ii_power_station
660,Indonesia,"-7.71103,113.57068",-7.71103,113.57068,Pt Pln (Persero),Pln Paiton Baru Power Station,Asia,Cancelled,East Java,Unit 10,https://www.gem.wiki/PLN_Paiton_Baru_power_station
150,Indonesia,"-1.56143,127.42103",-1.56143,127.42103,Harita Group [63.1%]; Ningbo Lygend [36.9%],Pt Halmahera Persada Lygend Nickel Smelter Power Station,Asia,Operating,Maluku,"Phase Ii, Unit 2",https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station
30,Indonesia,"-6.55392,107.41365",-6.55392,107.41365,Indorama Corp,Purwakarta Indorama Power Station,Asia,Operating,West Java,Unit 2,https://www.gem.wiki/Purwakarta_Indorama_power_station
65,Indonesia,"-3.04035,122.26156",-3.04035,122.26156,Qingdao Urban Construction Investment (Group) Co Ltd; Qingdao Xiyuan Holdings Co Ltd; Shandong Taishan Steel Group Co Ltd,Qingdao Zhongsheng Captive Power Station,Asia,Operating,Central Sulawesi,Unit 1,https://www.gem.wiki/Qingdao_Zhongsheng_captive_power_station
600,Indonesia,"-0.52622,101.969",-0.52622,101.969,Pt Bukit Asam Tbk; Pt Pln (Persero),Riau Kemitraan Power Station,Asia,Cancelled,Riau,Unit 2,https://www.gem.wiki/Riau_Kemitraan_power_station
125,Indonesia,"-2.758,105.434",-2.758,105.434,Sinar Mas Group,Sinar Mas Oki Paper Mill Power Station,Asia,Cancelled,South Sumatra,Unit 2,https://www.gem.wiki/Sinar_Mas_OKI_Paper_Mill_power_station
125,Indonesia,"-2.758,105.434",-2.758,105.434,Sinar Mas Group,Sinar Mas Oki Paper Mill Power Station,Asia,Cancelled,South Sumatra,Unit 4,https://www.gem.wiki/Sinar_Mas_OKI_Paper_Mill_power_station
380,Indonesia,"-2.86899,122.17188",-2.86899,122.17188,Indonesia Zhaohui Ferro Nickel Co Ltd,Sulawesi Labota Power Station,Asia,Construction,Central Sulawesi,Unit 5,https://www.gem.wiki/Sulawesi_Labota_power_station
350,Indonesia,"-2.86791,122.17709",-2.86791,122.17709,Walsin Lihwa,Sulawesi Labota Power Station,Asia,Construction,Central Sulawesi,Unit 1,https://www.gem.wiki/Sulawesi_Labota_power_station
350,Indonesia,"-2.86791,122.17709",-2.86791,122.17709,Eternal Tsingshan Group,Sulawesi Labota Power Station,Asia,Construction,Central Sulawesi,Unit 2,https://www.gem.wiki/Sulawesi_Labota_power_station
200,Indonesia,"-3.81445,122.44775",-3.81445,122.44775,To Be Determined,Sulbagsel-2 Power Station,Asia,Shelved,South Sulawesi,Unit 2,https://www.gem.wiki/Sulbagsel-2_power_station
50,Indonesia,"0.89018,123.47011",0.89018,123.47011,Pt Pln (Persero),Sulut-1 Power Station,Asia,Construction,North Sulawesi,Unit 2,https://www.gem.wiki/Sulut-1_power_station
115,Indonesia,"1.7176,98.7265",1.7176,98.7265,Pt Pln (Persero),Sumbagut (Sibolga Baru) Power Station,Asia,Cancelled,North Sumatra,Unit 2,https://www.gem.wiki/Sumbagut_(Sibolga_Baru)_power_station
50,Indonesia,"-8.74798,117.95765",-8.74798,117.95765,To Be Determined,Sumbawa-2 Power Station,Asia,Cancelled,Empang,Unit 1,https://www.gem.wiki/Sumbawa-2_power_station
150,Indonesia,"-2.15625,103.75527",-2.15625,103.75527,Datang Overseas Energy Investment Co Ltd [75.0%]; Sinar Mas Group [25.0%],Sumsel-5 Power Station,Asia,Operating,South Sumatra,Unit 2,https://www.gem.wiki/Sumsel-5_power_station
300,Indonesia,"-2.35576,103.44339",-2.35576,103.44339,Pt Bukit Asam Tbk,Sumsel-6 Power Station,Asia,Cancelled,South Sumatra,Unit 2,https://www.gem.wiki/Sumsel-6_power_station
150,Indonesia,"3.78025,98.63694",3.78025,98.63694,Oceanwide Holdings Co Ltd [60.0%]; Pt Garda Sayap Garuda [20.0%]; Power Construction Corporation Of China Ltd [20.0%],Sumut-1 Power Station,Asia,Construction,North Sumatra,Unit 2,https://www.gem.wiki/Sumut-1_power_station
100,Indonesia,"-2.16343,115.44081",-2.16343,115.44081,Pt Adaro Power [65.0%]; Korea Electric Power Corp [35.0%],Tabalong Power Station,Asia,Operating,South Kalimantan,Unit 1,https://www.gem.wiki/Tabalong_power_station
100,Indonesia,"-5.62363,119.55082",-5.62363,119.55082,Pt Pln (Persero),Takalar Power Station,Asia,Operating,South Sulawesi,Unit 2,https://www.gem.wiki/Takalar_power_station
660,Indonesia,"-6.76852,108.64519",-6.76852,108.64519,Bakrie Power; Pt Tanjung Jati Power,Tanjung Jati A Power Station,Asia,Cancelled,West Java,Unit 1,https://www.gem.wiki/Tanjung_Jati_A_power_station
112,Indonesia,"-1.07655,100.3724",-1.07655,100.3724,Pt Pln (Persero),Teluk Sirih Power Station,Asia,Operating,West Sumatra,Unit 1,https://www.gem.wiki/Teluk_Sirih_power_station
65,Indonesia,"-2.73095,122.03062",-2.73095,122.03062,Pt Wanxiang Steel Indonesia,Wanxiang Nickel Indonesia Power Station,Asia,Operating,Central Sulawesi,Unit 1,https://www.gem.wiki/Wanxiang_Nickel_Indonesia_power_station
250,Indonesia,"0.47889,127.98421",0.47889,127.98421,Tsingshan Holding Group Co Ltd; Zhejiang Huajun Investment Co Ltd; Zhenshi Holding Group Co Ltd,Weda Bay Power Station,Asia,Operating,North Maluku,Unit 2,https://www.gem.wiki/Weda_Bay_power_station
380,Indonesia,"0.47889,127.98421",0.47889,127.98421,Pt Angel Nickel Industry,Weda Bay Power Station,Asia,Construction,North Maluku,Unit 8,https://www.gem.wiki/Weda_Bay_power_station
38,Indonesia,"-1.53051,127.41898",-1.53051,127.41898,Xinxing Qiyun Investment Holdings Co Ltd [40.0%]; Pt Trimegah Bangun Persada [30.0%]; Harita Group [20.0%]; Pt Gane Permai Sentosa [10.0%],Xinxing Ductile Iron Pipes Power Station,Asia,Operating,Maluku,Unit 2,https://www.gem.wiki/Xinxing_Ductile_Iron_Pipes_power_station
65,Indonesia,"-1.53051,127.41898",-1.53051,127.41898,Xinxing Qiyun Investment Holdings Co Ltd [40.0%]; Pt Trimegah Bangun Persada [30.0%]; Harita Group [20.0%]; Pt Gane Permai Sentosa [10.0%],Xinxing Ductile Iron Pipes Power Station,Asia,Shelved,Maluku,Unit 5,https://www.gem.wiki/Xinxing_Ductile_Iron_Pipes_power_station
300,Indonesia,"0.1,116.4",0.1,116.4,China Energy Investment Corp; Pt Adaro Power,Adaro East Kalimantan Power Station,Asia,Cancelled,East Kalimantan,Unit 1,https://www.gem.wiki/Adaro_East_Kalimantan_power_station
65,Indonesia,"-4.82775,136.83908",-4.82775,136.83908,Pt Puncakjaya Power,Amamapare Port Power Station,Asia,Operating,Papua,Unit 2,https://www.gem.wiki/Amamapare_Port_power_station
50,Indonesia,"-3.58652,128.17111",-3.58652,128.17111,Pt Pln (Persero),Ambon-2 Power Station,Asia,Cancelled,Maluku,Unit 1,https://www.gem.wiki/Ambon-2_power_station
50,Indonesia,"-3.58652,128.17111",-3.58652,128.17111,Pt Pln (Persero),Ambon-2 Power Station,Asia,Cancelled,Maluku,Unit 2,https://www.gem.wiki/Ambon-2_power_station
150,Indonesia,"-6.02475,105.94264",-6.02475,105.94264,Agc Inc [52.5%]; Ableman Finance [18.0%]; Rodamas [18.0%]; Mitsubishi Corporation Energy Solutions [11.5%],Asahimas Chemical Power Station,Asia,Operating,Banten,Unit 1,https://www.gem.wiki/Asahimas_Chemical_power_station
200,Indonesia,"-2.13333,106.11667",-2.13333,106.11667,Pt Pln (Persero),Bangka-1 Power Station,Asia,Cancelled,Bangka-Belitung,Unit 2,https://www.gem.wiki/Bangka-1_power_station
315,Indonesia,"-6.05887,106.4643",-6.05887,106.4643,Pt Pln (Persero),Banten Lontar Power Station,Asia,Operating,Banten,Unit 2,https://www.gem.wiki/Banten_Lontar_power_station
315,Indonesia,"-6.05887,106.4643",-6.05887,106.4643,Pt Pln (Persero),Banten Lontar Power Station,Asia,Construction,Banten,Unit 4,https://www.gem.wiki/Banten_Lontar_power_station
1000,Indonesia,"-5.88922,106.0336",-5.88922,106.0336,Pt Pln (Persero) [51.0%]; Pt Barito Pacific Tbk [49.0%],Banten Suralaya Power Station,Asia,Construction,Banten,Unit 09,https://www.gem.wiki/Banten_Suralaya_power_station
400,Indonesia,"-5.89191,106.03023",-5.89191,106.03023,Pt Pln (Persero),Banten Suralaya Power Station,Asia,Operating,Banten,"Phase I, Unit 3",https://www.gem.wiki/Banten_Suralaya_power_station
600,Indonesia,"-5.89191,106.03023",-5.89191,106.03023,Pt Pln (Persero),Banten Suralaya Power Station,Asia,Operating,Banten,"Phase Ii, Unit 1",https://www.gem.wiki/Banten_Suralaya_power_station
100,Indonesia,"0.89967,104.61725",0.89967,104.61725,Pln Unit Induk Wilayah Riau,Bintan Power Station,Asia,Cancelled,Riau,Unit 2,https://www.gem.wiki/Bintan_power_station
375,Indonesia,"-5.971,106.094",-5.971,106.094,Pt Indika Energy Tbk,Bojonegara Serang Power Station,Asia,Cancelled,Banten,Unit 1,https://www.gem.wiki/Bojonegara_Serang_power_station
65,Indonesia,"-3.73213,103.79753",-3.73213,103.79753,Pt Pln (Persero),Bukit Asam Muara Enim Power Station,Asia,Operating,South Sumatra,Unit 1,https://www.gem.wiki/Bukit_Asam_Muara_Enim_power_station
950,Indonesia,"-6.90083,109.80369",-6.90083,109.80369,J-Power Co Ltd [34.0%]; Pt Adaro Power [34.0%]; Itochu Corp [32.0%],Central Java Power Project,Asia,Operating,Central Java,Unit 1,https://www.gem.wiki/Central_Java_Power_Project
140,Indonesia,"-6.11607,107.05197",-6.11607,107.05197,Pt Cikarang Listrindo,Cikarang Babelan Power Station,Asia,Operating,West Java,Unit 2,https://www.gem.wiki/Cikarang_Babelan_power_station
1000,Indonesia,"-7.684,109.131",-7.684,109.131,Pt Jawa Energy,Cilacap Power Station,Asia,Cancelled,Central Java,Unit 2,https://www.gem.wiki/Cilacap_power_station
1000,Indonesia,"-7.684,109.131",-7.684,109.131,Pt Jawa Energy,Cilacap Power Station,Asia,Cancelled,Central Java,Unit 3,https://www.gem.wiki/Cilacap_power_station
1000,Indonesia,"-7.684,109.131",-7.684,109.131,Pt Jawa Energy,Cilacap Power Station,Asia,Cancelled,Central Java,Unit 4,https://www.gem.wiki/Cilacap_power_station
300,Indonesia,"-7.68575,109.08977",-7.68575,109.08977,Pt Sumber Segara Primadaya,Cilacap Sumber Power Station,Asia,Operating,Central Java,"Phase I, Unit 1",https://www.gem.wiki/Cilacap_Sumber_power_station
1000,Indonesia,"-6.77029,108.61486",-6.77029,108.61486,Marubeni Corp [32.5%]; Korea Electric Power Corp [27.5%]; Pt Indika Energy Tbk [20.0%]; Samtan [20.0%],Cirebon Power Station,Asia,Cancelled,West Java,Unit 3,https://www.gem.wiki/Cirebon_power_station
30,Indonesia,"-3.90754,122.41926",-3.90754,122.41926,Jiangsu Delong Nickel Industry Co,Delong Nickel Phase I Power Station,Asia,Operating,South Sulawesi,Unit 2,https://www.gem.wiki/Delong_Nickel_Phase_I_power_station
60,Indonesia,"-3.90754,122.41926",-3.90754,122.41926,Jiangsu Delong Nickel Industry Co,Delong Nickel Phase I Power Station,Asia,Operating,South Sulawesi,Unit 6,https://www.gem.wiki/Delong_Nickel_Phase_I_power_station
135,Indonesia,"-3.82791,122.46827",-3.82791,122.46827,Xiamen Xiangyu Group [51.0%]; Jiangsu Delong Nickel Industry Co [49.0%],Delong Nickel Phase Ii Power Station,Asia,Operating,Southeast Sulawesi,Unit 03,https://www.gem.wiki/Delong_Nickel_Phase_II_power_station
380,Indonesia,"-3.82749,122.46275",-3.82749,122.46275,Xiamen Xiangyu Group [51.0%]; Jiangsu Delong Nickel Industry Co [49.0%],Delong Nickel Phase Ii Power Station,Asia,Shelved,Southeast Sulawesi,Unit 11,https://www.gem.wiki/Delong_Nickel_Phase_II_power_station
150,Indonesia,"-2.01663,121.43074",-2.01663,121.43074,Jiangsu Delong Nickel Industry Co,Delong Nickel Phase Iii Power Station,Asia,Construction,Central Sulawesi,Unit 08,https://www.gem.wiki/Delong_Nickel_Phase_III_power_station
35,Indonesia,"-6.12544,106.28921",-6.12544,106.28921,Datang Overseas Energy Investment Co Ltd [75.0%]; Sinar Mas Group [25.0%],Dss Serang Power Station,Asia,Operating,Banten,Unit 1,https://www.gem.wiki/DSS_Serang_power_station
330,Indonesia,"-7.159,112.642",-7.159,112.642,Akr Corp,Gresik Akr Power Station,Asia,Cancelled,East Java,Unit 2,https://www.gem.wiki/Gresik_AKR_power_station
30,Indonesia,"3.35027,117.60183",3.35027,117.60183,Olympic Group,I Skip Power Station,Asia,Cancelled,North Kalimantan,,https://www.gem.wiki/I_Skip_power_station
600,Indonesia,"-7.26,110.66",-7.26,110.66,To Be Determined,Jawa-11 Power Station,Asia,Cancelled,Java,,https://www.gem.wiki/Jawa-11_power_station
1000,Indonesia,"-7.26,110.66",-7.26,110.66,To Be Determined,Jawa-12 Power Station,Asia,Cancelled,Java,Unit 2,https://www.gem.wiki/Jawa-12_power_station
50,Indonesia,"-1.56606,127.41593",-1.56606,127.41593,Jinchuan Group,Jinchuan Group Wp&Rka Power Station,Asia,Operating,Maluku,Unit 2,https://www.gem.wiki/Jinchuan_Group_WP%26RKA_power_station
100,Indonesia,"-0.27626,109.27959",-0.27626,109.27959,To Be Determined,Kalbar-2 Power Station,Asia,Cancelled,West Kalimantan,Unit 2,https://www.gem.wiki/Kalbar-2_power_station
100,Indonesia,"1.03413,108.9726",1.03413,108.9726,Pt Barito Pacific Tbk,Kalselteng-4 Power Station,Asia,Cancelled,Central Kalimantan,Unit 1,https://www.gem.wiki/Kalselteng-4_power_station
100,Indonesia,"-2.80863,111.64307",-2.80863,111.64307,Pt Pln (Persero),Kalselteng-5 Power Station,Asia,Cancelled,Central Kalimantan,Unit 1,https://www.gem.wiki/Kalselteng-5_power_station
100,Indonesia,"0.05518,117.49459",0.05518,117.49459,Pt Pln (Persero),Kaltim Ftp2 Power Station,Asia,Operating,East Kalimantan,Unit 1,https://www.gem.wiki/Kaltim_FTP2_power_station
110,Indonesia,"-1.17036,116.78872",-1.17036,116.78872,Pt Pln (Persero),Kaltim Teluk Balikpapan Power Station,Asia,Operating,East Kalimantan,Unit 1,https://www.gem.wiki/Kaltim_Teluk_Balikpapan_power_station
100,Indonesia,"0.1357,116.22072",0.1357,116.22072,To Be Determined,Kaltim-3 Power Station,Asia,Cancelled,Central Kalimantan,Unit 1,https://www.gem.wiki/Kaltim-3_power_station
200,Indonesia,"1.227,114.577",1.227,114.577,Pt Pln (Persero),Kaltimra Power Station,Asia,Cancelled,Kalimantan,Unit 2,https://www.gem.wiki/Kaltimra_power_station
100,Indonesia,"-8.36667,115.51667",-8.36667,115.51667,China Power International Development Co Ltd; Oceanwide Holdings Co Ltd; Pt Satya Abadi Semesta,Karang Asem Power Station,Asia,Cancelled,Bali,Unit 1,https://www.gem.wiki/Karang_Asem_power_station
200,Indonesia,"0.81595,117.93077",0.81595,117.93077,Pt Bika Global,Kipi Bika Global Power Station,Asia,Shelved,East Kalimantan,,https://www.gem.wiki/KIPI_Bika_Global_power_station
135,Indonesia,"3.38679,99.4267",3.38679,99.4267,China Power International Development Co Ltd; Oceanwide Holdings Co Ltd; Pt Satya Abadi Semesta,Kuala Tanjung-1 Power Station,Asia,Cancelled,North Sumatra,Unit 1,https://www.gem.wiki/Kuala_Tanjung-1_power_station
100,Indonesia,"-7.8139,110.17502",-7.8139,110.17502,Indomie,Kulon Progo Power Station,Asia,Cancelled,Central Java,,https://www.gem.wiki/Kulon_Progo_power_station
115,Indonesia,"1.75185,98.73129",1.75185,98.73129,Pt Pln (Persero),Labuhan Angin Power Station,Asia,Operating,North Sumatra,Unit 1,https://www.gem.wiki/Labuhan_Angin_power_station
115,Indonesia,"1.75185,98.73129",1.75185,98.73129,Pt Pln (Persero),Labuhan Angin Power Station,Asia,Operating,North Sumatra,Unit 2,https://www.gem.wiki/Labuhan_Angin_power_station
38,Indonesia,"-1.53064,127.41912",-1.53064,127.41912,Xinxing Qiyun Investment Holdings Co Ltd [40.0%]; Pt Trimegah Bangun Persada [30.0%]; Harita Group [20.0%]; Pt Gane Permai Sentosa [10.0%],Msp Pulau Obi Power Station,Asia,Operating,North Maluku,Unit 1,https://www.gem.wiki/MSP_Pulau_Obi_power_station
38,Indonesia,"-1.53064,127.41912",-1.53064,127.41912,Xinxing Qiyun Investment Holdings Co Ltd [40.0%]; Pt Trimegah Bangun Persada [30.0%]; Harita Group [20.0%]; Pt Gane Permai Sentosa [10.0%],Msp Pulau Obi Power Station,Asia,Operating,North Maluku,Unit 2,https://www.gem.wiki/MSP_Pulau_Obi_power_station
200,Indonesia,"4.11564,96.20241",4.11564,96.20241,China Datang Overseas Investment Co Ltd [62.0%]; Pt Pembangunan Perumahan [33.7%],Nagan Raya Power Station,Asia,Construction,Aceh,Unit 3,https://www.gem.wiki/Nagan_Raya_power_station
30,Indonesia,"0.91714,104.65547",0.91714,104.65547,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],Nanshan Industrial Park Power Station,Asia,Operating,Riau,"Phase I, Unit 2",https://www.gem.wiki/Nanshan_Industrial_Park_power_station
30,Indonesia,"0.91714,104.65547",0.91714,104.65547,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],Nanshan Industrial Park Power Station,Asia,Operating,Riau,"Phase I, Unit 3",https://www.gem.wiki/Nanshan_Industrial_Park_power_station
30,Indonesia,"0.91164,104.65054",0.91164,104.65054,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],Nanshan Industrial Park Power Station,Asia,Construction,Riau,"Phase I, Unit 5",https://www.gem.wiki/Nanshan_Industrial_Park_power_station
150,Indonesia,"0.91164,104.65054",0.91164,104.65054,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],Nanshan Industrial Park Power Station,Asia,Cancelled,Riau,"Phase Ii, Unit 1",https://www.gem.wiki/Nanshan_Industrial_Park_power_station
150,Indonesia,"0.91164,104.65054",0.91164,104.65054,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],Nanshan Industrial Park Power Station,Asia,Cancelled,Riau,"Phase Ii, Unit 2",https://www.gem.wiki/Nanshan_Industrial_Park_power_station
150,Indonesia,"0.91164,104.65054",0.91164,104.65054,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],Nanshan Industrial Park Power Station,Asia,Cancelled,Riau,"Phase Ii, Unit 5",https://www.gem.wiki/Nanshan_Industrial_Park_power_station
150,Indonesia,"0.91164,104.65054",0.91164,104.65054,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],Nanshan Industrial Park Power Station,Asia,Cancelled,Riau,"Phase Iii, Unit 2",https://www.gem.wiki/Nanshan_Industrial_Park_power_station
150,Indonesia,"0.91164,104.65054",0.91164,104.65054,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],Nanshan Industrial Park Power Station,Asia,Cancelled,Riau,"Phase Iii, Unit 3",https://www.gem.wiki/Nanshan_Industrial_Park_power_station
150,Indonesia,"0.91164,104.65054",0.91164,104.65054,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],Nanshan Industrial Park Power Station,Asia,Cancelled,Riau,"Phase Iv, Unit 2",https://www.gem.wiki/Nanshan_Industrial_Park_power_station
150,Indonesia,"0.91164,104.65054",0.91164,104.65054,Global Aluminium International [72.7%]; Press Metal Aluminium Holdings Bhd [25.0%],Nanshan Industrial Park Power Station,Asia,Cancelled,Riau,"Phase Iv, Unit 6",https://www.gem.wiki/Nanshan_Industrial_Park_power_station
660,Indonesia,"-7.7153,113.58571",-7.7153,113.58571,Siemens Ag [50.0%]; Marubeni Corp [17.5%]; Ytl Corp [17.5%]; Pt Bumipertiwi Tatapradipta [15.0%],Paiton-2 Power Station,Asia,Operating,East Java,Unit 2,https://www.gem.wiki/Paiton-2_power_station
50,Indonesia,"-0.7332,119.85592",-0.7332,119.85592,Pt Pln (Persero),Palu Power Station,Asia,Construction,Central Sulawesi,Unit 5,https://www.gem.wiki/Palu_power_station
50,Indonesia,"-0.7332,119.85592",-0.7332,119.85592,Pt Pln (Persero),Palu Power Station,Asia,Construction,Central Sulawesi,Unit 6,https://www.gem.wiki/Palu_power_station
110,Indonesia,"0.56437,101.52345",0.56437,101.52345,Pt Pln (Persero),Pekanbaru Tenayan Power Station,Asia,Operating,Riau,Unit 2,https://www.gem.wiki/Pekanbaru_Tenayan_power_station
35,Indonesia,"0.68932,101.61907",0.68932,101.61907,Sinar Mas Group,Perawang Mill Power Station,Asia,Operating,Riau,Unit 04,https://www.gem.wiki/Perawang_Mill_power_station
